Heure;Event;Fichier
10h51m55s;END AWB ALGO; 
10h52m04s;START AWB ALGO; 
10h52m04s;END AWB ALGO; 
10h52m14s;START AWB ALGO; 
10h52m14s;END AWB ALGO; 
10h52m23s;START AWB ALGO; 
10h52m24s;END AWB ALGO; 
10h52m33s;START AWB ALGO; 
10h52m33s;END AWB ALGO; 
10h52m43s;START AWB ALGO; 
10h52m43s;END AWB ALGO; 
10h52m52s;START AWB ALGO; 
10h52m52s;END AWB ALGO; 
10h53m02s;START AWB ALGO; 
10h53m02s;END AWB ALGO; 
10h53m11s;START AWB ALGO; 
10h53m11s;END AWB ALGO; 
10h53m21s;START AWB ALGO; 
10h53m21s;END AWB ALGO; 
10h53m31s;START AWB ALGO; 
10h53m31s;END AWB ALGO; 
10h53m40s;START AWB ALGO; 
10h53m40s;END AWB ALGO; 
10h53m50s;START AWB ALGO; 
10h53m50s;END AWB ALGO; 
10h54m00s;START AWB ALGO; 
10h54m00s;END AWB ALGO; 
10h54m09s;START AWB ALGO; 
10h54m09s;END AWB ALGO; 
10h54m19s;START AWB ALGO; 
10h54m19s;END AWB ALGO; 
10h54m29s;START AWB ALGO; 
10h54m29s;END AWB ALGO; 
10h54m38s;START AWB ALGO; 
10h54m38s;END AWB ALGO; 
10h54m48s;START AWB ALGO; 
10h54m48s;END AWB ALGO; 
10h54m57s;START AWB ALGO; 
10h54m57s;END AWB ALGO; 
10h55m07s;START AWB ALGO; 
10h55m07s;END AWB ALGO; 
10h55m17s;START AWB ALGO; 
10h55m17s;END AWB ALGO; 
10h55m26s;START AWB ALGO; 
10h55m26s;END AWB ALGO; 
10h55m36s;START AWB ALGO; 
10h55m36s;END AWB ALGO; 
10h55m45s;START AWB ALGO; 
10h55m45s;END AWB ALGO; 
10h55m55s;START AWB ALGO; 
10h55m55s;END AWB ALGO; 
10h56m05s;START AWB ALGO; 
10h56m06s;END AWB ALGO; 
10h56m15s;START AWB ALGO; 
10h56m15s;END AWB ALGO; 
10h56m25s;START AWB ALGO; 
10h56m25s;END AWB ALGO; 
10h56m34s;START AWB ALGO; 
10h56m34s;END AWB ALGO; 
10h56m44s;START AWB ALGO; 
10h56m44s;END AWB ALGO; 
10h56m53s;START AWB ALGO; 
10h56m53s;END AWB ALGO; 
10h57m03s;START AWB ALGO; 
10h57m03s;END AWB ALGO; 
10h57m13s;START AWB ALGO; 
10h57m13s;END AWB ALGO; 
10h57m22s;START AWB ALGO; 
10h57m22s;END AWB ALGO; 
10h57m32s;START AWB ALGO; 
10h57m32s;END AWB ALGO; 
10h57m41s;START AWB ALGO; 
10h57m41s;END AWB ALGO; 
10h57m51s;START AWB ALGO; 
10h57m51s;END AWB ALGO; 
10h58m00s;START AWB ALGO; 
10h58m01s;END AWB ALGO; 
10h58m10s;START AWB ALGO; 
10h58m10s;END AWB ALGO; 
10h58m20s;START AWB ALGO; 
10h58m20s;END AWB ALGO; 
10h58m29s;START AWB ALGO; 
10h58m29s;END AWB ALGO; 
10h58m39s;START AWB ALGO; 
10h58m39s;END AWB ALGO; 
10h58m49s;START AWB ALGO; 
10h58m49s;END AWB ALGO; 
10h58m58s;START AWB ALGO; 
10h58m58s;END AWB ALGO; 
10h59m08s;START AWB ALGO; 
10h59m08s;END AWB ALGO; 
10h59m17s;START AWB ALGO; 
10h59m17s;END AWB ALGO; 
10h59m27s;START AWB ALGO; 
10h59m27s;END AWB ALGO; 
10h59m37s;START AWB ALGO; 
10h59m37s;END AWB ALGO; 
10h59m46s;START AWB ALGO; 
10h59m46s;END AWB ALGO; 
10h59m56s;START AWB ALGO; 
10h59m56s;END AWB ALGO; 
11h00m05s;START AWB ALGO; 
11h00m05s;END AWB ALGO; 
11h00m15s;START AWB ALGO; 
11h00m15s;END AWB ALGO; 
11h00m24s;START AWB ALGO; 
11h00m24s;END AWB ALGO; 
11h00m34s;START AWB ALGO; 
11h00m34s;END AWB ALGO; 
11h00m44s;START AWB ALGO; 
11h00m44s;END AWB ALGO; 
11h00m53s;START AWB ALGO; 
11h00m53s;END AWB ALGO; 
11h01m03s;START AWB ALGO; 
11h01m03s;END AWB ALGO; 
11h01m12s;START AWB ALGO; 
11h01m12s;END AWB ALGO; 
11h01m22s;START AWB ALGO; 
11h01m22s;END AWB ALGO; 
11h01m32s;START AWB ALGO; 
11h01m32s;END AWB ALGO; 
11h01m41s;START AWB ALGO; 
11h01m42s;END AWB ALGO; 
11h01m51s;START AWB ALGO; 
11h01m51s;END AWB ALGO; 
11h02m01s;START AWB ALGO; 
11h02m01s;END AWB ALGO; 
11h02m11s;START AWB ALGO; 
11h02m11s;END AWB ALGO; 
11h02m21s;START AWB ALGO; 
11h02m21s;END AWB ALGO; 
11h02m30s;START AWB ALGO; 
11h02m30s;END AWB ALGO; 
11h02m40s;START AWB ALGO; 
11h02m40s;END AWB ALGO; 
11h02m49s;START AWB ALGO; 
11h02m49s;END AWB ALGO; 
11h02m59s;START AWB ALGO; 
11h02m59s;END AWB ALGO; 
11h03m09s;START AWB ALGO; 
11h03m09s;END AWB ALGO; 
11h03m18s;START AWB ALGO; 
11h03m18s;END AWB ALGO; 
11h03m28s;START AWB ALGO; 
11h03m28s;END AWB ALGO; 
11h03m37s;START AWB ALGO; 
11h03m37s;END AWB ALGO; 
11h03m47s;START AWB ALGO; 
11h03m47s;END AWB ALGO; 
11h03m57s;START AWB ALGO; 
11h03m57s;END AWB ALGO; 
11h04m06s;START AWB ALGO; 
11h04m06s;END AWB ALGO; 
11h04m16s;START AWB ALGO; 
11h04m16s;END AWB ALGO; 
11h04m25s;START AWB ALGO; 
11h04m25s;END AWB ALGO; 
11h04m35s;START AWB ALGO; 
11h04m35s;END AWB ALGO; 
11h04m45s;START AWB ALGO; 
11h04m45s;END AWB ALGO; 
11h04m54s;START AWB ALGO; 
11h04m54s;END AWB ALGO; 
11h05m04s;START AWB ALGO; 
11h05m04s;END AWB ALGO; 
11h05m13s;START AWB ALGO; 
11h05m13s;END AWB ALGO; 
11h05m23s;START AWB ALGO; 
11h05m23s;END AWB ALGO; 
11h05m32s;START AWB ALGO; 
11h05m33s;END AWB ALGO; 
11h05m42s;START AWB ALGO; 
11h05m42s;END AWB ALGO; 
11h05m52s;START AWB ALGO; 
11h05m52s;END AWB ALGO; 
11h06m01s;START AWB ALGO; 
11h06m01s;END AWB ALGO; 
11h06m11s;START AWB ALGO; 
11h06m11s;END AWB ALGO; 
11h06m20s;START AWB ALGO; 
11h06m20s;END AWB ALGO; 
11h06m30s;START AWB ALGO; 
11h06m30s;END AWB ALGO; 
11h06m40s;START AWB ALGO; 
11h06m40s;END AWB ALGO; 
11h06m49s;START AWB ALGO; 
11h06m49s;END AWB ALGO; 
11h06m59s;START AWB ALGO; 
11h06m59s;END AWB ALGO; 
11h07m09s;START AWB ALGO; 
11h07m09s;END AWB ALGO; 
11h07m18s;START AWB ALGO; 
11h07m18s;END AWB ALGO; 
11h07m28s;START AWB ALGO; 
11h07m28s;END AWB ALGO; 
11h07m37s;START AWB ALGO; 
11h07m37s;END AWB ALGO; 
11h07m47s;START AWB ALGO; 
11h07m47s;END AWB ALGO; 
11h07m56s;START AWB ALGO; 
11h07m57s;END AWB ALGO; 
11h08m06s;START AWB ALGO; 
11h08m06s;END AWB ALGO; 
11h08m16s;START AWB ALGO; 
11h08m16s;END AWB ALGO; 
11h08m25s;START AWB ALGO; 
11h08m25s;END AWB ALGO; 
11h08m35s;START AWB ALGO; 
11h08m35s;END AWB ALGO; 
11h08m44s;START AWB ALGO; 
11h08m44s;END AWB ALGO; 
11h08m54s;START AWB ALGO; 
11h08m54s;END AWB ALGO; 
11h09m04s;START AWB ALGO; 
11h09m04s;END AWB ALGO; 
11h09m13s;START AWB ALGO; 
11h09m13s;END AWB ALGO; 
11h09m23s;START AWB ALGO; 
11h09m23s;END AWB ALGO; 
11h09m32s;START AWB ALGO; 
11h09m32s;END AWB ALGO; 
11h09m42s;START AWB ALGO; 
11h09m42s;END AWB ALGO; 
11h09m51s;START AWB ALGO; 
11h09m52s;END AWB ALGO; 
11h10m01s;START AWB ALGO; 
11h10m01s;END AWB ALGO; 
11h10m11s;START AWB ALGO; 
11h10m11s;END AWB ALGO; 
11h10m20s;START AWB ALGO; 
11h10m20s;END AWB ALGO; 
11h10m30s;START AWB ALGO; 
11h10m30s;END AWB ALGO; 
11h10m39s;START AWB ALGO; 
11h10m39s;END AWB ALGO; 
11h10m49s;START AWB ALGO; 
11h10m49s;END AWB ALGO; 
11h10m59s;START AWB ALGO; 
11h10m59s;END AWB ALGO; 
11h11m08s;START AWB ALGO; 
11h11m08s;END AWB ALGO; 
11h11m18s;START AWB ALGO; 
11h11m18s;END AWB ALGO; 
11h11m27s;START AWB ALGO; 
11h11m27s;END AWB ALGO; 
11h11m37s;START AWB ALGO; 
11h11m37s;END AWB ALGO; 
11h11m46s;START AWB ALGO; 
11h11m47s;END AWB ALGO; 
11h11m56s;START AWB ALGO; 
11h11m56s;END AWB ALGO; 
11h12m06s;START AWB ALGO; 
11h12m06s;END AWB ALGO; 
11h12m15s;START AWB ALGO; 
11h12m15s;END AWB ALGO; 
11h12m25s;START AWB ALGO; 
11h12m25s;END AWB ALGO; 
11h12m35s;START AWB ALGO; 
11h12m35s;END AWB ALGO; 
11h12m44s;START AWB ALGO; 
11h12m44s;END AWB ALGO; 
11h12m54s;START AWB ALGO; 
11h12m54s;END AWB ALGO; 
11h13m03s;START AWB ALGO; 
11h13m03s;END AWB ALGO; 
11h13m13s;START AWB ALGO; 
11h13m13s;END AWB ALGO; 
11h13m22s;START AWB ALGO; 
11h13m23s;END AWB ALGO; 
11h13m32s;START AWB ALGO; 
11h13m32s;END AWB ALGO; 
11h13m42s;START AWB ALGO; 
11h13m42s;END AWB ALGO; 
11h13m51s;START AWB ALGO; 
11h13m51s;END AWB ALGO; 
11h14m01s;START AWB ALGO; 
11h14m01s;END AWB ALGO; 
11h14m10s;START AWB ALGO; 
11h14m10s;END AWB ALGO; 
11h14m20s;START AWB ALGO; 
11h14m20s;END AWB ALGO; 
11h14m30s;START AWB ALGO; 
11h14m30s;END AWB ALGO; 
11h14m39s;START AWB ALGO; 
11h14m39s;END AWB ALGO; 
11h14m49s;START AWB ALGO; 
11h14m49s;END AWB ALGO; 
11h14m58s;START AWB ALGO; 
11h14m58s;END AWB ALGO; 
11h15m08s;START AWB ALGO; 
11h15m08s;END AWB ALGO; 
11h15m17s;START AWB ALGO; 
11h15m18s;END AWB ALGO; 
11h15m23s;END ENCODER;0043.h264
11h15m23s;START CONVERSION;0043.h264
11h17m03s;END CONVERSION;0043.mp4
11h17m03s;START ENCODER;0043_01.h264
11h17m15s;START AWB ALGO; 
11h17m15s;END AWB ALGO; 
11h17m25s;START AWB ALGO; 
11h17m25s;END AWB ALGO; 
11h17m34s;START AWB ALGO; 
11h17m34s;END AWB ALGO; 
11h17m47s;START AWB ALGO; 
11h17m47s;END AWB ALGO; 
11h17m57s;START AWB ALGO; 
11h17m57s;END AWB ALGO; 
11h18m06s;START AWB ALGO; 
11h18m06s;END AWB ALGO; 
11h18m16s;START AWB ALGO; 
11h18m16s;END AWB ALGO; 
11h18m25s;START AWB ALGO; 
11h18m26s;END AWB ALGO; 
11h18m35s;START AWB ALGO; 
11h18m35s;END AWB ALGO; 
11h18m45s;START AWB ALGO; 
11h18m45s;END AWB ALGO; 
11h18m54s;START AWB ALGO; 
11h18m54s;END AWB ALGO; 
11h19m04s;START AWB ALGO; 
11h19m04s;END AWB ALGO; 
11h19m13s;START AWB ALGO; 
11h19m13s;END AWB ALGO; 
11h19m23s;START AWB ALGO; 
11h19m23s;END AWB ALGO; 
11h19m33s;START AWB ALGO; 
11h19m33s;END AWB ALGO; 
11h19m42s;START AWB ALGO; 
11h19m42s;END AWB ALGO; 
11h19m52s;START AWB ALGO; 
11h19m52s;END AWB ALGO; 
11h20m01s;START AWB ALGO; 
11h20m01s;END AWB ALGO; 
11h20m11s;START AWB ALGO; 
11h20m11s;END AWB ALGO; 
11h20m21s;START AWB ALGO; 
11h20m21s;END AWB ALGO; 
11h20m30s;START AWB ALGO; 
11h20m30s;END AWB ALGO; 
11h20m40s;START AWB ALGO; 
11h20m40s;END AWB ALGO; 
11h20m49s;START AWB ALGO; 
11h20m49s;END AWB ALGO; 
11h20m59s;START AWB ALGO; 
11h20m59s;END AWB ALGO; 
11h21m08s;START AWB ALGO; 
11h21m09s;END AWB ALGO; 
11h21m18s;START AWB ALGO; 
11h21m18s;END AWB ALGO; 
11h21m28s;START AWB ALGO; 
11h21m28s;END AWB ALGO; 
11h21m37s;START AWB ALGO; 
11h21m37s;END AWB ALGO; 
11h21m47s;START AWB ALGO; 
11h21m47s;END AWB ALGO; 
11h21m56s;START AWB ALGO; 
11h21m56s;END AWB ALGO; 
11h22m06s;START AWB ALGO; 
11h22m06s;END AWB ALGO; 
11h22m16s;START AWB ALGO; 
11h22m16s;END AWB ALGO; 
11h22m25s;START AWB ALGO; 
11h22m25s;END AWB ALGO; 
11h22m35s;START AWB ALGO; 
11h22m35s;END AWB ALGO; 
11h22m44s;START AWB ALGO; 
11h22m44s;END AWB ALGO; 
11h22m54s;START AWB ALGO; 
11h22m54s;END AWB ALGO; 
11h23m03s;START AWB ALGO; 
11h23m04s;END AWB ALGO; 
11h23m13s;START AWB ALGO; 
11h23m13s;END AWB ALGO; 
11h23m23s;START AWB ALGO; 
11h23m23s;END AWB ALGO; 
11h23m32s;START AWB ALGO; 
11h23m32s;END AWB ALGO; 
11h23m42s;START AWB ALGO; 
11h23m42s;END AWB ALGO; 
11h23m51s;START AWB ALGO; 
11h23m57s;END AWB ALGO; 
11h24m06s;START AWB ALGO; 
11h24m07s;END AWB ALGO; 
11h24m17s;START AWB ALGO; 
11h24m17s;END AWB ALGO; 
11h24m26s;START AWB ALGO; 
11h24m26s;END AWB ALGO; 
11h24m36s;START AWB ALGO; 
11h24m36s;END AWB ALGO; 
11h24m45s;START AWB ALGO; 
11h24m46s;END AWB ALGO; 
11h24m56s;START AWB ALGO; 
11h24m56s;END AWB ALGO; 
11h25m05s;START AWB ALGO; 
11h25m05s;END AWB ALGO; 
11h25m15s;START AWB ALGO; 
11h25m15s;END AWB ALGO; 
11h25m24s; SORTIE BOUTON
11h25m24s;END ENCODER;0043_01.h264
11h25m24s;START CONVERSION;0043_01.h264
11h25m28s;END CONVERSION;0043_01.mp4
