HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright;TStamp2;ExpTime2;AnG2;DiG2;Lux2;RedG2;BlueG2;Bright2
10h45m31s;;;1008.7;19.7;542;847;530;;;;74.35;9.6;1619018292000;2651;1.0;1.0;1215.1;1.3;1.9;0.0;1619027783000;2384;1.0;1.0;1364.4;1.3;1.9;0.0
10h45m32s;;;1008.7;19.7;542;851;531;;;;73.25;10.6;1620059789000;2636;1.0;1.0;1221.2;1.3;1.9;0.0;1620069270000;2384;1.0;1.0;1367.5;1.3;1.9;0.0
10h45m33s;;;1009.2;19.7;546;852;534;;;;73.80;11.7;1621142942000;2636;1.0;1.0;1225.1;1.3;1.9;0.0;1621110760000;2369;1.0;1.0;1372.8;1.3;1.9;0.0
10h45m34s;;;1008.3;19.7;545;856;536;;;;76.00;12.7;1622184438000;2636;1.0;1.0;1227.2;1.3;1.9;0.0;1622193907000;2369;1.0;1.0;1373.9;1.3;1.9;0.0
10h45m35s;;;1009.0;19.7;548;858;537;;;;74.90;13.8;1623225935000;2606;1.0;1.0;1228.7;1.3;1.9;0.0;1623235396000;2340;1.0;1.0;1381.7;1.3;1.9;0.0
10h45m36s;;;1008.8;19.7;553;866;543;;;;74.90;14.8;1624267430000;2606;1.0;1.0;1237.8;1.3;1.9;0.0;1624276885000;2340;1.0;1.0;1387.1;1.3;1.9;0.0
10h45m37s;;;1008.9;19.7;585;910;570;;;;77.10;15.9;1625308926000;2577;1.0;1.0;1262.9;1.3;1.9;0.0;1625318376000;2340;1.0;1.0;1425.2;1.3;1.9;0.0
10h45m38s;;;1008.4;19.7;690;1118;668;;;;76.55;16.9;1626350422000;2029;1.0;1.0;1757.4;1.3;1.9;0.0;1626401524000;1703;1.0;1.0;1912.7;1.3;1.9;0.0
10h45m39s;;;1008.9;19.7;563;896;573;;;;76.00;18.0;1627433579000;2443;1.0;1.0;1193.4;1.3;1.9;0.0;1627443012000;2236;1.0;1.0;1348.2;1.3;1.9;0.0
10h45m40s;;;1009.0;19.7;640;973;602;;;;77.10;19.0;1628475073000;2369;1.0;1.0;1308.8;1.3;1.9;0.0;1628484500000;2088;1.0;1.0;1492.0;1.3;1.9;0.0
10h45m40s;;;1008.6;19.7;640;986;602;;;;77.65;19.1;1628600066000;2369;1.0;1.0;1294.2;1.3;1.9;0.0;1628609479000;2088;1.0;1.0;1471.3;1.3;1.9;0.0
10h45m41s;;;1008.9;19.7;678;1050;643;;;;76.55;20.2;1629641547000;2029;1.0;1.0;1309.9;1.3;1.9;0.0;1629650968000;1866;1.0;1.0;1454.0;1.3;1.9;0.0
10h45m42s;;;1008.6;19.7;702;1016;646;;;;78.75;21.2;1630683044000;2221;1.0;1.0;1523.4;1.3;1.9;0.0;1630692457000;1925;1.0;1.0;1723.6;1.3;1.9;0.0
10h45m44s;;;1010.2;19.7;360;621;478;;;;77.65;22.3;1631766201000;9110;1.0;1.0;260.3;1.3;1.9;0.0;1631775606000;9999;1.1;1.0;260.8;1.3;1.9;0.0
10h45m45s;;;1040.8;19.6;99;379;337;;;;76.55;23.4;1632807695000;10221;1.5;1.0;253.8;1.3;1.9;0.0;1632817094000;9999;1.5;1.0;265.7;1.3;1.9;0.0
10h45m46s;;;1083.1;19.4;76;363;336;;;;76.55;24.4;1633849192000;9999;1.5;1.0;252.4;1.3;1.9;0.0;1633858583000;9999;1.4;1.0;261.8;1.3;1.9;0.0
10h45m47s;;;1132.3;19.2;70;360;335;;;;77.65;25.4;1634890690000;10058;1.5;1.0;256.4;1.3;1.9;0.0;1634900074000;9999;1.4;1.0;263.9;1.3;1.9;0.0
10h45m48s;;;1184.6;19.0;75;374;344;;;;77.10;26.5;1635973843000;10029;1.5;1.0;254.5;1.3;1.9;0.0;1635983223000;9999;1.4;1.0;265.2;1.3;1.9;0.0
10h45m49s;;;1238.2;18.9;74;378;344;;;;77.65;27.6;1637015341000;9999;1.3;1.0;266.9;1.3;1.9;0.0;1637024710000;9999;1.3;1.0;274.1;1.3;1.9;0.0
10h45m50s;;;1293.0;18.7;73;380;337;;;;77.65;28.6;1638056835000;9999;1.4;1.0;277.3;1.3;1.9;0.0;1638066200000;9999;1.3;1.0;284.0;1.3;1.9;0.0
10h45m55s;;;1475.5;18.3;91;426;349;;;;79.85;33.7;1643139336000;9999;1.3;1.0;383.8;7.5;1.4;0.0;1643148668000;9999;1.3;1.0;394.0;7.5;1.4;0.0
10h45m56s;;;1474.2;18.2;93;421;346;;;;80.40;34.7;1644180833000;9999;1.3;1.0;381.8;7.5;1.4;0.0;1644190158000;9999;1.3;1.0;392.6;7.5;1.4;0.0
10h45m57s;;;1450.7;18.2;93;417;344;;;;79.30;35.8;1645222328000;9999;1.4;1.0;375.8;7.5;1.4;0.0;1645231648000;9999;1.4;1.0;386.6;7.5;1.4;0.0
10h45m58s;;;1430.5;18.1;88;433;352;;;;80.95;36.8;1646263825000;9999;1.4;1.0;365.0;7.5;1.4;0.0;1646273136000;9999;1.4;1.0;375.8;7.5;1.4;0.0
10h45m59s;;;1428.1;18.1;89;413;349;;;;80.95;37.9;1647305321000;9999;1.3;1.0;375.7;7.5;1.4;0.0;1647314628000;9999;1.3;1.0;386.2;7.5;1.4;0.0
10h46m00s;;;1425.2;18.0;90;435;360;;;;79.85;38.9;1648388469000;9999;1.3;1.0;373.4;7.5;1.4;0.0;1648397777000;9999;1.3;1.0;383.2;7.5;1.4;0.0
10h46m01s;;;1408.0;18.0;91;429;365;;;;79.85;40.0;1649429973000;9999;1.3;1.0;374.2;7.5;1.4;0.0;1649439266000;9999;1.3;1.0;384.2;7.5;1.4;0.0
10h46m02s;;;1396.8;18.0;92;426;366;;;;78.75;41.0;1650471468000;9999;1.3;1.0;383.0;7.5;1.4;0.0;1650480755000;9999;1.2;1.0;393.7;7.5;1.4;0.0
10h46m03s;;;1399.6;17.9;88;432;369;;;;80.95;42.1;1651512967000;9999;1.3;1.0;377.2;7.5;1.4;0.0;1651522244000;9999;1.2;1.0;385.8;7.5;1.4;0.0
10h46m04s;;;1404.2;17.9;90;428;376;;;;81.50;43.1;1652554462000;9999;1.2;1.0;377.2;7.5;1.4;0.0;1652563736000;9999;1.2;1.0;384.8;7.5;1.4;0.0
10h46m08s;;;1547.0;17.8;111;463;370;;;;82.60;47.2;1656678790000;9999;1.0;1.0;499.9;7.9;1.4;0.0;1656688034000;9999;1.0;1.0;508.5;7.9;1.4;0.0
10h46m10s;;;1547.2;17.8;114;461;370;;;;82.05;48.3;1657720287000;9999;1.0;1.0;502.0;7.9;1.4;0.0;1657729523000;9910;1.0;1.0;511.6;7.9;1.4;0.0
10h46m11s;;;1547.3;17.8;115;461;367;;;;81.50;49.3;1658761783000;9999;1.0;1.0;504.7;7.9;1.4;0.0;1658771014000;9821;1.0;1.0;514.8;7.9;1.4;0.0
10h46m12s;;;1547.3;17.8;112;460;371;;;;81.50;50.4;1659803278000;9999;1.0;1.0;507.1;7.9;1.4;0.0;1659812504000;9732;1.0;1.0;516.8;7.9;1.4;0.0
10h46m13s;;;1547.3;17.7;115;468;373;;;;82.05;51.4;1660844777000;9999;1.0;1.0;510.1;7.9;1.4;0.0;1660853996000;9732;1.0;1.0;519.3;7.9;1.4;0.0
10h46m14s;;;1547.7;17.7;114;470;376;;;;81.50;52.4;1661886273000;9999;1.0;1.0;511.3;7.9;1.4;0.0;1661895485000;9629;1.0;1.0;521.5;7.9;1.4;0.0
10h46m15s;;;1547.5;17.7;116;473;378;;;;82.05;53.5;1662969430000;9999;1.0;1.0;512.7;7.9;1.4;0.0;1662936976000;9629;1.0;1.0;523.0;7.9;1.4;0.0
10h46m16s;;;1547.0;17.7;113;478;380;;;;82.60;54.6;1664010926000;9999;1.0;1.0;514.2;7.9;1.4;0.0;1664020125000;9629;1.0;1.0;523.7;7.9;1.4;0.0
10h46m17s;;;1546.7;17.7;115;476;381;;;;81.50;55.6;1665052422000;9999;1.0;1.0;515.5;7.9;1.4;0.0;1665061613000;9629;1.0;1.0;525.4;7.9;1.4;0.0
10h46m18s;;;1547.7;17.7;116;475;384;;;;82.05;56.6;1666093921000;9999;1.0;1.0;517.0;7.9;1.4;0.0;1666103104000;9629;1.0;1.0;526.9;7.9;1.4;0.0
10h46m18s;;;1547.8;17.8;122;475;384;;;;81.50;56.8;1666218904000;9999;1.0;1.0;517.1;7.9;1.4;0.0;1666228088000;9629;1.0;1.0;526.9;7.9;1.4;0.0
10h46m19s;;;1546.8;17.7;115;479;386;;;;82.05;57.8;1667302054000;9999;1.0;1.0;518.9;7.9;1.4;0.0;1667269574000;9629;1.0;1.0;528.5;7.9;1.4;0.0
10h46m20s;;;1547.4;17.7;121;477;388;;;;82.05;58.9;1668343553000;9999;1.0;1.0;520.2;7.9;1.4;0.0;1668352723000;9629;1.0;1.0;530.1;7.9;1.4;0.0
10h46m21s;;;1547.4;17.7;118;483;387;;;;82.60;59.9;1669385050000;9999;1.0;1.0;521.6;7.9;1.4;0.0;1669394213000;9629;1.0;1.0;531.3;7.9;1.4;0.0
10h46m22s;;;1547.7;17.7;117;484;395;;;;82.60;61.0;1670426549000;9999;1.0;1.0;522.6;7.9;1.4;0.0;1670435704000;9629;1.0;1.0;532.6;7.9;1.4;0.0
10h46m23s;;;1547.4;17.7;117;486;391;;;;82.60;62.0;1671468043000;9999;1.0;1.0;523.8;7.9;1.4;0.0;1671477194000;9629;1.0;1.0;533.8;7.9;1.4;0.0
10h46m24s;;;1547.4;17.7;124;486;389;;;;81.50;63.1;1672551200000;9999;1.0;1.0;525.0;7.9;1.4;0.0;1672560347000;9540;1.0;1.0;534.8;7.9;1.4;0.0
10h46m25s;;;1547.4;17.7;119;485;394;;;;82.60;64.1;1673592698000;9999;1.0;1.0;525.6;7.9;1.4;0.0;1673601834000;9540;1.0;1.0;535.6;7.9;1.4;0.0
10h46m26s;;;1547.4;17.7;118;492;393;;;;83.70;65.2;1674634202000;9955;1.0;1.0;525.9;7.9;1.4;0.0;1674643327000;9466;1.0;1.0;536.1;7.9;1.4;0.0
10h46m27s;;;1547.5;17.7;122;490;392;;;;81.50;66.2;1675675696000;9955;1.0;1.0;526.4;7.9;1.4;0.0;1675684815000;9466;1.0;1.0;536.6;7.9;1.4;0.0
10h46m28s;;;1547.4;17.8;122;490;392;;;;83.15;66.4;1675800675000;9955;1.0;1.0;526.5;7.9;1.4;0.0;1675809798000;9466;1.0;1.0;536.6;7.9;1.4;0.0
10h46m29s;;;1547.5;17.7;121;485;393;;;;83.15;67.4;1676842171000;9955;1.0;1.0;526.4;7.9;1.4;0.0;1676851287000;9466;1.0;1.0;536.5;7.9;1.4;0.0
10h46m30s;;;1546.9;17.7;120;493;392;;;;82.05;68.5;1677925331000;9955;1.0;1.0;526.3;7.9;1.4;0.0;1677934437000;9466;1.0;1.0;536.6;7.9;1.4;0.0
10h46m31s;;;1547.5;17.7;119;485;391;;;;83.15;69.5;1678966826000;9955;1.0;1.0;525.9;7.9;1.4;0.0;1678975926000;9466;1.0;1.0;536.1;7.9;1.4;0.0
10h46m32s;;;1547.3;17.8;119;487;392;;;;83.70;70.6;1680008326000;9955;1.0;1.0;525.2;7.9;1.4;0.0;1680017416000;9466;1.0;1.0;535.4;7.9;1.4;0.0
10h46m33s;;;1547.4;17.7;118;491;390;;;;83.15;71.6;1681091477000;9955;1.0;1.0;524.2;7.9;1.4;0.0;1681058909000;9466;1.0;1.0;534.4;7.9;1.4;0.0
10h46m34s;;;1547.4;17.8;119;487;389;;;;83.15;72.7;1682132979000;9955;1.0;1.0;522.7;7.9;1.4;0.0;1682142058000;9466;1.0;1.0;532.8;7.9;1.4;0.0
10h46m35s;;;1546.9;17.8;120;488;387;;;;84.25;73.7;1683174476000;9955;1.0;1.0;521.2;7.9;1.4;0.0;1683183548000;9466;1.0;1.0;531.2;7.9;1.4;0.0
10h46m36s;;;1547.4;17.8;116;488;387;;;;83.70;74.8;1684215972000;9955;1.0;1.0;519.1;7.9;1.4;0.0;1684225040000;9466;1.0;1.0;529.1;7.9;1.4;0.0
10h46m37s;;;1547.5;17.8;117;486;385;;;;84.25;75.8;1685257472000;9955;1.0;1.0;517.1;7.9;1.4;0.0;1685266532000;9466;1.0;1.0;526.9;7.9;1.4;0.0
10h46m37s;;;1547.6;17.8;117;486;385;;;;84.25;75.9;1685382464000;9955;1.0;1.0;516.7;7.9;1.4;0.0;1685391513000;9466;1.0;1.0;526.7;7.9;1.4;0.0
10h46m38s;;;1547.7;17.8;118;478;382;;;;83.15;77.0;1686423947000;9955;1.0;1.0;514.4;7.9;1.4;0.0;1686433001000;9466;1.0;1.0;524.2;7.9;1.4;0.0
10h46m39s;;;1547.5;17.8;119;476;384;;;;83.15;78.0;1687507104000;9955;1.0;1.0;511.9;7.9;1.4;0.0;1687516152000;9466;1.0;1.0;521.5;7.9;1.4;0.0
10h46m40s;;;1547.9;17.8;118;479;379;;;;83.15;79.1;1688548603000;9955;1.0;1.0;509.2;7.9;1.4;0.0;1688557641000;9466;1.0;1.0;518.8;7.9;1.4;0.0
10h46m41s;;;1547.6;17.8;119;469;379;;;;83.70;80.1;1689590103000;9999;1.0;1.0;506.3;7.9;1.4;0.0;1689599134000;9555;1.0;1.0;516.0;7.9;1.4;0.0
10h46m42s;;;1547.5;17.8;114;471;377;;;;83.70;81.2;1690631599000;9999;1.0;1.0;503.7;7.9;1.4;0.0;1690640624000;9629;1.0;1.0;513.2;7.9;1.4;0.0
10h46m43s;;;1547.6;17.8;115;469;373;;;;84.80;82.2;1691673096000;9999;1.0;1.0;501.0;7.9;1.4;0.0;1691682116000;9629;1.0;1.0;510.4;7.9;1.4;0.0
10h46m45s;;;1547.3;17.8;114;462;370;;;;82.05;83.3;1692756252000;9999;1.0;1.0;498.0;7.9;1.4;0.0;1692723607000;9717;1.0;1.0;507.5;7.9;1.4;0.0
10h46m46s;;;1547.2;17.8;112;466;370;;;;83.15;84.3;1693797752000;9999;1.0;1.0;495.2;7.9;1.4;0.0;1693806757000;9717;1.0;1.0;504.6;7.9;1.4;0.0
10h46m47s;;;1547.2;17.8;112;461;365;;;;82.60;85.4;1694839249000;9999;1.0;1.0;492.7;7.9;1.4;0.0;1694848248000;9806;1.0;1.0;501.9;7.9;1.4;0.0
10h46m47s;;;1547.5;17.9;112;459;365;;;;84.25;85.5;1694964245000;9999;1.0;1.0;492.2;7.9;1.4;0.0;1694973234000;9806;1.0;1.0;501.5;7.9;1.4;0.0
10h46m48s;;;1547.6;17.8;112;458;368;;;;84.25;86.6;1696005727000;9999;1.0;1.0;489.6;7.9;1.4;0.0;1696014719000;9806;1.0;1.0;498.9;7.9;1.4;0.0
10h46m49s;;;1547.5;17.8;115;457;361;;;;84.25;87.6;1697088896000;9999;1.0;1.0;487.2;7.9;1.4;0.0;1697056209000;9895;1.0;1.0;496.4;7.9;1.4;0.0
10h46m50s;;;1547.6;17.8;113;451;360;;;;83.70;88.7;1698130382000;9999;1.0;1.0;484.7;7.9;1.4;0.0;1698139363000;9984;1.0;1.0;493.9;7.9;1.4;0.0
10h46m51s;;;1547.6;17.8;109;453;362;;;;83.15;89.7;1699171883000;9999;1.0;1.0;482.6;7.9;1.4;0.0;1699180852000;9984;1.0;1.0;491.8;7.9;1.4;0.0
10h46m52s;;;1547.6;17.8;109;449;357;;;;83.15;90.8;1700213399000;9999;1.0;1.0;480.2;7.9;1.4;0.0;1700222345000;9999;1.0;1.0;489.3;7.9;1.4;0.0
10h46m53s;;;1547.9;17.8;110;456;354;;;;83.15;91.8;1701254876000;9999;1.1;1.0;477.9;7.9;1.4;0.0;1701263834000;9999;1.0;1.0;487.2;7.9;1.4;0.0
10h46m54s;;;1547.7;17.8;110;447;353;;;;83.70;92.9;1702338033000;9999;1.1;1.0;475.9;7.9;1.4;0.0;1702305327000;9999;1.0;1.0;485.6;7.9;1.4;0.0
10h46m55s;;;1547.8;17.8;108;442;355;;;;84.25;93.9;1703379533000;9999;1.1;1.0;474.0;7.9;1.4;0.0;1703388476000;9999;1.0;1.0;483.6;7.9;1.4;0.0
10h46m56s;;;1547.5;17.8;108;442;351;;;;83.70;95.0;1704421032000;9999;1.1;1.0;472.2;7.9;1.4;0.0;1704429967000;9999;1.0;1.0;481.6;7.9;1.4;0.0
10h46m56s;;;1547.7;17.9;108;443;351;;;;83.15;95.1;1704546026000;9999;1.1;1.0;471.9;7.9;1.4;0.0;1704554948000;9999;1.0;1.0;481.4;7.9;1.4;0.0
10h46m57s;;;1547.7;17.8;107;438;356;;;;83.15;96.1;1705587507000;9999;1.1;1.0;470.6;7.9;1.4;0.0;1705596440000;9999;1.0;1.0;480.1;7.9;1.4;0.0
10h46m58s;;;1547.6;17.8;106;437;350;;;;84.80;97.2;1706670665000;9999;1.1;1.0;469.0;7.9;1.4;0.0;1706679591000;9999;1.0;1.0;478.7;7.9;1.4;0.0
10h47m00s;;;1547.6;17.8;109;437;347;;;;83.15;98.3;1707712166000;9999;1.1;1.0;467.9;7.9;1.4;0.0;1707721081000;9999;1.0;1.0;477.6;7.9;1.4;0.0
10h47m01s;;;1547.7;17.8;106;434;350;;;;84.80;99.3;1708753664000;9999;1.1;1.0;466.9;7.9;1.4;0.0;1708762573000;9999;1.0;1.0;476.7;7.9;1.4;0.0
10h47m02s;;;1547.4;17.8;107;437;347;;;;84.80;100.3;1709795166000;9999;1.1;1.0;466.0;7.9;1.4;0.0;1709804065000;9999;1.0;1.0;475.8;7.9;1.4;0.0
10h47m03s;;;1547.3;17.8;107;435;345;;;;83.15;101.4;1710878320000;9999;1.1;1.0;465.5;7.9;1.4;0.0;1710887214000;9999;1.0;1.0;475.4;7.9;1.4;0.0
10h47m04s;;;1547.5;17.8;107;441;346;;;;83.15;102.5;1711919815000;9999;1.1;1.0;465.1;7.9;1.4;0.0;1711928705000;9999;1.0;1.0;475.0;7.9;1.4;0.0
10h47m05s;;;1547.5;17.8;107;441;345;;;;84.80;103.5;1712961316000;9999;1.1;1.0;465.0;7.9;1.4;0.0;1712970196000;9999;1.0;1.0;474.8;7.9;1.4;0.0
10h47m06s;;;1547.6;17.8;106;437;347;;;;84.80;104.6;1714002812000;9999;1.1;1.0;464.9;7.9;1.4;0.0;1714011690000;9999;1.0;1.0;474.8;7.9;1.4;0.0
10h47m06s;;;1547.8;17.8;106;436;347;;;;83.15;104.7;1714127806000;9999;1.1;1.0;464.9;7.9;1.4;0.0;1714136669000;9999;1.0;1.0;474.7;7.9;1.4;0.0
10h47m07s;;;1547.3;17.8;105;439;345;;;;82.05;105.7;1715210951000;9999;1.1;1.0;465.1;7.9;1.4;0.0;1715178160000;9999;1.0;1.0;475.0;7.9;1.4;0.0
10h47m08s;;;1547.9;17.8;106;440;344;;;;83.70;106.8;1716252454000;9999;1.1;1.0;465.5;7.9;1.4;0.0;1716261310000;9999;1.0;1.0;475.4;7.9;1.4;0.0
10h47m09s;;;1547.8;17.8;109;435;346;;;;83.70;107.8;1717293945000;9999;1.1;1.0;466.0;7.9;1.4;0.0;1717302800000;9999;1.0;1.0;476.0;7.9;1.4;0.0
10h47m10s;;;1547.7;17.8;106;439;348;;;;83.70;108.9;1718335446000;9999;1.1;1.0;466.8;7.9;1.4;0.0;1718344292000;9999;1.0;1.0;476.7;7.9;1.4;0.0
10h47m11s;;;1547.7;17.8;108;442;347;;;;84.25;109.9;1719376944000;9999;1.1;1.0;467.7;7.9;1.4;0.0;1719385784000;9999;1.0;1.0;477.7;7.9;1.4;0.0
10h47m12s;;;1547.2;17.8;108;438;351;;;;83.15;111.0;1720460120000;9999;1.1;1.0;468.9;7.9;1.4;0.0;1720427279000;9999;1.0;1.0;478.7;7.9;1.4;0.0
10h47m13s;;;1547.5;17.8;109;443;350;;;;84.80;112.0;1721501598000;9999;1.1;1.0;470.1;7.9;1.4;0.0;1721510425000;9999;1.0;1.0;480.1;7.9;1.4;0.0
10h47m14s;;;1547.1;17.8;108;441;353;;;;84.80;113.1;1722543097000;9999;1.1;1.0;471.6;7.9;1.4;0.0;1722551918000;9999;1.0;1.0;481.6;7.9;1.4;0.0
10h47m15s;;;1547.5;17.8;109;442;352;;;;84.25;114.1;1723584594000;9999;1.1;1.0;473.1;7.9;1.4;0.0;1723593411000;9999;1.0;1.0;483.1;7.9;1.4;0.0
10h47m16s;;;1547.6;17.8;109;442;352;;;;83.70;114.3;1723709577000;9999;1.1;1.0;473.3;7.9;1.4;0.0;1723718389000;9999;1.0;1.0;483.3;7.9;1.4;0.0
10h47m17s;;;1547.5;17.8;109;443;354;;;;83.70;115.3;1724792734000;9999;1.1;1.0;475.1;7.9;1.4;0.0;1724759882000;9999;1.0;1.0;485.1;7.9;1.4;0.0
10h47m18s;;;1547.3;17.8;111;446;355;;;;83.15;116.4;1725834234000;9999;1.1;1.0;476.8;7.9;1.4;0.0;1725843031000;9999;1.0;1.0;487.0;7.9;1.4;0.0
10h47m19s;;;1547.1;17.8;109;447;357;;;;84.25;117.4;1726875729000;9999;1.1;1.0;478.8;7.9;1.4;0.0;1726884522000;9999;1.0;1.0;488.9;7.9;1.4;0.0
10h47m20s;;;1547.4;17.8;110;455;359;;;;82.05;118.5;1727917229000;9999;1.1;1.0;480.7;7.9;1.4;0.0;1727926017000;9999;1.0;1.0;490.9;7.9;1.4;0.0
10h47m21s;;;1547.7;17.8;110;455;359;;;;84.25;119.5;1728958736000;9999;1.1;1.0;482.7;7.9;1.4;0.0;1728967509000;9999;1.0;1.0;492.7;7.9;1.4;0.0
10h47m22s;;;1547.7;17.8;111;455;360;;;;83.70;120.6;1730041887000;9999;1.1;1.0;485.1;7.9;1.4;0.0;1730050660000;9999;1.0;1.0;495.0;7.9;1.4;0.0
10h47m23s;;;1547.4;17.8;113;453;365;;;;84.25;121.6;1731083389000;9999;1.1;1.0;487.2;7.9;1.4;0.0;1731092149000;9999;1.0;1.0;497.0;7.9;1.4;0.0
10h47m24s;;;1547.7;17.8;111;457;365;;;;84.80;122.7;1732124880000;9999;1.1;1.0;489.4;7.9;1.4;0.0;1732133640000;9999;1.0;1.0;499.2;7.9;1.4;0.0
10h47m25s;;;1547.6;17.8;111;461;367;;;;84.80;123.7;1733166379000;9999;1.1;1.0;491.6;7.9;1.4;0.0;1733175132000;9999;1.0;1.0;501.0;7.9;1.4;0.0
10h47m25s;;;1547.5;17.8;111;461;366;;;;83.70;123.8;1733291378000;9999;1.1;1.0;491.8;7.9;1.4;0.0;1733300114000;9999;1.0;1.0;501.2;7.9;1.4;0.0
10h47m26s;;;1547.8;17.8;113;461;367;;;;83.15;124.9;1734374518000;9999;1.0;1.0;494.1;7.9;1.4;0.0;1734383263000;9999;1.0;1.0;503.7;7.9;1.4;0.0
10h47m27s;;;1547.7;17.8;114;462;369;;;;83.70;126.0;1735416019000;9999;1.0;1.0;496.3;7.9;1.4;0.0;1735424754000;9984;1.0;1.0;505.9;7.9;1.4;0.0
10h47m28s;;;1547.3;17.8;115;467;372;;;;84.25;127.0;1736457512000;9999;1.0;1.0;498.6;7.9;1.4;0.0;1736466246000;9984;1.0;1.0;508.2;7.9;1.4;0.0
10h47m29s;;;1547.5;17.8;114;469;373;;;;85.35;128.0;1737499012000;9999;1.0;1.0;500.8;7.9;1.4;0.0;1737507740000;9895;1.0;1.0;510.2;7.9;1.4;0.0
10h47m30s;;;1547.1;17.8;116;471;374;;;;84.25;129.1;1738540512000;9999;1.0;1.0;502.8;7.9;1.4;0.0;1738549230000;9895;1.0;1.0;512.3;7.9;1.4;0.0
10h47m31s;;;1547.5;17.8;114;475;375;;;;83.70;130.1;1739582018000;9999;1.0;1.0;504.7;7.9;1.4;0.0;1739590722000;9895;1.0;1.0;514.3;7.9;1.4;0.0
10h47m32s;;;1547.6;17.8;115;475;379;;;;84.80;131.2;1740665166000;9999;1.0;1.0;506.9;7.9;1.4;0.0;1740673871000;9806;1.0;1.0;516.5;7.9;1.4;0.0
10h47m34s;;;1548.0;17.8;117;473;381;;;;84.25;132.3;1741706664000;9999;1.0;1.0;508.8;7.9;1.4;0.0;1741715362000;9806;1.0;1.0;518.4;7.9;1.4;0.0
10h47m35s;;;1547.6;17.8;118;474;381;;;;84.80;133.3;1742748164000;9999;1.0;1.0;510.5;7.9;1.4;0.0;1742756854000;9806;1.0;1.0;520.1;7.9;1.4;0.0
10h47m35s;;;1547.5;17.9;118;474;379;;;;85.35;133.4;1742914815000;9999;1.0;1.0;510.9;7.9;1.4;0.0;1742923492000;9703;1.0;1.0;520.5;7.9;1.4;0.0
10h47m36s;;;1547.7;17.8;116;479;382;;;;84.80;134.5;1743956304000;9999;1.0;1.0;512.9;7.9;1.4;0.0;1743964985000;9703;1.0;1.0;522.6;7.9;1.4;0.0
10h47m37s;;;1547.1;17.8;120;478;383;;;;82.05;135.5;1744997803000;9999;1.0;1.0;515.0;7.9;1.4;0.0;1745006477000;9703;1.0;1.0;524.6;7.9;1.4;0.0
10h47m38s;;;1547.7;17.8;118;492;385;;;;83.70;136.6;1746039297000;9999;1.0;1.0;517.0;7.9;1.4;0.0;1746047970000;9629;1.0;1.0;526.7;7.9;1.4;0.0
10h47m39s;;;1548.0;17.8;118;488;385;;;;83.15;137.6;1747080795000;9999;1.0;1.0;519.0;7.9;1.4;0.0;1747089459000;9629;1.0;1.0;528.7;7.9;1.4;0.0
