HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright;TStamp2;ExpTime2;AnG2;DiG2;Lux2;RedG2;BlueG2;Bright2
15h22m57s;;;1156.9;17.7;127;689;679;;;;84.80;103.3;2291476890000;9999;1.1;1.0;500.2;7.9;1.1;0.0;2291522733000;9999;1.1;1.0;506.1;7.9;1.1;0.0
15h22m58s;;;1157.3;17.7;128;693;682;;;;84.80;104.3;2292560048000;9999;1.1;1.0;500.2;7.9;1.1;0.0;2292564225000;9999;1.1;1.0;509.2;7.9;1.1;0.0
15h22m59s;;;1157.8;17.7;127;693;683;;;;84.25;105.4;2293601547000;9999;1.1;1.0;504.4;7.9;1.1;0.0;2293605718000;9999;1.1;1.0;512.7;7.9;1.1;0.0
15h23m00s;;;1157.4;17.7;128;697;687;;;;84.80;106.4;2294643048000;9999;1.1;1.0;505.5;7.9;1.1;0.0;2294647212000;9999;1.1;1.0;514.4;7.9;1.1;0.0
15h23m06s;;;1157.7;17.7;131;715;707;;;;84.80;111.5;2299767222000;9999;1.1;1.0;517.0;7.9;1.1;0.0;2299771356000;9999;1.1;1.0;526.0;7.9;1.1;0.0
15h23m07s;;;1157.6;17.7;132;720;708;;;;83.15;112.6;2300808720000;9999;1.1;1.0;519.4;7.9;1.1;0.0;2300812846000;9999;1.1;1.0;528.4;7.9;1.1;0.0
15h23m08s;;;1157.0;17.7;132;722;712;;;;84.80;113.6;2301850218000;9999;1.1;1.0;521.9;7.9;1.1;0.0;2301854336000;9999;1.1;1.0;531.4;7.9;1.1;0.0
15h23m09s;;;1157.7;17.7;133;727;714;;;;84.80;114.7;2302891721000;9999;1.1;1.0;524.6;7.9;1.1;0.0;2302895830000;9999;1.1;1.0;533.9;7.9;1.1;0.0
15h23m10s;;;1157.4;17.7;134;729;719;;;;83.15;115.7;2303974875000;9999;1.1;1.0;530.3;7.9;1.1;0.0;2303978983000;9999;1.1;1.0;539.8;7.9;1.1;0.0
15h23m11s;;;1157.5;17.7;135;732;721;;;;84.25;116.8;2305016374000;9999;1.0;1.0;530.0;7.9;1.1;0.0;2305020476000;9999;1.1;1.0;539.4;7.9;1.1;0.0
15h23m12s;;;1157.4;17.7;135;737;726;;;;84.25;117.8;2306057875000;9999;1.0;1.0;533.4;7.9;1.1;0.0;2306061966000;9999;1.1;1.0;541.7;7.9;1.1;0.0
15h23m13s;;;1157.6;17.7;135;739;728;;;;85.35;118.9;2307099375000;9999;1.0;1.0;535.3;7.9;1.1;0.0;2307103462000;9999;1.1;1.0;544.9;7.9;1.1;0.0
15h23m14s;;;1157.5;17.7;136;733;720;;;;84.25;119.9;2308140872000;9999;1.0;1.0;537.6;7.9;1.1;0.0;2308144951000;9999;1.0;1.0;547.5;7.9;1.1;0.0
15h23m15s;;;1157.5;17.7;137;738;719;;;;85.35;121.0;2309182372000;9999;1.0;1.0;540.3;7.9;1.1;0.0;2309186447000;9999;1.0;1.0;545.9;7.9;1.1;0.0
15h23m20s;;;1158.4;17.7;145;760;730;;;;83.70;126.1;2314306545000;7332;1.0;1.0;544.7;7.9;1.2;0.0;2314310587000;6710;1.0;1.0;549.3;7.9;1.2;0.0
15h23m21s;;;1158.2;17.7;144;764;738;;;;84.25;127.1;2315348046000;8577;1.0;1.0;547.7;7.9;1.2;0.0;2315352083000;8088;1.0;1.0;553.1;7.9;1.2;0.0
15h23m22s;;;1158.6;17.8;144;771;748;;;;84.80;128.2;2316389545000;8858;1.0;1.0;556.0;7.9;1.2;0.0;2316393573000;8932;1.0;1.0;567.1;7.9;1.2;0.0
15h23m23s;;;1159.0;17.8;145;779;757;;;;85.90;129.2;2317431043000;9466;1.0;1.0;562.3;7.9;1.2;0.0;2317435065000;9451;1.0;1.0;571.7;7.9;1.2;0.0
15h23m24s;;;1167.3;17.8;146;787;769;;;;84.25;130.2;2318472541000;9466;1.0;1.0;573.4;7.9;1.2;0.0;2318476559000;9436;1.0;1.0;583.4;7.9;1.2;0.0
15h23m25s;;;1170.0;17.8;144;799;781;;;;83.15;131.3;2319555702000;8725;1.0;1.0;592.6;7.9;1.2;0.0;2319559711000;8992;1.0;1.0;595.3;7.9;1.2;0.0
15h23m26s;;;1170.8;17.7;147;807;788;;;;84.80;132.4;2320597198000;8992;1.0;1.0;592.9;7.9;1.2;0.0;2320601203000;9080;1.0;1.0;598.6;7.9;1.2;0.0
15h23m27s;;;1171.2;17.7;149;820;797;;;;84.80;133.4;2321638696000;8992;1.0;1.0;601.3;7.9;1.2;0.0;2321642695000;9080;1.0;1.0;608.7;7.9;1.2;0.0
15h23m28s;;;1171.5;17.7;152;828;808;;;;84.25;134.5;2322680197000;8799;1.0;1.0;615.4;7.9;1.2;0.0;2322684189000;8873;1.0;1.0;622.1;7.9;1.2;0.0
15h23m30s;;;1171.3;17.7;154;844;827;;;;83.70;135.5;2323721696000;8621;1.0;1.0;626.5;7.9;1.2;0.0;2323725682000;8695;1.0;1.0;639.2;7.9;1.2;0.0
15h23m35s;;;1171.4;17.7;177;960;932;;;;85.35;140.6;2328845871000;7362;1.0;1.0;721.0;7.9;1.2;0.0;2328849824000;7229;1.0;1.0;728.1;7.9;1.2;0.0
15h23m36s;;;1171.2;17.7;179;960;932;;;;84.25;141.7;2329887369000;7080;1.0;1.0;720.6;7.9;1.2;0.0;2329932978000;6784;1.0;1.0;726.4;7.9;1.2;0.0
15h23m37s;;;1171.6;17.7;176;948;920;;;;84.25;142.7;2330970529000;7006;1.0;1.0;709.1;7.9;1.2;0.0;2330974470000;6858;1.0;1.0;716.6;7.9;1.2;0.0
15h23m38s;;;1171.4;17.7;174;940;912;;;;83.70;143.8;2332012035000;7140;1.0;1.0;702.3;7.9;1.2;0.0;2332015963000;6977;1.0;1.0;705.9;7.9;1.2;0.0
15h23m39s;;;1171.5;17.7;177;954;930;;;;84.80;144.8;2333095187000;7140;1.0;1.0;715.0;7.9;1.2;0.0;2333099114000;6903;1.0;1.0;719.2;7.9;1.2;0.0
15h23m40s;;;1171.5;17.7;181;989;956;;;;84.25;145.9;2334136686000;6977;1.0;1.0;735.7;7.9;1.2;0.0;2334140608000;6903;1.0;1.0;741.1;7.9;1.2;0.0
15h23m41s;;;1171.3;17.7;184;995;969;;;;83.70;146.9;2335178187000;6917;1.0;1.0;743.8;7.9;1.2;0.0;2335182101000;6829;1.0;1.0;747.1;7.9;1.2;0.0
15h23m42s;;;1171.5;17.7;181;986;955;;;;83.15;148.0;2336219685000;6917;1.0;1.0;730.3;7.9;1.2;0.0;2336223593000;6888;1.0;1.0;737.4;7.9;1.2;0.0
15h23m43s;;;1171.1;17.7;178;973;942;;;;83.15;149.0;2337261184000;7036;1.0;1.0;719.9;7.9;1.2;0.0;2337265085000;7021;1.0;1.0;727.4;7.9;1.2;0.0
15h23m44s;;;1171.6;17.7;175;950;922;;;;85.35;150.1;2338302681000;7169;1.0;1.0;705.0;7.9;1.2;0.0;2338348237000;7214;1.0;1.0;711.9;7.9;1.2;0.0
15h23m49s;;;1172.3;17.7;165;892;869;;;;83.15;155.2;2343426857000;7777;1.0;1.0;662.5;7.9;1.2;0.0;2343430722000;7762;1.0;1.0;671.3;7.9;1.2;0.0
15h23m50s;;;1171.6;17.7;164;892;867;;;;85.35;156.2;2344468356000;7777;1.0;1.0;658.2;7.9;1.2;0.0;2344472215000;7821;1.0;1.0;666.8;7.9;1.2;0.0
15h23m51s;;;1171.8;17.7;163;893;868;;;;84.25;157.3;2345509855000;7777;1.0;1.0;657.8;7.9;1.2;0.0;2345513708000;7821;1.0;1.0;666.5;7.9;1.2;0.0
15h23m52s;;;1171.7;17.7;164;892;868;;;;83.15;158.3;2346551354000;7777;1.0;1.0;658.4;7.9;1.2;0.0;2346555200000;7821;1.0;1.0;667.0;7.9;1.2;0.0
15h23m53s;;;1172.2;17.7;165;892;868;;;;83.70;159.4;2347592854000;7777;1.0;1.0;659.2;7.9;1.2;0.0;2347638352000;7821;1.0;1.0;667.9;7.9;1.2;0.0
15h23m54s;;;1172.0;17.7;164;894;871;;;;84.25;160.4;2348676015000;7777;1.0;1.0;663.9;7.9;1.2;0.0;2348679845000;7821;1.0;1.0;673.1;7.9;1.2;0.0
15h23m56s;;;1172.1;17.7;165;899;877;;;;84.80;161.5;2349717509000;7777;1.0;1.0;664.2;7.9;1.2;0.0;2349721337000;7762;1.0;1.0;673.2;7.9;1.2;0.0
15h23m57s;;;1171.8;17.7;167;906;881;;;;84.25;162.5;2350759009000;7777;1.0;1.0;669.2;7.9;1.2;0.0;2350762830000;7762;1.0;1.0;678.3;7.9;1.2;0.0
15h23m58s;;;1172.2;17.7;168;916;890;;;;83.70;163.6;2351800507000;7688;1.0;1.0;676.6;7.9;1.2;0.0;2351804323000;7673;1.0;1.0;685.7;7.9;1.2;0.0
