HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright
18h39m54s;48.35925;-4.55750;1041.9;12.4;;;;;;;68.30;19.0;3422525354000;41354;15.5;1.0;12.5;1.0;1.5;0.0
18h39m56s;48.35925;-4.55749;1043.2;12.2;;;;;;;68.30;20.5;3424025311000;41354;15.5;1.0;19.1;2.3;2.6;0.0
18h39m57s;48.35926;-4.55751;1044.6;12.1;;;;;;;68.85;21.5;3425066945000;41354;15.5;1.0;19.3;2.3;2.6;0.0
18h39m58s;48.35927;-4.55752;1048.0;12.0;;;;;;;68.30;22.6;3426108581000;41354;15.5;1.0;19.4;2.3;2.6;0.0
18h39m59s;48.35928;-4.55753;1072.3;11.9;;;;;;;69.95;23.6;3427150217000;41354;15.5;1.0;19.5;2.3;2.6;0.0
18h40m00s;48.35928;-4.55755;1099.7;11.8;;;;;;;69.95;24.6;3428191854000;41354;15.5;1.0;18.9;2.3;2.6;0.0
18h40m01s;48.35929;-4.55756;1097.4;11.7;;;;;;;68.30;25.7;3429233492000;41354;15.8;1.0;19.2;2.3;2.6;0.0
18h40m02s;;;1099.2;11.5;;;;;;;68.30;26.7;3430275127000;41354;11.8;1.0;21.2;2.3;2.6;0.0
18h40m03s;;;1104.9;11.5;;;;;;;69.40;27.8;3431316762000;41354;7.9;1.0;24.9;2.3;2.6;0.0
18h40m04s;;;1127.8;11.4;;;;;;;68.30;28.8;3432358398000;41354;6.9;1.0;27.0;2.3;2.6;0.0
18h40m05s;;;1134.3;11.3;;;;;;;69.95;29.9;3433400034000;41354;6.6;1.0;28.7;2.3;2.6;0.0
18h40m06s;;;1158.0;11.2;;;;;;;69.40;31.3;3434899990000;41354;6.0;1.0;30.6;3.2;2.9;0.0
18h40m08s;;;1161.3;11.1;;;;;;;69.40;32.4;3435941626000;41354;6.1;1.0;29.7;3.2;2.9;0.0
18h40m09s;;;1168.6;11.0;;;;;;;68.30;33.4;3436983263000;41354;6.7;1.0;27.5;3.2;2.9;0.0
18h40m10s;;;1166.1;11.0;;;;;;;69.95;34.5;3438024900000;41354;6.9;1.0;27.8;3.2;2.9;0.0
18h40m11s;;;1175.3;10.9;;;;;;;69.95;35.5;3439066535000;41354;6.3;1.0;30.6;3.2;2.9;0.0
18h40m12s;;;1186.4;10.9;;;;;;;69.95;36.6;3440108172000;41354;5.8;1.0;29.7;3.2;2.9;0.0
18h40m13s;;;1190.5;10.9;;;;;;;69.40;37.6;3441149807000;41354;5.3;1.0;25.2;3.2;2.9;0.0
18h40m14s;;;1192.0;10.8;;;;;;;69.95;38.7;3442191444000;41354;10.3;1.0;16.3;3.2;2.9;0.0
18h40m15s;;;1189.8;10.8;;;;;;;69.95;39.7;3443233079000;41354;7.1;1.0;25.9;3.2;2.9;0.0
18h40m16s;;;1190.5;10.7;;;;;;;70.50;40.7;3444274716000;41354;7.0;1.0;21.4;3.2;2.9;0.0
18h40m16s;;;1190.5;10.8;;;;;;;70.50;40.9;3444441379000;41354;7.3;1.0;20.9;3.2;2.9;0.0
18h40m17s;;;1189.8;10.7;;;;;;;71.60;41.9;3445483016000;41354;5.7;1.0;26.1;3.2;2.9;0.0
18h40m18s;;;1189.8;10.7;;;;;;;72.15;43.0;3446524650000;41354;6.5;1.0;23.4;3.2;2.9;0.0
18h40m19s;;;1190.6;10.6;;;;;;;70.50;44.0;3447566287000;41354;6.8;1.0;21.6;3.2;2.9;0.0
18h40m20s;;;1191.9;10.6;;;;;;;71.60;45.1;3448607923000;41354;13.1;1.0;13.1;3.2;2.9;0.0
18h40m21s;;;1191.8;10.6;;;;;;;71.60;46.1;3449649560000;41354;13.1;1.0;13.4;3.2;2.9;0.0
18h40m22s;;;1192.1;10.6;;;;;;;71.05;47.1;3450691197000;41354;13.0;1.0;13.7;3.2;2.9;0.0
18h40m23s;;;1191.6;10.6;;;;;;;71.60;48.2;3451732831000;41354;12.6;1.0;14.0;3.2;2.9;0.0
18h40m24s;;;1191.7;10.5;;;;;;;71.05;49.2;3452774467000;41354;12.5;1.0;14.2;3.2;2.9;0.0
18h40m25s;;;1191.7;10.5;;;;;;;71.60;50.3;3453816103000;41354;12.2;1.0;14.4;3.2;2.9;0.0
18h40m26s;;;1191.8;10.5;;;;;;;71.60;51.3;3454857739000;41354;12.2;1.0;14.1;2.8;2.8;0.0
18h40m27s;;;1191.8;10.5;;;;;;;71.60;52.3;3455899376000;41354;12.2;1.0;14.1;2.8;2.8;0.0
18h40m29s;;;1191.8;10.5;;;;;;;71.05;53.4;3456941012000;41354;12.5;1.0;13.8;2.8;2.8;0.0
18h40m30s;;;1191.4;10.5;;;;;;;71.05;54.4;3457982648000;41354;11.6;1.0;15.5;2.8;2.8;0.0
18h40m31s;;;1191.8;10.5;;;;;;;71.05;55.5;3459024285000;41354;10.3;1.0;17.7;2.8;2.8;0.0
18h40m32s;;;1191.9;10.5;;;;;;;71.05;56.5;3460065920000;41354;9.4;1.0;19.9;2.8;2.8;0.0
18h40m33s;;;1192.0;10.5;;;;;;;70.50;57.6;3461107556000;41354;8.4;1.0;21.9;2.8;2.8;0.0
18h40m34s;;;1191.9;10.5;;;;;;;70.50;58.6;3462149192000;41354;7.6;1.0;23.6;2.8;2.8;0.0
18h40m35s;;;1191.5;10.5;;;;;;;71.05;59.7;3463232494000;41354;7.1;1.0;24.9;2.8;2.8;0.0
18h40m36s;;;1192.0;10.5;;;;;;;71.05;60.7;3464274130000;41354;6.8;1.0;25.7;2.8;2.8;0.0
18h40m36s;;;1191.6;10.5;;;;;;;72.15;60.9;3464399129000;41354;6.7;1.0;25.8;2.8;2.8;0.0
18h40m37s;;;1191.7;10.5;;;;;;;71.05;61.9;3465440764000;41354;6.5;1.0;26.9;2.8;2.8;0.0
18h40m38s;;;1192.0;10.5;;;;;;;70.50;63.0;3466524071000;41354;6.5;1.0;28.0;2.8;2.8;0.0
18h40m39s;;;1191.8;10.5;;;;;;;69.95;64.0;3467565701000;41354;6.5;1.0;28.6;2.8;2.8;0.0
18h40m40s;;;1191.7;10.5;;;;;;;71.05;65.1;3468607338000;41354;6.5;1.0;29.1;2.8;2.8;0.0
18h40m41s;;;1191.6;10.5;;;;;;;72.15;66.1;3469648976000;41354;6.5;1.0;29.5;2.8;2.8;0.0
18h40m42s;;;1191.7;10.5;;;;;;;71.05;67.1;3470690612000;41354;6.5;1.0;29.9;2.8;2.8;0.0
18h40m43s;;;1191.7;10.5;;;;;;;70.50;68.2;3471732249000;41354;6.5;1.0;30.1;2.8;2.8;0.0
18h40m44s;;;1192.0;10.5;;;;;;;72.15;69.2;3472773885000;41354;6.5;1.0;30.3;2.8;2.8;0.0
18h40m45s;;;1191.8;10.5;;;;;;;72.70;70.3;3473815519000;41354;6.5;1.0;30.4;2.8;2.8;0.0
18h40m46s;;;1191.7;10.5;;;;;;;70.50;70.4;3473940516000;41354;6.5;1.0;30.4;2.8;2.8;0.0
18h40m47s;;;1192.0;10.5;;;;;;;70.50;71.4;3474982152000;41354;6.5;1.0;30.4;2.8;2.8;0.0
18h40m48s;;;1191.9;10.5;;;;;;;71.60;72.5;3476065453000;41354;6.5;1.0;30.5;2.8;2.8;0.0
18h40m49s;;;1191.4;10.5;;;;;;;72.15;73.5;3477107091000;41354;6.5;1.0;30.5;2.8;2.8;0.0
18h40m50s;;;1192.3;10.5;;;;;;;71.05;74.6;3478148726000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h40m51s;;;1191.9;10.5;;;;;;;72.70;75.6;3479190364000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h40m52s;;;1191.6;10.5;;;;;;;71.05;76.7;3480231998000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h40m53s;;;1192.0;10.5;;;;;;;72.15;77.7;3481273635000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h40m54s;;;1191.5;10.5;;;;;;;71.05;78.8;3482315271000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h40m55s;;;1191.8;10.5;;;;;;;71.05;79.8;3483356908000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h40m55s;;;1191.8;10.5;;;;;;;72.70;80.0;3483481906000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h40m56s;;;1192.1;10.5;;;;;;;71.05;81.0;3484565207000;41354;6.5;1.0;30.7;2.8;2.8;0.0
18h40m57s;;;1192.3;10.5;;;;;;;72.15;82.0;3485606842000;41354;6.5;1.0;30.7;2.8;2.8;0.0
18h40m58s;;;1191.8;10.5;;;;;;;71.05;83.1;3486648479000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h40m59s;;;1191.9;10.5;;;;;;;71.05;84.1;3487690116000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h41m00s;;;1191.6;10.5;;;;;;;72.70;85.2;3488731750000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h41m01s;;;1191.8;10.5;;;;;;;71.05;86.2;3489773387000;41354;6.5;1.0;30.6;2.8;2.8;0.0
18h41m02s;;;1192.0;10.5;;;;;;;72.15;87.3;3490815024000;41354;6.5;1.0;30.5;2.8;2.8;0.0
18h41m03s;;;1191.8;10.5;;;;;;;71.60;88.3;3491856659000;41354;6.5;1.0;30.5;2.8;2.8;0.0
18h41m04s;;;1192.0;10.5;;;;;;;71.05;89.4;3492898296000;41354;6.5;1.0;30.4;2.8;2.8;0.0
18h41m05s;;;1191.8;10.5;;;;;;;71.60;89.9;3493481615000;41354;6.5;1.0;30.8;3.0;2.9;0.0
18h41m06s;;;1192.2;10.5;;;;;;;72.15;91.0;3494523254000;41354;6.5;1.0;30.8;3.0;2.9;0.0
18h41m07s;;;1191.4;10.5;;;;;;;71.05;92.0;3495564887000;41354;6.5;1.0;30.7;3.0;2.9;0.0
18h41m08s;;;1191.7;10.5;;;;;;;72.15;93.1;3496606523000;41354;6.5;1.0;30.7;3.0;2.9;0.0
18h41m09s;;;1192.1;10.5;;;;;;;71.05;94.1;3497648161000;41354;6.5;1.0;30.6;3.0;2.9;0.0
18h41m10s;;;1192.0;10.5;;;;;;;73.25;95.2;3498731459000;41354;6.5;1.0;30.5;3.0;2.9;0.0
18h41m11s;;;1192.1;10.5;;;;;;;72.15;96.2;3499773096000;41354;6.5;1.0;30.4;3.0;2.9;0.0
18h41m12s;;;1191.6;10.5;;;;;;;71.60;97.3;3500814733000;41354;6.5;1.0;30.4;3.0;2.9;0.0
18h41m13s;;;1191.7;10.5;;;;;;;72.15;98.3;3501856368000;41354;6.5;1.0;30.3;3.0;2.9;0.0
18h41m14s;;;1191.8;10.5;;;;;;;72.70;99.4;3502898007000;41354;6.5;1.0;30.2;3.0;2.9;0.0
18h41m15s;;;1191.9;10.6;;;;;;;71.05;99.5;3503064668000;41354;6.5;1.0;30.2;3.0;2.9;0.0
18h41m16s;;;1191.8;10.5;;;;;;;73.25;100.5;3504106303000;41354;6.5;1.0;30.1;3.0;2.9;0.0
18h41m17s;;;1191.8;10.5;;;;;;;71.05;101.6;3505147940000;41354;6.5;1.0;30.1;3.0;2.9;0.0
18h41m18s;;;1192.3;10.5;;;;;;;72.70;102.6;3506189576000;41354;6.5;1.0;30.0;3.0;2.9;0.0
18h41m19s;;;1192.0;10.5;;;;;;;72.70;103.7;3507231212000;41354;6.5;1.0;30.1;3.0;2.9;0.0
18h41m20s;;;1191.4;10.5;;;;;;;71.05;104.7;3508272849000;41354;6.6;1.0;29.9;3.0;2.9;0.0
18h41m21s;;;1191.6;10.5;;;;;;;72.15;105.8;3509314486000;41354;6.6;1.0;29.8;3.0;2.9;0.0
18h41m22s;;;1191.7;10.5;;;;;;;72.15;106.8;3510356122000;41354;6.6;1.0;29.9;3.0;2.9;0.0
18h41m23s;;;1191.7;10.5;;;;;;;72.15;107.9;3511397759000;41354;6.6;1.0;30.0;3.0;2.9;0.0
18h41m24s;;;1192.0;10.5;;;;;;;72.15;108.9;3512439396000;41354;6.6;1.0;30.0;3.0;2.9;0.0
18h41m24s;;;1191.9;10.6;;;;;;;73.25;109.0;3512564393000;41354;6.6;1.0;30.0;3.0;2.9;0.0
18h41m25s;;;1191.9;10.5;;;;;;;72.70;110.1;3513647694000;41354;6.7;1.0;30.0;3.0;2.9;0.0
18h41m26s;;;1191.7;10.5;;;;;;;71.05;111.1;3514689330000;41354;6.7;1.0;30.0;3.0;2.9;0.0
18h41m27s;;;1191.4;10.5;;;;;;;72.70;112.2;3515730966000;41354;6.8;1.0;30.1;3.0;2.9;0.0
18h41m28s;;;1191.8;10.5;;;;;;;71.60;113.2;3516772602000;41354;6.8;1.0;30.2;3.0;2.9;0.0
18h41m29s;;;1191.7;10.5;;;;;;;72.15;114.3;3517814238000;41354;6.8;1.0;30.3;3.0;2.9;0.0
18h41m30s;;;1191.7;10.5;;;;;;;72.70;115.3;3518855875000;41354;6.8;1.0;30.1;3.0;2.9;0.0
18h41m31s;;;1191.6;10.5;;;;;;;73.25;116.4;3519897511000;41354;6.8;1.0;30.2;3.0;2.9;0.0
18h41m33s;;;1192.1;10.5;;;;;;;72.70;117.4;3520939147000;41354;6.8;1.0;30.3;3.0;2.9;0.0
18h41m34s;;;1191.5;10.5;;;;;;;72.70;118.4;3521980784000;41354;6.8;1.0;30.4;3.0;2.9;0.0
18h41m34s;;;1191.7;10.6;;;;;;;71.60;118.6;3522105782000;41354;6.8;1.0;30.4;3.0;2.9;0.0
18h41m35s;;;1191.6;10.6;;;;;;;71.60;119.6;3523147417000;41354;6.8;1.0;30.7;3.0;2.9;0.0
18h41m36s;;;1191.7;10.5;;;;;;;73.80;120.7;3524230718000;41354;6.8;1.0;30.8;3.0;2.9;0.0
18h41m37s;;;1191.9;10.6;;;;;;;71.60;121.7;3525272355000;41354;6.8;1.0;31.0;3.0;2.9;0.0
18h41m38s;;;1191.7;10.6;;;;;;;73.25;122.8;3526313991000;41354;6.8;1.0;31.1;3.0;2.9;0.0
18h41m39s;;;1192.1;10.6;;;;;;;70.50;123.8;3527355627000;41354;6.8;1.0;31.1;3.0;2.9;0.0
18h41m40s;;;1192.3;10.6;;;;;;;71.05;124.8;3528397264000;41354;6.8;1.0;31.2;3.0;2.9;0.0
18h41m41s;;;1191.7;10.6;;;;;;;73.25;125.9;3529438895000;41354;6.8;1.0;31.3;3.0;2.9;0.0
18h41m42s;;;1191.5;10.6;;;;;;;72.15;126.9;3530480540000;41354;6.8;1.0;31.3;3.0;2.9;0.0
18h41m43s;;;1191.8;10.6;;;;;;;72.15;128.0;3531522183000;41354;6.8;1.0;31.4;3.0;2.9;0.0
18h41m43s;;;1191.4;10.6;;;;;;;72.15;128.1;3531647174000;41354;6.8;1.0;31.4;3.0;2.9;0.0
18h41m44s;;;1192.0;10.6;;;;;;;72.15;129.2;3532688807000;41354;6.7;1.0;31.5;3.0;2.9;0.0
18h41m45s;;;1191.7;10.6;;;;;;;73.25;130.2;3533772108000;41354;6.6;1.0;31.6;3.0;2.9;0.0
18h41m46s;;;1191.8;10.6;;;;;;;72.15;131.3;3534813740000;41354;6.6;1.0;31.6;3.0;2.9;0.0
18h41m47s;;;1191.7;10.6;;;;;;;73.25;132.3;3535855381000;41354;6.6;1.0;31.6;3.0;2.9;0.0
18h41m48s;;;1191.5;10.6;;;;;;;71.60;133.3;3536897018000;41354;6.5;1.0;31.7;3.0;2.9;0.0
18h41m50s;;;1191.5;10.6;;;;;;;72.15;134.4;3537938654000;41354;6.5;1.0;31.8;3.0;2.9;0.0
18h41m51s;;;1191.3;10.6;;;;;;;71.05;135.4;3538980293000;41354;6.5;1.0;31.8;3.0;2.9;0.0
18h41m52s;;;1191.8;10.6;;;;;;;72.15;136.5;3540021927000;41354;6.4;1.0;31.8;3.0;2.9;0.0
18h41m53s;;;1192.0;10.6;;;;;;;72.15;137.5;3541063565000;41354;6.4;1.0;31.7;3.0;2.9;0.0
18h41m53s;;;1191.9;10.6;;;;;;;73.80;137.7;3541188562000;41354;6.4;1.0;31.7;3.0;2.9;0.0
18h41m54s;;;1192.1;10.6;;;;;;;72.15;138.7;3542230198000;41354;6.4;1.0;31.8;3.0;2.9;0.0
18h41m55s;;;1191.6;10.6;;;;;;;72.70;139.8;3543313498000;41354;6.4;1.0;31.8;3.0;2.9;0.0
18h41m56s;;;1191.7;10.6;;;;;;;72.15;140.8;3544355134000;41354;6.4;1.0;32.0;3.0;2.9;0.0
18h41m57s;;;1191.8;10.6;;;;;;;71.60;141.8;3545396772000;41354;6.4;1.0;32.0;3.0;2.9;0.0
18h41m58s;;;1192.2;10.6;;;;;;;72.70;142.9;3546438408000;41354;6.4;1.0;32.0;3.0;2.9;0.0
18h41m59s;;;1191.8;10.6;;;;;;;73.25;143.9;3547480047000;41354;6.4;1.0;32.0;3.0;2.9;0.0
18h42m00s;;;1191.9;10.6;;;;;;;72.70;145.0;3548521687000;41354;6.4;1.0;32.1;3.0;2.9;0.0
18h42m01s;;;1191.6;10.6;;;;;;;73.25;146.0;3549563319000;41354;6.4;1.0;32.2;3.0;2.9;0.0
18h42m02s;;;1192.3;10.6;;;;;;;72.70;147.1;3550604954000;41354;6.4;1.0;32.2;3.0;2.9;0.0
18h42m02s;;;1192.1;10.6;;;;;;;72.70;147.2;3550771618000;41354;6.4;1.0;32.2;3.0;2.9;0.0
18h42m03s;;;1191.5;10.6;;;;;;;72.70;148.3;3551813253000;41354;6.4;1.0;32.2;3.0;2.9;0.0
18h42m04s;;;1191.7;10.6;;;;;;;72.70;149.3;3552854889000;41354;6.4;1.0;32.3;3.0;2.9;0.0
18h42m05s;;;1191.9;10.6;;;;;;;72.70;150.3;3553896525000;41354;6.3;1.0;32.3;3.0;2.9;0.0
18h42m07s;;;1191.8;10.6;;;;;;;73.25;151.4;3554938160000;41354;6.3;1.0;32.4;3.0;2.9;0.0
18h42m08s;;;1191.5;10.6;;;;;;;72.70;152.4;3555979798000;41354;6.3;1.0;32.5;3.0;2.9;0.0
18h42m09s;;;1192.1;10.6;;;;;;;72.70;153.5;3557021435000;41354;6.2;1.0;32.5;3.0;2.9;0.0
18h42m10s;;;1191.4;10.6;;;;;;;72.70;154.5;3558063071000;41354;6.2;1.0;32.5;3.0;2.9;0.0
18h42m11s;;;1191.3;10.6;;;;;;;73.25;155.6;3559104707000;41354;6.2;1.0;32.5;3.0;2.9;0.0
18h42m12s;;;1191.5;10.6;;;;;;;73.25;156.6;3560146344000;41354;6.2;1.0;32.5;3.0;2.9;0.0
18h42m12s;;;1191.5;10.6;;;;;;;72.70;156.7;3560271341000;41354;6.2;1.0;32.5;3.0;2.9;0.0
18h42m13s;;;1191.8;10.6;;;;;;;73.25;157.8;3561354641000;41354;6.2;1.0;32.5;3.0;2.9;0.0
18h42m14s;;;1191.7;10.6;;;;;;;71.05;158.8;3562396278000;41354;6.2;1.0;32.5;3.0;2.9;0.0
18h42m15s;;;1191.7;10.6;;;;;;;72.70;159.9;3563437914000;41354;6.2;1.0;32.6;3.0;2.9;0.0
18h42m16s;;;1191.9;10.6;;;;;;;72.15;160.9;3564479555000;41354;6.2;1.0;32.6;3.0;2.9;0.0
18h42m17s;;;1191.8;10.6;;;;;;;72.70;162.0;3565521195000;41354;6.2;1.0;32.6;3.0;2.9;0.0
18h42m18s;;;1191.8;10.6;;;;;;;72.70;163.0;3566562825000;41354;6.2;1.0;32.6;3.0;2.9;0.0
18h42m19s;;;1192.2;10.6;;;;;;;72.15;164.1;3567604462000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m20s;;;1192.1;10.6;;;;;;;71.60;165.1;3568646100000;41354;6.2;1.0;32.6;3.0;2.9;0.0
18h42m21s;;;1192.0;10.6;;;;;;;72.15;166.1;3569687736000;41354;6.2;1.0;32.6;3.0;2.9;0.0
18h42m21s;;;1191.7;10.6;;;;;;;73.25;166.3;3569812732000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m22s;;;1191.6;10.6;;;;;;;72.70;167.3;3570896033000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m24s;;;1191.7;10.6;;;;;;;72.70;168.4;3571937668000;41354;6.2;1.0;32.6;3.0;2.9;0.0
18h42m25s;;;1191.8;10.6;;;;;;;72.70;169.4;3572979305000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m26s;;;1191.8;10.6;;;;;;;72.70;170.5;3574020941000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m27s;;;1191.7;10.6;;;;;;;73.25;171.5;3575062577000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m28s;;;1191.8;10.6;;;;;;;72.70;172.6;3576104214000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m29s;;;1191.4;10.6;;;;;;;73.25;173.6;3577145850000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m30s;;;1192.0;10.6;;;;;;;72.70;174.6;3578187486000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m31s;;;1191.7;10.6;;;;;;;72.15;175.7;3579229124000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m31s;;;1191.7;10.6;;;;;;;73.25;175.8;3579354121000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m32s;;;1191.6;10.6;;;;;;;72.70;176.9;3580437423000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m33s;;;1191.4;10.6;;;;;;;73.80;177.9;3581479055000;41354;6.2;1.0;32.7;3.0;2.9;0.0
18h42m34s;;;1192.0;10.6;;;;;;;71.60;179.0;3582520696000;41354;6.2;1.0;32.6;3.0;2.9;0.0
18h42m35s;;;1191.8;10.6;;;;;;;73.25;180.0;3583562332000;41354;6.2;1.0;32.5;3.0;2.9;0.0
18h42m36s;;;1191.6;10.6;;;;;;;73.25;181.1;3584603969000;41354;6.2;1.0;32.4;3.0;2.9;0.0
18h42m37s;;;1191.7;10.6;;;;;;;72.70;182.1;3585645606000;41354;6.2;1.0;32.4;3.0;2.9;0.0
18h42m38s;;;1192.1;10.6;;;;;;;72.70;183.1;3586687241000;41354;6.2;1.0;32.3;3.0;2.9;0.0
18h42m39s;;;1191.5;10.6;;;;;;;73.25;184.2;3587728879000;41354;6.2;1.0;32.2;3.0;2.9;0.0
18h42m40s;;;1191.9;10.6;;;;;;;73.25;185.2;3588770515000;41354;6.2;1.0;32.1;3.0;2.9;0.0
18h42m40s;;;1191.9;10.6;;;;;;;72.70;185.4;3588895512000;41354;6.2;1.0;32.1;3.0;2.9;0.0
18h42m42s;;;1191.2;10.6;;;;;;;71.60;186.4;3589937146000;41354;6.2;1.0;31.8;3.0;2.9;0.0
18h42m43s;;;1191.4;10.6;;;;;;;72.15;187.5;3591020449000;41354;6.3;1.0;31.6;3.0;2.9;0.0
18h42m44s;;;1191.9;10.6;;;;;;;72.15;188.5;3592062085000;41354;6.4;1.0;31.4;3.0;2.9;0.0
18h42m45s;;;1191.9;10.6;;;;;;;72.70;189.5;3593103722000;41354;6.6;1.0;31.2;3.0;2.9;0.0
18h42m46s;;;1191.7;10.6;;;;;;;72.70;190.6;3594145357000;41354;6.6;1.0;31.1;3.0;2.9;0.0
18h42m47s;;;1191.6;10.6;;;;;;;73.25;191.6;3595186994000;41354;6.6;1.0;31.2;3.0;2.9;0.0
18h42m48s;;;1191.8;10.6;;;;;;;74.35;192.7;3596228631000;41354;6.6;1.0;31.1;3.0;2.9;0.0
18h42m49s;;;1191.6;10.6;;;;;;;74.35;193.7;3597270268000;41354;6.7;1.0;31.0;3.0;2.9;0.0
18h42m50s;;;1191.8;10.6;;;;;;;74.35;194.8;3598311903000;41354;6.8;1.0;30.8;3.0;2.9;0.0
18h42m50s;;;1191.7;10.6;;;;;;;75.45;194.9;3598436901000;41354;6.8;1.0;30.7;3.0;2.9;0.0
18h42m51s;;;1191.7;10.6;;;;;;;74.35;195.9;3599478542000;41354;6.8;1.0;30.5;3.0;2.9;0.0
18h42m52s;;;1192.2;10.6;;;;;;;73.80;197.0;3600561840000;41354;6.8;1.0;30.4;3.0;2.9;0.0
18h42m53s;;;1192.0;10.6;;;;;;;72.70;198.0;3601603477000;41354;6.8;1.0;30.6;3.0;2.9;0.0
18h42m54s;;;1191.8;10.6;;;;;;;73.80;199.1;3602645111000;41354;6.8;1.0;30.6;3.0;2.9;0.0
18h42m55s;;;1192.0;10.6;;;;;;;73.25;200.1;3603686749000;41354;6.8;1.0;30.4;3.0;2.9;0.0
18h42m56s;;;1192.0;10.6;;;;;;;73.80;201.2;3604728384000;41354;6.8;1.0;30.4;3.0;2.9;0.0
18h42m57s;;;1191.9;10.6;;;;;;;73.80;202.2;3605770024000;41354;6.8;1.0;30.2;3.0;2.9;0.0
