HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright
17h03m42s;;;1189.9;10.7;;;;;;;63.90;59.8;2209849074000;41354;10.7;1.0;18.6;2.5;2.9;0.0
17h03m42s;;;1190.1;10.7;;;;;;;65.00;60.4;2210432391000;41354;10.7;1.0;19.2;2.7;3.0;0.0
17h03m43s;;;1190.4;10.6;;;;;;;63.90;61.5;2211515689000;41354;10.6;1.0;19.4;2.7;3.0;0.0
17h03m44s;;;1190.1;10.6;;;;;;;64.45;62.5;2212557324000;41354;10.6;1.0;19.6;2.7;3.0;0.0
17h03m45s;;;1190.7;10.6;;;;;;;63.90;63.6;2213598959000;41354;10.6;1.0;19.7;2.7;3.0;0.0
17h03m46s;;;1190.3;10.6;;;;;;;62.80;64.6;2214640594000;41354;10.6;1.0;19.8;2.7;3.0;0.0
17h03m48s;;;1190.3;10.6;;;;;;;63.90;65.7;2215682228000;41354;10.6;1.0;19.7;2.7;3.0;0.0
17h03m49s;;;1190.4;10.6;;;;;;;63.90;66.7;2216723865000;41354;10.8;1.0;19.5;2.7;3.0;0.0
17h03m50s;;;1190.4;10.6;;;;;;;65.00;67.7;2217765500000;41354;10.9;1.0;19.2;2.7;3.0;0.0
17h03m51s;;;1190.3;10.6;;;;;;;65.55;68.8;2218807136000;41354;11.1;1.0;19.2;2.7;3.0;0.0
17h03m52s;;;1190.7;10.6;;;;;;;63.90;69.8;2219848771000;41354;11.3;1.0;19.1;2.7;3.0;0.0
17h03m52s;;;1190.6;10.6;;;;;;;63.90;70.4;2220432091000;41354;11.3;1.0;19.5;2.9;3.1;0.0
17h03m53s;;;1190.1;10.6;;;;;;;65.00;71.5;2221473722000;41354;11.4;1.0;19.6;2.9;3.1;0.0
17h03m54s;;;1190.0;10.6;;;;;;;65.00;72.5;2222515357000;41354;11.3;1.0;19.7;2.9;3.1;0.0
17h03m55s;;;1190.3;10.6;;;;;;;64.45;73.6;2223598657000;41354;11.4;1.0;19.8;2.9;3.1;0.0
17h03m56s;;;1189.7;10.6;;;;;;;63.90;74.6;2224640293000;41354;11.1;1.0;19.9;2.9;3.1;0.0
17h03m58s;;;1190.3;10.6;;;;;;;65.55;75.7;2225681925000;41354;10.9;1.0;20.0;2.9;3.1;0.0
17h03m59s;;;1189.9;10.6;;;;;;;65.00;76.7;2226723562000;41354;10.8;1.0;19.9;2.9;3.1;0.0
17h04m00s;;;1190.3;10.6;;;;;;;64.45;77.7;2227765196000;41354;10.8;1.0;19.9;2.9;3.1;0.0
17h04m01s;;;1190.3;10.6;;;;;;;64.45;78.8;2228806831000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m02s;;;1190.5;10.6;;;;;;;64.45;79.8;2229848467000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m02s;;;1190.2;10.7;;;;;;;65.00;80.0;2230015129000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m03s;;;1190.3;10.6;;;;;;;63.90;81.0;2231056762000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m04s;;;1190.4;10.6;;;;;;;64.45;82.1;2232098397000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m05s;;;1190.3;10.6;;;;;;;64.45;83.1;2233140033000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m06s;;;1190.1;10.6;;;;;;;65.55;84.2;2234181667000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m07s;;;1190.2;10.6;;;;;;;64.45;85.2;2235223303000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m08s;;;1190.4;10.6;;;;;;;64.45;86.2;2236264938000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m09s;;;1190.6;10.6;;;;;;;64.45;87.3;2237306573000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m10s;;;1190.0;10.6;;;;;;;66.65;88.3;2238348208000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m11s;;;1189.9;10.6;;;;;;;64.45;89.4;2239389843000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m11s;;;1190.4;10.7;;;;;;;63.90;89.5;2239514840000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m12s;;;1190.3;10.6;;;;;;;63.90;90.6;2240556477000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m13s;;;1190.4;10.6;;;;;;;65.55;91.6;2241639775000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m15s;;;1190.5;10.6;;;;;;;65.00;92.7;2242681409000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m16s;;;1190.2;10.6;;;;;;;64.45;93.7;2243723044000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m17s;;;1190.5;10.6;;;;;;;64.45;94.7;2244764679000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m18s;;;1190.2;10.6;;;;;;;65.55;95.8;2245806315000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m19s;;;1190.2;10.6;;;;;;;64.45;96.8;2246847950000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m20s;;;1190.0;10.6;;;;;;;66.10;97.9;2247889587000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m21s;;;1190.3;10.6;;;;;;;65.00;98.9;2248931216000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m23s;;;1190.1;10.6;;;;;;;66.10;100.7;2250681169000;41354;10.8;1.0;20.1;2.9;3.1;0.0
17h04m24s;;;1189.9;10.6;;;;;;;65.55;101.7;2251722804000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m25s;;;1190.2;10.6;;;;;;;64.45;102.8;2252764440000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m26s;;;1190.1;10.6;;;;;;;66.10;103.8;2253847738000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m27s;;;1190.4;10.6;;;;;;;65.00;104.9;2254889373000;41354;10.8;1.0;20.0;2.9;3.1;0.0
17h04m28s;;;1190.1;10.6;;;;;;;66.65;105.9;2255931009000;41354;10.8;1.0;19.9;2.9;3.1;0.0
17h04m29s;;;1190.3;10.6;;;;;;;65.00;107.0;2256972643000;41354;10.8;1.0;19.8;2.9;3.1;0.0
17h04m30s;;;1190.2;10.6;;;;;;;65.55;108.0;2258014278000;41354;10.8;1.0;19.8;2.9;3.1;0.0
17h04m31s;;;1190.1;10.6;;;;;;;65.55;109.0;2259055915000;41354;10.8;1.0;19.8;2.9;3.1;0.0
17h04m32s;;;1190.4;10.6;;;;;;;64.45;110.1;2260097548000;41354;10.8;1.0;19.7;2.9;3.1;0.0
17h04m32s;;;1190.1;10.7;;;;;;;64.45;110.2;2260222545000;41354;10.8;1.0;19.7;2.9;3.1;0.0
17h04m33s;;;1189.9;10.6;;;;;;;64.45;111.3;2261264180000;41354;10.8;1.0;19.7;2.9;3.1;0.0
17h04m34s;;;1190.1;10.6;;;;;;;65.55;112.3;2262347482000;41354;10.8;1.0;19.6;2.9;3.1;0.0
17h04m35s;;;1189.9;10.6;;;;;;;65.00;113.4;2263389116000;41354;10.8;1.0;19.6;2.9;3.1;0.0
17h04m36s;;;1189.9;10.6;;;;;;;65.00;114.4;2264430759000;41354;10.9;1.0;19.5;2.9;3.1;0.0
17h04m37s;;;1190.5;10.6;;;;;;;66.10;115.5;2265472387000;41354;11.1;1.0;19.4;2.9;3.1;0.0
17h04m38s;;;1190.3;10.6;;;;;;;66.10;116.5;2266514022000;41354;11.1;1.0;19.3;2.9;3.1;0.0
17h04m39s;;;1190.1;10.6;;;;;;;66.10;117.5;2267555658000;41354;11.1;1.0;19.2;2.9;3.1;0.0
17h04m40s;;;1190.8;10.6;;;;;;;66.10;118.6;2268597293000;41354;11.1;1.0;19.1;2.9;3.1;0.0
17h04m42s;;;1190.1;10.6;;;;;;;65.55;119.6;2269638926000;41354;11.1;1.0;19.1;2.9;3.1;0.0
17h04m42s;;;1189.8;10.7;;;;;;;65.55;119.8;2269763925000;41354;11.1;1.0;19.1;2.9;3.1;0.0
17h04m43s;;;1190.5;10.6;;;;;;;64.45;120.8;2270805558000;41354;11.1;1.0;19.1;2.9;3.1;0.0
17h04m44s;;;1190.3;10.6;;;;;;;65.00;121.9;2271888857000;41354;11.3;1.0;19.1;2.9;3.1;0.0
17h04m45s;;;1190.0;10.6;;;;;;;66.65;122.9;2272930493000;41354;11.3;1.0;19.1;2.9;3.1;0.0
17h04m46s;;;1190.6;10.6;;;;;;;65.55;124.0;2273972128000;41354;11.3;1.0;19.1;2.9;3.1;0.0
17h04m47s;;;1190.2;10.6;;;;;;;65.55;125.0;2275013765000;41354;11.3;1.0;19.1;2.9;3.1;0.0
17h04m48s;;;1190.2;10.6;;;;;;;66.10;126.0;2276055399000;41354;11.3;1.0;19.0;2.9;3.1;0.0
17h04m49s;;;1190.4;10.6;;;;;;;66.65;127.1;2277097033000;41354;11.3;1.0;19.0;2.9;3.1;0.0
17h04m50s;;;1190.3;10.6;;;;;;;67.20;128.1;2278138668000;41354;11.5;1.0;19.0;2.9;3.1;0.0
17h04m51s;;;1190.1;10.6;;;;;;;66.10;129.2;2279180305000;41354;11.8;1.0;18.9;2.9;3.1;0.0
17h04m51s;;;1190.0;10.7;;;;;;;66.65;129.3;2279305300000;41354;11.8;1.0;18.9;2.9;3.1;0.0
17h04m52s;;;1190.1;10.7;;;;;;;66.65;130.3;2280346936000;41354;11.9;1.0;18.8;2.9;3.1;0.0
17h04m53s;;;1190.0;10.6;;;;;;;65.55;131.4;2281388571000;41354;12.0;1.0;18.7;2.9;3.1;0.0
17h04m54s;;;1190.1;10.7;;;;;;;66.10;132.4;2282471872000;41354;12.0;1.0;18.6;2.9;3.1;0.0
17h04m55s;;;1190.1;10.7;;;;;;;66.65;133.5;2283513505000;41354;12.0;1.0;18.4;2.9;3.1;0.0
17h04m56s;;;1189.7;10.7;;;;;;;66.10;134.5;2284555140000;41354;12.0;1.0;18.3;2.9;3.1;0.0
17h04m57s;;;1190.4;10.7;;;;;;;66.10;135.6;2285596776000;41354;12.0;1.0;18.3;2.9;3.1;0.0
17h04m58s;;;1189.8;10.7;;;;;;;66.65;136.6;2286638410000;41354;11.9;1.0;18.3;2.9;3.1;0.0
17h05m00s;;;1190.2;10.7;;;;;;;66.65;137.7;2287680047000;41354;11.9;1.0;18.3;2.9;3.1;0.0
17h05m01s;;;1189.8;10.7;;;;;;;66.10;138.7;2288721683000;41354;11.8;1.0;18.5;2.9;3.1;0.0
17h05m01s;;;1190.1;10.7;;;;;;;67.75;138.8;2288846679000;41354;11.8;1.0;18.5;2.9;3.1;0.0
17h05m02s;;;1189.7;10.7;;;;;;;67.75;139.9;2289888313000;41354;11.8;1.0;18.6;2.9;3.1;0.0
17h05m03s;;;1190.0;10.7;;;;;;;66.10;140.9;2290929948000;41354;11.8;1.0;18.7;2.9;3.1;0.0
17h05m04s;;;1190.4;10.7;;;;;;;66.65;142.0;2292013248000;41354;11.6;1.0;18.8;2.9;3.1;0.0
17h05m05s;;;1189.8;10.7;;;;;;;67.75;143.0;2293054884000;41354;11.6;1.0;18.9;2.9;3.1;0.0
17h05m06s;;;1190.2;10.7;;;;;;;67.75;144.1;2294096518000;41354;11.6;1.0;18.9;2.9;3.1;0.0
17h05m07s;;;1190.2;10.7;;;;;;;66.65;145.1;2295138162000;41354;11.5;1.0;19.0;2.9;3.1;0.0
17h05m08s;;;1189.8;10.7;;;;;;;66.10;146.2;2296179788000;41354;11.5;1.0;19.0;2.9;3.1;0.0
17h05m09s;;;1190.0;10.7;;;;;;;66.65;147.2;2297221425000;41354;11.5;1.0;19.0;2.9;3.1;0.0
17h05m10s;;;1189.5;10.7;;;;;;;66.65;148.3;2298263060000;41354;11.5;1.0;19.1;2.9;3.1;0.0
17h05m10s;;;1189.9;10.7;;;;;;;67.75;148.4;2298429736000;41354;11.5;1.0;19.1;2.9;3.1;0.0
17h05m11s;;;1190.0;10.7;;;;;;;66.10;149.4;2299471356000;41354;11.5;1.0;19.0;2.9;3.1;0.0
17h05m12s;;;1190.7;10.7;;;;;;;66.65;150.5;2300512992000;41354;11.5;1.0;18.9;2.9;3.1;0.0
17h05m13s;;;1190.5;10.7;;;;;;;67.20;151.5;2301554627000;41354;11.5;1.0;18.9;2.9;3.1;0.0
17h05m14s;;;1189.8;10.7;;;;;;;67.20;152.6;2302596261000;41354;11.5;1.0;19.2;2.9;3.1;0.0
17h05m15s;;;1190.2;10.7;;;;;;;66.65;153.6;2303637898000;41354;11.5;1.0;19.0;2.9;3.1;0.0
17h05m17s;;;1190.4;10.7;;;;;;;66.10;154.7;2304679532000;41354;11.5;1.0;18.4;2.9;3.1;0.0
17h05m18s;;;1190.5;10.7;;;;;;;65.55;155.7;2305721168000;41354;11.5;1.0;18.3;2.9;3.1;0.0
17h05m19s;;;1190.2;10.7;;;;;;;66.65;156.8;2306762804000;41354;11.5;1.0;18.3;2.9;3.1;0.0
17h05m20s;;;1189.8;10.7;;;;;;;67.20;157.8;2307804438000;41354;11.5;1.0;16.9;2.9;3.1;0.0
17h05m20s;;;1190.1;10.7;;;;;;;67.75;157.9;2307929434000;41354;11.5;1.0;16.6;2.9;3.1;0.0
17h05m21s;;;1190.0;10.7;;;;;;;66.65;159.0;2308971069000;41354;11.5;1.0;15.9;2.9;3.1;0.0
17h05m22s;;;1190.3;10.7;;;;;;;67.75;160.0;2310054369000;41354;11.5;1.0;14.5;2.9;3.1;0.0
17h05m23s;;;1190.3;10.7;;;;;;;66.65;161.1;2311096005000;41354;12.3;1.0;13.5;2.9;3.1;0.0
17h05m24s;;;1190.0;10.7;;;;;;;68.30;162.1;2312137638000;41354;13.7;1.0;12.1;2.9;3.1;0.0
17h05m25s;;;1190.0;10.7;;;;;;;66.65;163.2;2313179274000;41354;12.3;1.0;14.4;2.9;3.1;0.0
17h05m26s;;;1190.3;10.7;;;;;;;67.20;164.2;2314220909000;41354;14.0;1.0;11.5;2.9;3.1;0.0
17h05m27s;;;1189.7;10.7;;;;;;;67.75;165.2;2315262544000;41354;15.8;1.0;5.4;2.9;3.1;0.0
17h05m28s;;;1190.3;10.7;;;;;;;67.20;166.3;2316304179000;41354;15.8;1.0;5.3;2.9;3.1;0.0
17h05m29s;;;1189.9;10.7;;;;;;;67.75;167.3;2317345815000;41354;15.8;1.0;10.2;2.9;3.1;0.0
17h05m29s;;;1189.3;10.7;;;;;;;67.75;167.5;2317512478000;41354;15.8;1.0;11.5;2.9;3.1;0.0
17h05m30s;;;1170.6;10.7;;;;;;;68.30;168.5;2318554112000;41354;11.3;1.0;18.5;2.9;3.1;0.0
17h05m31s;;;1134.3;10.6;;;;;;;67.75;169.6;2319595746000;41354;11.4;1.0;17.9;2.9;3.1;0.0
17h05m32s;;;1087.3;10.6;;;;;;;67.20;170.6;2320637381000;41354;9.9;1.0;21.9;2.9;3.1;0.0
17h05m34s;;;1031.9;10.5;;;;;;;68.30;171.7;2321679017000;41354;8.5;1.0;85.8;2.9;3.1;0.0
17h05m35s;;;1031.7;10.5;;;;;;;67.20;172.7;2322720654000;16513;1.5;1.0;294.1;2.9;3.1;0.0
17h05m36s;;;1031.6;10.5;;;;;;;68.30;173.8;2323762288000;14848;1.5;1.0;278.3;2.9;3.1;0.0
17h05m37s;;;1031.1;10.5;;;;;;;68.30;174.8;2324803923000;21905;1.5;1.0;196.2;2.9;3.1;0.0
17h05m38s;;;1031.3;10.5;;;;;;;68.30;175.8;2325845559000;9992;1.5;1.0;462.8;2.9;3.1;0.0
17h05m39s;;;1031.6;10.5;;;;;;;67.20;176.9;2326887194000;28426;1.5;1.0;67.4;2.9;3.1;0.0
17h05m40s;;;1031.3;10.5;;;;;;;67.75;178.4;2328428814000;41354;3.5;1.0;35.1;1.1;1.6;0.0
17h05m41s;;;1031.4;10.5;;;;;;;67.75;179.4;2329470448000;41354;3.6;1.0;35.0;1.1;1.6;0.0
17h05m42s;;;1031.8;10.5;;;;;;;68.30;180.5;2330512084000;41354;4.1;1.0;32.3;1.1;1.6;0.0
17h05m43s;;;1031.4;10.5;;;;;;;66.65;181.5;2331553719000;41354;8.1;1.0;0.1;1.1;1.6;0.0
17h05m44s;;;1031.2;10.5;;;;;;;68.30;182.6;2332595357000;41354;15.8;1.0;0.0;1.1;1.6;0.0
17h05m45s;;;1031.7;10.5;;;;;;;68.85;183.6;2333636991000;41354;4.2;1.0;32.0;1.1;1.6;0.0
17h05m47s;;;1031.5;10.5;;;;;;;67.20;184.7;2334678625000;41354;14.2;1.0;0.4;1.1;1.6;0.0
17h05m48s;;;1031.5;10.5;;;;;;;68.30;185.7;2335720260000;41354;15.5;1.0;0.1;1.1;1.6;0.0
17h05m49s;;;1031.7;10.6;;;;;;;68.85;186.8;2336761895000;41354;15.5;1.0;0.1;1.1;1.6;0.0
17h05m50s;;;1031.8;10.6;;;;;;;67.75;187.8;2337803531000;41354;15.5;1.0;27.8;1.1;1.6;0.0
17h05m50s;;;1031.1;10.6;;;;;;;69.40;187.9;2337970193000;41354;4.6;2.5;32.9;1.1;1.6;0.0
17h05m51s;;;1030.3;10.6;;;;;;;68.85;189.0;2339011828000;41354;3.8;1.0;33.2;1.1;1.6;0.0
17h05m52s;;;1030.8;10.6;;;;;;;67.20;190.0;2340053461000;41354;3.8;1.0;33.6;1.1;1.6;0.0
17h05m53s;;;1031.2;10.6;;;;;;;68.30;191.1;2341095096000;41354;3.8;1.0;33.6;1.1;1.6;0.0
17h05m54s;;;1031.1;10.6;;;;;;;66.65;192.1;2342136733000;41354;3.8;1.0;34.0;1.1;1.6;0.0
17h05m55s;;;1031.3;10.6;;;;;;;68.85;193.2;2343178369000;41354;3.6;1.0;35.8;1.1;1.6;0.0
17h05m56s;;;1030.7;10.6;;;;;;;68.30;194.2;2344220003000;41354;3.6;1.0;35.9;1.1;1.6;0.0
17h05m57s;;;1031.3;10.6;;;;;;;67.75;195.3;2345261638000;41354;3.6;1.0;35.6;1.1;1.6;0.0
17h05m58s;;;1031.6;10.6;;;;;;;67.20;196.3;2346303273000;41354;3.6;1.0;35.2;1.1;1.6;0.0
17h05m59s;;;1030.9;10.6;;;;;;;68.30;197.3;2347344908000;41354;3.4;1.0;35.0;1.1;1.6;0.0
17h05m59s;;;1031.3;10.7;;;;;;;67.20;197.5;2347469906000;41354;3.4;1.0;34.9;1.1;1.6;0.0
17h06m00s;;;1031.2;10.6;;;;;;;68.30;198.5;2348553205000;41354;3.3;1.0;35.6;1.1;1.6;0.0
17h06m01s;;;1031.2;10.7;;;;;;;66.10;199.6;2349594840000;41354;3.3;1.0;38.3;1.1;1.6;0.0
17h06m02s;;;1031.4;10.7;;;;;;;69.40;200.6;2350636475000;41354;3.4;1.0;38.9;1.1;1.6;0.0
17h06m04s;;;1031.5;10.7;;;;;;;68.30;201.7;2351678112000;41354;3.6;1.0;33.4;1.1;1.6;0.0
17h06m05s;;;1031.1;10.7;;;;;;;67.75;202.7;2352719748000;41354;3.6;1.0;33.7;1.1;1.6;0.0
17h06m06s;;;1031.3;10.7;;;;;;;67.20;203.7;2353761383000;41354;3.6;1.0;33.6;1.1;1.6;0.0
17h06m07s;;;1031.2;10.7;;;;;;;68.85;204.8;2354803018000;41354;3.6;1.0;33.3;1.1;1.6;0.0
17h06m08s;;;1031.1;10.7;;;;;;;68.30;205.8;2355844654000;41354;3.6;1.0;33.3;1.1;1.6;0.0
17h06m09s;;;1031.4;10.7;;;;;;;67.20;206.9;2356886289000;41354;3.6;1.0;33.3;1.1;1.6;0.0
17h06m09s;;;1031.1;10.8;;;;;;;68.30;207.0;2357011288000;41354;3.6;1.0;33.3;1.1;1.6;0.0
17h06m10s;;;1031.2;10.7;;;;;;;66.65;208.1;2358094584000;41354;3.6;1.0;33.3;1.1;1.6;0.0
