HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright;TStamp2;ExpTime2;AnG2;DiG2;Lux2;RedG2;BlueG2;Bright2
14h47m48s;;;1004.2;19.7;643;823;451;;;;50.15;10.5;182110527000;1836;1.0;1.0;1652.0;0.8;1.6;0.0;182129978000;3451;1.0;1.0;1500.6;0.8;1.6;0.0
14h47m49s;;;1004.4;19.7;643;808;451;;;;49.60;11.5;183193666000;2103;1.0;1.0;1556.6;0.8;1.6;0.0;183171461000;3421;1.0;1.0;1522.0;0.8;1.6;0.0
14h47m50s;;;1004.8;19.7;619;782;437;;;;50.70;12.6;184235162000;2280;1.0;1.0;1387.5;0.8;1.6;0.0;184212946000;3955;1.0;1.0;1438.1;0.8;1.6;0.0
14h47m51s;;;1004.3;19.7;615;777;432;;;;50.70;13.6;185276652000;2206;1.0;1.0;1519.1;0.8;1.6;0.0;185254430000;3999;1.0;1.0;1417.9;0.8;1.6;0.0
14h47m52s;;;1004.1;19.7;625;711;418;;;;52.35;14.7;186318145000;2251;1.0;1.0;1538.5;0.8;1.6;0.0;186337572000;4103;1.0;1.0;1455.5;0.8;1.6;0.0
14h47m53s;;;1004.7;19.7;670;825;449;;;;51.80;15.7;187359638000;1614;1.0;1.0;1771.2;0.8;1.6;0.0;187379058000;888;1.0;2.5;1743.8;0.8;1.6;0.0
14h47m54s;;;1004.4;19.7;722;938;514;;;;51.80;16.8;188401131000;1480;1.0;1.0;1793.4;0.8;1.6;0.0;188420538000;1792;1.0;1.0;1873.0;0.8;1.6;0.0
14h47m55s;;;1004.3;19.7;634;823;448;;;;52.35;17.8;189484282000;1910;1.0;1.0;1960.3;0.8;1.6;0.0;189462020000;2399;1.0;1.0;1620.0;0.8;1.6;0.0
14h47m56s;;;1004.3;19.7;1134;1763;877;;;;52.35;18.9;190525773000;1229;1.0;1.0;2739.9;0.8;1.6;0.0;190503508000;1273;1.0;1.0;2715.3;0.8;1.6;0.0
14h47m57s;;;1004.3;19.7;1491;1823;1001;;;;52.90;19.9;191567267000;1214;1.0;1.0;3194.7;0.8;1.6;0.0;191544987000;1110;1.0;1.0;3296.4;0.8;1.6;0.0
14h47m58s;;;1004.4;19.7;1541;2076;1155;;;;52.35;20.5;192150504000;1080;1.0;1.0;2736.4;1.0;1.8;0.0;192128220000;1036;1.0;1.0;2912.7;1.0;1.8;0.0
14h47m59s;;;1004.5;19.7;1469;2025;1162;;;;53.45;21.5;193191995000;1229;1.0;1.0;2531.5;1.0;1.8;0.0;193211362000;1155;1.0;1.0;2693.5;1.0;1.8;0.0
14h48m00s;;;1004.4;19.7;1449;1940;1090;;;;54.00;22.6;194233487000;1303;1.0;1.0;2319.2;1.0;1.8;0.0;194252842000;1243;1.0;1.0;2441.7;1.0;1.8;0.0
14h48m01s;;;1004.3;19.7;1462;2043;1116;;;;53.45;23.6;195274979000;1317;1.0;1.0;2588.3;1.0;1.8;0.0;195294328000;1258;1.0;1.0;2745.8;1.0;1.8;0.0
14h48m02s;;;1004.3;19.7;1440;1883;1058;;;;54.55;24.7;196316474000;1658;1.0;1.0;2366.5;1.0;1.8;0.0;196335809000;1525;1.0;1.0;2490.8;1.0;1.8;0.0
14h48m03s;;;1004.2;19.7;1451;1961;1114;;;;54.00;25.7;197399626000;1288;1.0;1.0;2361.9;1.0;1.8;0.0;197377293000;1169;1.0;1.0;2544.7;1.0;1.8;0.0
14h48m04s;;;1004.2;19.7;1441;1948;1100;;;;54.55;26.8;198441118000;1421;1.0;1.0;2350.9;1.0;1.8;0.0;198418780000;1229;1.0;1.0;2534.9;1.0;1.8;0.0
14h48m05s;;;1004.4;19.7;1440;1946;1099;;;;55.10;27.8;199482610000;1421;1.0;1.0;2345.2;1.0;1.8;0.0;199501917000;1229;1.0;1.0;2526.7;1.0;1.8;0.0
14h48m06s;;;1004.5;19.7;1434;1940;1095;;;;53.45;28.9;200524102000;1436;1.0;1.0;2337.1;1.0;1.8;0.0;200543401000;1229;1.0;1.0;2516.4;1.0;1.8;0.0
14h48m07s;;;1004.3;19.7;1431;1936;1093;;;;55.10;29.9;201565596000;1436;1.0;1.0;2337.5;1.0;1.8;0.0;201584884000;1229;1.0;1.0;2518.9;1.0;1.8;0.0
14h48m07s;;;1003.7;19.7;1431;1932;1093;;;;54.00;30.0;201690568000;1436;1.0;1.0;2335.4;1.0;1.8;0.0;201709861000;1229;1.0;1.0;2512.2;1.0;1.8;0.0
14h48m09s;;;1004.4;19.7;1422;1915;1085;;;;54.00;31.1;202732068000;1436;1.0;1.0;2330.1;1.0;1.8;0.0;202751347000;1229;1.0;1.0;2479.5;1.0;1.8;0.0
14h48m10s;;;1004.3;19.7;1351;1809;1007;;;;54.55;32.1;203773560000;1495;1.0;1.0;2224.1;1.0;1.8;0.0;203792827000;1317;1.0;1.0;2234.9;1.0;1.8;0.0
14h48m11s;;;1004.4;19.7;888;1400;628;;;;55.10;33.2;204815053000;1525;1.0;1.0;1860.8;1.0;1.8;0.0;204834314000;1806;1.0;1.0;1467.1;1.0;1.8;0.0
14h48m12s;;;1004.8;19.7;486;860;463;;;;56.20;34.2;205898204000;1629;1.0;1.0;1822.9;1.0;1.8;0.0;205875798000;2532;1.0;1.0;1345.3;1.0;1.8;0.0
14h48m13s;;;1004.5;19.7;555;812;489;;;;55.65;35.3;206939695000;1584;1.0;1.0;1813.2;1.0;1.8;0.0;206917278000;2503;1.0;1.0;1181.8;1.0;1.8;0.0
14h48m14s;;;1004.6;19.7;558;805;484;;;;56.75;36.3;207981187000;1584;1.0;1.0;1810.9;1.0;1.8;0.0;208000420000;2429;1.0;1.0;1352.3;1.0;1.8;0.0
14h48m15s;;;1004.1;19.7;522;793;455;;;;54.55;37.4;209022683000;1658;1.0;1.0;1765.3;1.0;1.8;0.0;209041904000;2606;1.0;1.0;1177.1;1.0;1.8;0.0
14h48m16s;;;1004.2;19.7;553;795;480;;;;55.65;38.4;210064174000;1703;1.0;1.0;1732.4;1.0;1.8;0.0;210083388000;2592;1.0;1.0;1160.4;1.0;1.8;0.0
14h48m17s;;;1004.4;19.7;479;706;439;;;;56.20;39.5;211147326000;1717;1.0;1.0;1872.1;1.0;1.8;0.0;211124869000;2695;1.0;1.0;1091.0;1.0;1.8;0.0
14h48m17s;;;1004.6;19.7;479;706;398;;;;56.75;39.6;211272306000;1717;1.0;1.0;1860.4;1.0;1.8;0.0;211291510000;2873;1.0;1.0;1037.1;1.0;1.8;0.0
14h48m18s;;;1004.7;19.7;1348;1832;1030;;;;56.20;40.7;212313796000;1480;1.0;1.0;2275.6;1.0;1.8;0.0;212332992000;1317;1.0;1.0;2267.9;1.0;1.8;0.0
14h48m19s;;;1004.4;19.7;1358;1830;1033;;;;56.20;41.7;213355291000;1480;1.0;1.0;2284.6;1.0;1.8;0.0;213374473000;1303;1.0;1.0;2294.1;1.0;1.8;0.0
14h48m20s;;;1004.2;19.7;1083;1651;950;;;;58.40;42.8;214438447000;1392;1.0;1.0;2153.2;1.0;1.8;0.0;214415958000;1288;1.0;1.0;2393.7;1.0;1.8;0.0
14h48m21s;;;1004.4;19.7;1052;1658;994;;;;57.30;43.8;215479936000;1317;1.0;1.0;2558.8;1.0;1.8;0.0;215457438000;1214;1.0;1.0;2803.6;1.0;1.8;0.0
14h48m22s;;;1004.4;19.7;1231;1860;1057;;;;58.40;44.9;216521428000;1095;1.0;1.0;2755.2;1.0;1.8;0.0;216540585000;977;1.0;1.0;3015.1;1.0;1.8;0.0
14h48m23s;;;1004.2;19.7;943;1456;963;;;;58.40;45.9;217562920000;1599;1.0;1.0;2034.0;1.0;1.8;0.0;217582067000;1466;1.0;1.0;2246.1;1.0;1.8;0.0
14h48m24s;;;1015.0;19.7;197;1170;579;;;;58.40;47.0;218604413000;7199;1.0;1.0;360.9;1.0;1.8;0.0;218623552000;6829;1.0;1.0;369.8;1.0;1.8;0.0
14h48m25s;;;1055.0;19.6;163;573;550;;;;56.75;48.0;219687565000;9999;1.4;1.0;353.1;1.0;1.8;0.0;219665036000;9999;1.3;1.0;373.6;1.0;1.8;0.0
14h48m27s;;;1104.0;19.4;102;531;538;;;;58.95;49.1;220729056000;10517;1.5;1.0;349.4;1.0;1.8;0.0;220748176000;10369;1.5;1.0;361.0;1.0;1.8;0.0
14h48m32s;;;1202.5;18.6;99;547;551;;;;58.40;54.1;225769882000;9999;1.2;1.0;415.4;7.9;1.1;0.0;225788955000;9999;1.1;1.0;424.6;7.9;1.1;0.0
14h48m33s;;;1188.1;18.5;99;547;550;;;;60.05;55.2;226853033000;9999;1.1;1.0;415.0;7.9;1.1;0.0;226830439000;9999;1.2;1.0;424.2;7.9;1.1;0.0
14h48m34s;;;1176.8;18.4;100;546;547;;;;59.50;56.2;227894528000;9999;1.1;1.0;418.0;7.9;1.1;0.0;227913582000;9999;1.1;1.0;430.3;7.9;1.1;0.0
14h48m35s;;;1162.7;18.3;104;544;538;;;;57.85;57.3;228936022000;9999;1.1;1.0;425.6;7.9;1.1;0.0;228955066000;9999;1.0;1.0;442.0;7.9;1.1;0.0
14h48m36s;;;1153.7;18.3;102;547;539;;;;60.05;58.3;229977515000;9999;1.1;1.0;423.7;7.9;1.1;0.0;229996550000;9999;1.0;1.0;437.8;7.9;1.1;0.0
14h48m37s;;;1138.7;18.2;106;550;540;;;;60.60;59.4;231060664000;9999;1.1;1.0;426.2;7.9;1.1;0.0;231038030000;9999;1.1;1.0;441.6;7.9;1.1;0.0
14h48m38s;;;1122.9;18.2;112;544;531;;;;60.60;60.4;232102157000;9999;1.0;1.0;433.6;7.9;1.1;0.0;232121175000;9984;1.0;1.0;451.1;7.9;1.1;0.0
14h48m39s;;;1115.2;18.1;109;548;535;;;;60.05;61.5;233143650000;9999;1.0;1.0;435.3;7.9;1.1;0.0;233162659000;9999;1.0;1.0;449.4;7.9;1.1;0.0
14h48m40s;;;1114.9;18.1;106;553;550;;;;60.05;62.5;234185144000;9999;1.1;1.0;429.5;7.9;1.1;0.0;234204144000;9999;1.1;1.0;443.6;7.9;1.1;0.0
14h48m41s;;;1106.5;18.0;107;558;556;;;;60.60;63.6;235226638000;9999;1.1;1.0;429.0;7.9;1.1;0.0;235245626000;9999;1.1;1.0;443.4;7.9;1.1;0.0
14h48m46s;;;1118.5;17.9;116;590;583;;;;61.70;68.6;240267461000;9999;1.2;1.0;408.6;7.9;1.1;0.0;240286404000;9999;1.2;1.0;420.0;7.9;1.1;0.0
14h48m47s;;;1119.2;17.9;119;599;587;;;;61.70;69.7;241350617000;9999;1.3;1.0;418.4;7.9;1.1;0.0;241327891000;9999;1.2;1.0;441.8;7.9;1.1;0.0
14h48m48s;;;1118.1;17.9;124;606;582;;;;62.25;70.7;242392108000;9999;1.1;1.0;451.8;7.9;1.1;0.0;242369373000;9243;1.0;1.0;486.8;7.9;1.1;0.0
14h48m49s;;;1119.1;17.8;134;618;589;;;;61.70;71.8;243433600000;9451;1.0;1.0;474.8;7.9;1.1;0.0;243452524000;8340;1.0;1.0;513.8;7.9;1.1;0.0
14h48m50s;;;1119.9;17.8;133;617;590;;;;61.15;72.8;244475097000;9451;1.0;1.0;467.7;7.9;1.1;0.0;244494000000;8532;1.0;1.0;506.2;7.9;1.1;0.0
14h48m51s;;;1119.7;17.8;131;620;593;;;;62.80;73.9;245516586000;9910;1.0;1.0;457.8;7.9;1.1;0.0;245535483000;8725;1.0;1.0;493.1;7.9;1.1;0.0
14h48m52s;;;1122.5;17.8;128;621;597;;;;62.25;74.9;246558081000;9999;1.1;1.0;445.3;7.9;1.1;0.0;246576967000;9184;1.0;1.0;477.6;7.9;1.1;0.0
14h48m53s;;;1148.2;17.8;128;627;604;;;;62.25;76.0;247641232000;9999;1.1;1.0;448.3;7.9;1.1;0.0;247618450000;9836;1.0;1.0;480.3;7.9;1.1;0.0
14h48m54s;;;1190.1;17.8;129;634;607;;;;61.70;77.0;248682725000;9999;1.1;1.0;472.5;7.9;1.1;0.0;248701594000;9747;1.0;1.0;507.9;7.9;1.1;0.0
14h48m56s;;;1243.2;17.8;131;649;613;;;;62.25;78.1;249724218000;9999;1.1;1.0;483.2;7.9;1.1;0.0;249743078000;9747;1.0;1.0;513.6;7.9;1.1;0.0
14h49m01s;;;1421.4;17.7;128;667;626;;;;62.80;83.1;254765044000;7969;1.0;1.0;578.3;7.9;1.2;0.0;254742200000;7673;1.0;1.0;580.4;7.9;1.2;0.0
14h49m02s;;;1418.0;17.7;127;662;628;;;;63.90;84.1;255806537000;7599;1.0;1.0;594.8;7.9;1.2;0.0;255783688000;7599;1.0;1.0;602.4;7.9;1.2;0.0
14h49m03s;;;1445.1;17.6;128;667;626;;;;63.35;85.2;256848033000;7851;1.0;1.0;590.8;7.9;1.2;0.0;256866830000;7703;1.0;1.0;599.0;7.9;1.2;0.0
14h49m04s;;;1478.1;17.6;135;669;618;;;;62.80;86.2;257889524000;7258;1.0;1.0;658.4;7.9;1.2;0.0;257908311000;7080;1.0;1.0;669.7;7.9;1.2;0.0
14h49m05s;;;1503.0;17.6;138;665;604;;;;63.35;87.3;258931015000;7184;1.0;1.0;687.3;7.9;1.2;0.0;258949796000;6932;1.0;1.0;699.3;7.9;1.2;0.0
14h49m06s;;;1533.7;17.6;144;679;608;;;;63.90;88.3;260014169000;7184;1.0;1.0;685.9;7.9;1.2;0.0;259991279000;6932;1.0;1.0;696.2;7.9;1.2;0.0
14h49m07s;;;1542.3;17.6;154;693;612;;;;63.90;89.4;261055664000;7258;1.0;1.0;754.0;7.9;1.2;0.0;261032763000;7006;1.0;1.0;767.8;7.9;1.2;0.0
14h49m08s;;;1542.6;17.6;154;695;613;;;;62.80;90.4;262097157000;7258;1.0;1.0;756.0;7.9;1.2;0.0;262074247000;7006;1.0;1.0;771.2;7.9;1.2;0.0
14h49m09s;;;1542.3;17.6;155;697;615;;;;63.90;91.5;263138649000;7184;1.0;1.0;757.9;7.9;1.2;0.0;263157392000;7006;1.0;1.0;773.2;7.9;1.2;0.0
14h49m10s;;;1542.8;17.6;155;699;617;;;;63.35;92.5;264180141000;7184;1.0;1.0;759.8;7.9;1.2;0.0;264198878000;6947;1.0;1.0;775.2;7.9;1.2;0.0
14h49m11s;;;1543.1;17.6;155;699;617;;;;63.90;93.1;264763377000;7110;1.0;1.0;766.5;7.9;1.4;0.0;264740449000;6873;1.0;1.0;782.0;7.9;1.4;0.0
14h49m12s;;;1542.6;17.6;156;700;618;;;;64.45;94.1;265804870000;7110;1.0;1.0;768.1;7.9;1.4;0.0;265781932000;6873;1.0;1.0;782.2;7.9;1.4;0.0
14h49m13s;;;1542.7;17.6;156;701;618;;;;63.90;95.2;266846366000;7110;1.0;1.0;768.9;7.9;1.4;0.0;266865076000;6873;1.0;1.0;784.6;7.9;1.4;0.0
14h49m14s;;;1542.7;17.6;156;701;618;;;;63.90;96.2;267887857000;7110;1.0;1.0;769.3;7.9;1.4;0.0;267906559000;6873;1.0;1.0;785.0;7.9;1.4;0.0
14h49m15s;;;1542.6;17.6;156;701;618;;;;64.45;97.3;268929352000;7110;1.0;1.0;769.3;7.9;1.4;0.0;268948044000;6873;1.0;1.0;785.1;7.9;1.4;0.0
14h49m16s;;;1542.4;17.6;156;702;619;;;;62.80;98.3;269970848000;7110;1.0;1.0;768.7;7.9;1.4;0.0;269989529000;6873;1.0;1.0;785.3;7.9;1.4;0.0
14h49m17s;;;1542.8;17.6;156;701;619;;;;64.45;99.4;271053998000;7110;1.0;1.0;768.9;7.9;1.4;0.0;271031015000;6873;1.0;1.0;783.2;7.9;1.4;0.0
14h49m18s;;;1542.7;17.6;156;701;618;;;;65.00;100.4;272095494000;7110;1.0;1.0;768.7;7.9;1.4;0.0;272072496000;6873;1.0;1.0;782.9;7.9;1.4;0.0
14h49m19s;;;1543.1;17.6;155;700;618;;;;65.00;101.5;273136983000;7110;1.0;1.0;767.9;7.9;1.4;0.0;273155640000;6873;1.0;1.0;783.6;7.9;1.4;0.0
14h49m20s;;;1542.7;17.6;155;699;617;;;;64.45;102.5;274178475000;7110;1.0;1.0;767.0;7.9;1.4;0.0;274197123000;6873;1.0;1.0;782.6;7.9;1.4;0.0
14h49m20s;;;1542.8;17.6;155;699;617;;;;64.45;102.7;274303457000;7110;1.0;1.0;766.2;7.9;1.4;0.0;274322103000;6873;1.0;1.0;781.0;7.9;1.4;0.0
14h49m21s;;;1542.5;17.6;155;698;616;;;;63.90;103.7;275344949000;7110;1.0;1.0;765.6;7.9;1.4;0.0;275363586000;6873;1.0;1.0;780.8;7.9;1.4;0.0
14h49m22s;;;1542.6;17.6;155;697;616;;;;63.90;104.7;276386443000;7110;1.0;1.0;764.6;7.9;1.4;0.0;276405072000;6873;1.0;1.0;780.3;7.9;1.4;0.0
14h49m23s;;;1543.3;17.6;154;696;614;;;;63.90;105.8;277427937000;7110;1.0;1.0;763.1;7.9;1.4;0.0;277446554000;6873;1.0;1.0;778.8;7.9;1.4;0.0
14h49m24s;;;1542.6;17.6;154;695;613;;;;63.90;106.8;278511092000;7110;1.0;1.0;760.7;7.9;1.4;0.0;278488039000;6873;1.0;1.0;777.5;7.9;1.4;0.0
14h49m25s;;;1542.6;17.6;154;694;612;;;;62.80;107.9;279552583000;7110;1.0;1.0;759.1;7.9;1.4;0.0;279529523000;6873;1.0;1.0;776.0;7.9;1.4;0.0
14h49m26s;;;1543.0;17.6;154;692;611;;;;64.45;108.9;280594079000;7110;1.0;1.0;758.2;7.9;1.4;0.0;280571010000;6873;1.0;1.0;772.6;7.9;1.4;0.0
14h49m27s;;;1542.4;17.6;153;691;610;;;;65.00;110.0;281635568000;7110;1.0;1.0;756.3;7.9;1.4;0.0;281654151000;6873;1.0;1.0;771.8;7.9;1.4;0.0
14h49m28s;;;1542.8;17.6;153;689;608;;;;65.55;111.0;282677063000;7110;1.0;1.0;754.6;7.9;1.4;0.0;282695636000;6873;1.0;1.0;770.1;7.9;1.4;0.0
14h49m30s;;;1542.4;17.6;152;687;607;;;;66.10;112.1;283718556000;7110;1.0;1.0;752.6;7.9;1.4;0.0;283737120000;6873;1.0;1.0;768.0;7.9;1.4;0.0
14h49m30s;;;1543.4;17.6;152;687;607;;;;65.00;112.2;283843537000;7110;1.0;1.0;751.7;7.9;1.4;0.0;283862099000;6873;1.0;1.0;766.2;7.9;1.4;0.0
14h49m31s;;;1542.8;17.6;152;686;605;;;;65.00;113.2;284885029000;7110;1.0;1.0;750.2;7.9;1.4;0.0;284903582000;6873;1.0;1.0;765.1;7.9;1.4;0.0
14h49m32s;;;1542.7;17.6;152;683;603;;;;65.00;114.3;285926523000;7110;1.0;1.0;748.1;7.9;1.4;0.0;285945067000;6873;1.0;1.0;763.5;7.9;1.4;0.0
14h49m33s;;;1543.0;17.6;151;681;602;;;;65.00;115.3;286968021000;7110;1.0;1.0;746.0;7.9;1.4;0.0;286986551000;6873;1.0;1.0;761.2;7.9;1.4;0.0
14h49m34s;;;1542.7;17.6;151;680;600;;;;65.55;116.4;288051170000;7169;1.0;1.0;742.5;7.9;1.4;0.0;288028036000;6947;1.0;1.0;758.9;7.9;1.4;0.0
14h49m35s;;;1543.0;17.6;150;678;598;;;;65.55;117.4;289092663000;7169;1.0;1.0;739.8;7.9;1.4;0.0;289069520000;6947;1.0;1.0;756.4;7.9;1.4;0.0
14h49m36s;;;1543.2;17.6;150;675;597;;;;66.10;118.5;290134159000;7169;1.0;1.0;738.6;7.9;1.4;0.0;290152665000;7006;1.0;1.0;752.4;7.9;1.4;0.0
14h49m37s;;;1542.5;17.6;149;673;595;;;;66.65;119.5;291175650000;7243;1.0;1.0;736.4;7.9;1.4;0.0;291194148000;7006;1.0;1.0;751.5;7.9;1.4;0.0
14h49m38s;;;1542.6;17.6;149;671;593;;;;66.10;120.6;292217145000;7243;1.0;1.0;734.5;7.9;1.4;0.0;292235634000;7006;1.0;1.0;749.6;7.9;1.4;0.0
14h49m39s;;;1542.3;17.6;148;670;592;;;;66.10;121.6;293258637000;7243;1.0;1.0;732.7;7.9;1.4;0.0;293277116000;7006;1.0;1.0;747.9;7.9;1.4;0.0
14h49m39s;;;1542.7;17.6;148;670;592;;;;65.55;121.7;293383616000;7243;1.0;1.0;732.1;7.9;1.4;0.0;293402095000;7006;1.0;1.0;746.1;7.9;1.4;0.0
14h49m40s;;;1542.6;17.6;148;668;590;;;;66.65;122.8;294425110000;7303;1.0;1.0;730.0;7.9;1.4;0.0;294443580000;7080;1.0;1.0;744.4;7.9;1.4;0.0
14h49m41s;;;1542.6;17.6;148;666;588;;;;65.55;123.8;295508263000;7303;1.0;1.0;727.8;7.9;1.4;0.0;295485064000;7080;1.0;1.0;742.9;7.9;1.4;0.0
14h49m42s;;;1542.4;17.6;147;663;586;;;;65.55;124.9;296549756000;7303;1.0;1.0;725.6;7.9;1.4;0.0;296526549000;7140;1.0;1.0;740.5;7.9;1.4;0.0
14h49m43s;;;1542.9;17.6;147;662;585;;;;67.20;125.9;297591251000;7362;1.0;1.0;722.6;7.9;1.4;0.0;297609692000;7140;1.0;1.0;738.3;7.9;1.4;0.0
14h49m44s;;;1542.3;17.6;146;660;583;;;;66.65;127.0;298632743000;7362;1.0;1.0;720.3;7.9;1.4;0.0;298651178000;7140;1.0;1.0;735.1;7.9;1.4;0.0
14h49m45s;;;1543.2;17.6;146;658;582;;;;67.20;128.0;299674236000;7362;1.0;1.0;719.5;7.9;1.4;0.0;299692662000;7140;1.0;1.0;732.9;7.9;1.4;0.0
14h49m47s;;;1543.0;17.6;145;657;580;;;;65.55;129.1;300757393000;7436;1.0;1.0;718.0;7.9;1.4;0.0;300734148000;7199;1.0;1.0;732.7;7.9;1.4;0.0
14h49m48s;;;1543.3;17.6;145;656;580;;;;65.55;130.1;301798886000;7436;1.0;1.0;717.4;7.9;1.4;0.0;301817292000;7199;1.0;1.0;732.0;7.9;1.4;0.0
14h49m49s;;;1542.7;17.6;145;656;579;;;;67.20;131.2;302840377000;7436;1.0;1.0;716.9;7.9;1.4;0.0;302858775000;7199;1.0;1.0;731.6;7.9;1.4;0.0
14h49m49s;;;1542.7;17.7;145;655;579;;;;66.65;131.3;302965359000;7436;1.0;1.0;716.8;7.9;1.4;0.0;302983754000;7199;1.0;1.0;730.9;7.9;1.4;0.0
14h49m50s;;;1542.9;17.6;145;654;579;;;;67.75;132.4;304006855000;7436;1.0;1.0;715.7;7.9;1.4;0.0;304025240000;7199;1.0;1.0;730.3;7.9;1.4;0.0
14h49m51s;;;1542.8;17.6;145;653;577;;;;67.20;133.4;305048346000;7436;1.0;1.0;714.7;7.9;1.4;0.0;305066725000;7199;1.0;1.0;729.2;7.9;1.4;0.0
14h49m52s;;;1543.0;17.6;145;652;576;;;;67.20;134.5;306089839000;7436;1.0;1.0;713.8;7.9;1.4;0.0;306108207000;7199;1.0;1.0;728.4;7.9;1.4;0.0
14h49m53s;;;1542.5;17.6;145;651;575;;;;68.30;135.5;307172992000;7436;1.0;1.0;711.7;7.9;1.4;0.0;307149694000;7199;1.0;1.0;727.5;7.9;1.4;0.0
14h49m54s;;;1542.9;17.6;144;651;575;;;;67.20;136.6;308214485000;7436;1.0;1.0;712.4;7.9;1.4;0.0;308191176000;7199;1.0;1.0;725.8;7.9;1.4;0.0
14h49m55s;;;1542.9;17.6;144;651;575;;;;67.20;137.6;309255978000;7436;1.0;1.0;712.3;7.9;1.4;0.0;309232661000;7199;1.0;1.0;725.4;7.9;1.4;0.0
14h49m56s;;;1542.9;17.6;144;650;575;;;;67.20;138.6;310297472000;7436;1.0;1.0;712.2;7.9;1.4;0.0;310315805000;7199;1.0;1.0;726.7;7.9;1.4;0.0
14h49m57s;;;1542.8;17.6;144;650;575;;;;66.65;139.7;311338966000;7436;1.0;1.0;712.3;7.9;1.4;0.0;311357290000;7199;1.0;1.0;726.7;7.9;1.4;0.0
14h49m58s;;;1542.6;17.6;144;651;575;;;;67.20;140.7;312380460000;7436;1.0;1.0;712.6;7.9;1.4;0.0;312398774000;7199;1.0;1.0;727.2;7.9;1.4;0.0
14h49m58s;;;1542.7;17.7;144;651;575;;;;68.30;140.9;312505439000;7436;1.0;1.0;712.7;7.9;1.4;0.0;312523752000;7199;1.0;1.0;726.9;7.9;1.4;0.0
14h49m59s;;;1542.4;17.6;144;651;575;;;;67.75;141.9;313546933000;7436;1.0;1.0;713.3;7.9;1.4;0.0;313565236000;7199;1.0;1.0;727.8;7.9;1.4;0.0
14h50m00s;;;1542.5;17.6;144;652;575;;;;66.65;143.0;314630087000;7436;1.0;1.0;714.0;7.9;1.4;0.0;314606723000;7199;1.0;1.0;728.5;7.9;1.4;0.0
14h50m01s;;;1542.8;17.6;145;653;576;;;;67.20;144.0;315671580000;7436;1.0;1.0;713.9;7.9;1.4;0.0;315648208000;7199;1.0;1.0;729.6;7.9;1.4;0.0
14h50m03s;;;1542.8;17.6;145;654;578;;;;67.75;145.1;316713073000;7436;1.0;1.0;715.4;7.9;1.4;0.0;316731350000;7199;1.0;1.0;729.8;7.9;1.4;0.0
14h50m04s;;;1542.4;17.6;145;655;579;;;;67.75;146.1;317754567000;7436;1.0;1.0;718.2;7.9;1.4;0.0;317772836000;7199;1.0;1.0;731.4;7.9;1.4;0.0
14h50m05s;;;1542.5;17.6;146;657;580;;;;67.75;147.2;318796063000;7436;1.0;1.0;720.2;7.9;1.4;0.0;318814322000;7199;1.0;1.0;734.9;7.9;1.4;0.0
