HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright
17h56m46s;;;1158.2;11.4;;;;;;;75.45;25.5;834492972000;41354;6.5;1.0;28.4;3.1;2.7;0.0
17h56m47s;;;1159.0;11.3;;;;;;;75.45;26.6;835534608000;41354;6.5;1.0;28.3;3.1;2.7;0.0
17h56m48s;;;1160.8;11.2;;;;;;;75.45;27.6;836576244000;41354;6.3;1.0;29.6;3.1;2.7;0.0
17h56m49s;;;1171.7;11.1;;;;;;;76.00;28.7;837617882000;41354;6.1;1.0;30.6;3.1;2.7;0.0
17h56m50s;;;1180.8;11.1;;;;;;;77.10;29.7;838659518000;41354;5.8;1.0;32.2;3.1;2.7;0.0
17h56m51s;;;1190.7;11.0;;;;;;;75.45;30.7;839701149000;41354;6.0;1.0;25.8;3.1;2.7;0.0
17h56m51s;;;1191.8;11.0;;;;;;;77.10;30.9;839867813000;41354;6.4;1.0;24.6;3.1;2.7;0.0
17h56m52s;;;1193.6;10.9;;;;;;;75.45;31.9;840909450000;41354;6.3;1.0;23.4;3.1;2.7;0.0
17h56m54s;;;1195.9;10.9;;;;;;;76.55;33.0;841951092000;41354;8.4;1.0;20.5;3.1;2.7;0.0
17h56m55s;;;1194.6;10.8;;;;;;;76.55;34.0;842992723000;41354;8.3;1.0;22.3;3.1;2.7;0.0
17h56m56s;;;1195.3;10.8;;;;;;;77.10;35.1;844034360000;41354;6.9;1.0;22.4;3.1;2.7;0.0
17h56m57s;;;1196.6;10.7;;;;;;;76.00;36.1;845075997000;41354;8.0;1.0;20.6;3.1;2.7;0.0
17h56m58s;;;1195.3;10.7;;;;;;;76.00;37.2;846117632000;41354;7.2;1.0;23.8;3.1;2.7;0.0
17h56m59s;;;1193.7;10.7;;;;;;;76.00;38.2;847159269000;41354;6.4;1.0;24.9;3.1;2.7;0.0
17h57m00s;;;1194.5;10.6;;;;;;;76.55;39.2;848200907000;41354;6.8;1.0;25.3;3.1;2.7;0.0
17h57m01s;;;1195.7;10.6;;;;;;;76.55;40.3;849242542000;41354;6.3;1.0;24.5;3.1;2.7;0.0
17h57m01s;;;1195.7;10.6;;;;;;;77.65;40.4;849409205000;41354;6.8;1.0;24.1;3.1;2.7;0.0
17h57m02s;;;1196.9;10.6;;;;;;;77.10;41.5;850450840000;41354;7.8;1.0;22.6;3.1;2.7;0.0
17h57m03s;;;1196.4;10.5;;;;;;;75.45;42.5;851492479000;41354;7.8;1.0;22.6;3.1;2.7;0.0
17h57m04s;;;1196.0;10.5;;;;;;;75.45;43.6;852534116000;41354;7.8;1.0;22.7;3.1;2.7;0.0
17h57m05s;;;1196.7;10.5;;;;;;;76.55;44.6;853575752000;41354;7.8;1.0;22.7;3.1;2.7;0.0
17h57m06s;;;1196.5;10.5;;;;;;;75.45;45.7;854617389000;41354;7.8;1.0;22.7;3.1;2.7;0.0
17h57m07s;;;1196.6;10.5;;;;;;;75.45;46.7;855659025000;41354;7.8;1.0;22.6;3.1;2.7;0.0
17h57m08s;;;1196.6;10.5;;;;;;;75.45;47.7;856700661000;41354;7.8;1.0;22.6;3.1;2.7;0.0
17h57m09s;;;1196.3;10.5;;;;;;;75.45;48.8;857742298000;41354;7.8;1.0;22.5;3.1;2.7;0.0
17h57m10s;;;1196.6;10.4;;;;;;;74.90;49.8;858783934000;41354;7.8;1.0;22.6;3.1;2.7;0.0
17h57m11s;;;1196.6;10.5;;;;;;;76.00;50.0;858908928000;41354;7.8;1.0;22.6;3.1;2.7;0.0
17h57m12s;;;1197.0;10.4;;;;;;;74.90;51.0;859950571000;41354;7.8;1.0;22.6;3.1;2.7;0.0
17h57m13s;;;1196.6;10.4;;;;;;;76.55;52.0;861033866000;41354;7.8;1.0;22.7;3.1;2.7;0.0
17h57m14s;;;1196.5;10.4;;;;;;;76.00;53.1;862075503000;41354;7.8;1.0;22.7;3.1;2.7;0.0
17h57m15s;;;1196.3;10.4;;;;;;;76.00;54.1;863117139000;41354;7.8;1.0;22.7;3.1;2.7;0.0
17h57m16s;;;1196.4;10.4;;;;;;;73.80;55.2;864158776000;41354;7.8;1.0;22.7;3.1;2.7;0.0
17h57m17s;;;1196.8;10.4;;;;;;;76.00;56.2;865200412000;41354;7.8;1.0;22.8;3.1;2.7;0.0
17h57m18s;;;1196.5;10.4;;;;;;;76.00;57.3;866242049000;41354;7.8;1.0;22.8;3.1;2.7;0.0
17h57m19s;;;1196.2;10.4;;;;;;;75.45;58.3;867283687000;41354;7.8;1.0;22.8;3.1;2.7;0.0
17h57m20s;;;1196.6;10.4;;;;;;;75.45;59.4;868325321000;41354;7.8;1.0;23.0;3.1;2.7;0.0
17h57m20s;;;1196.2;10.5;;;;;;;75.45;59.5;868450319000;41354;7.8;1.0;23.1;3.1;2.7;0.0
17h57m21s;;;1196.1;10.4;;;;;;;76.55;60.5;869533621000;41354;7.6;1.0;23.9;3.1;2.7;0.0
17h57m22s;;;1196.6;10.4;;;;;;;76.00;61.6;870575256000;41354;7.1;1.0;25.3;3.1;2.7;0.0
17h57m23s;;;1196.5;10.4;;;;;;;77.10;62.6;871616892000;41354;6.6;1.0;26.6;3.1;2.7;0.0
17h57m24s;;;1196.4;10.4;;;;;;;75.45;63.7;872658530000;41354;6.3;1.0;27.8;3.1;2.7;0.0
17h57m25s;;;1196.3;10.4;;;;;;;76.00;64.7;873700165000;41354;6.0;1.0;29.3;3.1;2.7;0.0
17h57m26s;;;1196.4;10.4;;;;;;;75.45;65.8;874741804000;41354;6.0;1.0;30.5;3.1;2.7;0.0
17h57m27s;;;1196.2;10.4;;;;;;;76.00;66.8;875783438000;41354;6.0;1.0;31.2;3.1;2.7;0.0
17h57m28s;;;1196.8;10.4;;;;;;;76.00;67.9;876825075000;41354;6.0;1.0;31.6;3.1;2.7;0.0
17h57m29s;;;1196.0;10.4;;;;;;;74.90;68.9;877866712000;41354;6.0;1.0;32.0;3.1;2.7;0.0
17h57m30s;;;1195.9;10.5;;;;;;;74.90;69.0;877991709000;41354;6.0;1.0;32.0;3.1;2.7;0.0
17h57m31s;;;1196.4;10.4;;;;;;;76.00;70.1;879033345000;41354;6.0;1.0;32.3;3.1;2.7;0.0
17h57m32s;;;1196.0;10.4;;;;;;;74.90;71.1;880116648000;41354;6.0;1.0;32.4;3.1;2.7;0.0
17h57m33s;;;1196.9;10.4;;;;;;;73.25;72.2;881158283000;41354;6.0;1.0;32.4;3.1;2.7;0.0
17h57m34s;;;1196.6;10.4;;;;;;;74.90;73.2;882199919000;41354;6.0;1.0;32.5;3.1;2.7;0.0
17h57m35s;;;1196.6;10.4;;;;;;;74.90;74.3;883241555000;41354;6.0;1.0;32.5;3.1;2.7;0.0
17h57m36s;;;1196.8;10.4;;;;;;;73.80;75.3;884283191000;41354;6.0;1.0;32.5;3.1;2.7;0.0
17h57m37s;;;1196.1;10.4;;;;;;;73.80;76.4;885324829000;41354;6.0;1.0;32.5;3.1;2.7;0.0
17h57m38s;;;1196.2;10.4;;;;;;;74.35;77.4;886366464000;41354;6.0;1.0;32.5;3.1;2.7;0.0
17h57m39s;;;1196.4;10.5;;;;;;;74.90;78.4;887408101000;41354;6.0;1.0;32.5;3.1;2.7;0.0
17h57m39s;;;1196.7;10.5;;;;;;;76.00;78.6;887533100000;41354;6.0;1.0;32.5;3.1;2.7;0.0
17h57m40s;;;1196.7;10.5;;;;;;;74.90;79.6;888574734000;41354;6.0;1.0;32.5;3.1;2.7;0.0
17h57m41s;;;1196.2;10.4;;;;;;;74.35;80.7;889658037000;41354;6.0;1.0;32.4;3.1;2.7;0.0
17h57m42s;;;1196.4;10.4;;;;;;;74.90;81.7;890699672000;41354;6.0;1.0;32.4;3.1;2.7;0.0
17h57m43s;;;1196.2;10.4;;;;;;;73.80;82.8;891741308000;41354;6.0;1.0;32.4;3.1;2.7;0.0
17h57m44s;;;1196.4;10.4;;;;;;;76.00;83.8;892782945000;41354;6.0;1.0;32.3;3.1;2.7;0.0
17h57m45s;;;1196.2;10.4;;;;;;;73.80;84.9;893824580000;41354;6.0;1.0;32.3;3.1;2.7;0.0
17h57m46s;;;1196.1;10.4;;;;;;;74.35;85.9;894866218000;41354;6.0;1.0;32.2;3.1;2.7;0.0
17h57m47s;;;1196.2;10.4;;;;;;;75.45;86.9;895907854000;41354;6.0;1.0;32.1;3.1;2.7;0.0
17h57m49s;;;1196.4;10.4;;;;;;;76.00;88.0;896949498000;41354;6.0;1.0;32.1;3.1;2.7;0.0
17h57m49s;;;1196.4;10.5;;;;;;;73.80;88.1;897074486000;41354;6.0;1.0;32.0;3.1;2.7;0.0
17h57m50s;;;1196.8;10.4;;;;;;;74.90;89.2;898157788000;41354;6.0;1.0;32.0;3.1;2.7;0.0
17h57m51s;;;1196.3;10.4;;;;;;;73.80;90.2;899199424000;41354;6.0;1.0;31.9;3.1;2.7;0.0
17h57m52s;;;1195.9;10.4;;;;;;;75.45;91.3;900241061000;41354;6.0;1.0;31.7;3.1;2.7;0.0
17h57m53s;;;1196.4;10.4;;;;;;;75.45;92.3;901282696000;41354;6.1;1.0;31.7;3.1;2.7;0.0
17h57m54s;;;1196.4;10.4;;;;;;;76.00;93.4;902324334000;41354;6.1;1.0;31.6;3.1;2.7;0.0
17h57m55s;;;1196.6;10.4;;;;;;;74.35;94.4;903365972000;41354;6.1;1.0;31.5;3.1;2.7;0.0
17h57m56s;;;1196.6;10.4;;;;;;;74.90;95.4;904407607000;41354;6.1;1.0;31.6;3.1;2.7;0.0
17h57m57s;;;1196.6;10.4;;;;;;;74.35;96.5;905449242000;41354;6.2;1.0;31.6;3.1;2.7;0.0
17h57m58s;;;1196.4;10.4;;;;;;;74.35;97.5;906490882000;41354;6.2;1.0;31.6;3.1;2.7;0.0
17h57m58s;;;1196.1;10.5;;;;;;;74.35;97.7;906615880000;41354;6.2;1.0;31.6;3.1;2.7;0.0
17h57m59s;;;1196.4;10.4;;;;;;;73.25;98.7;907657514000;41354;6.2;1.0;31.6;3.1;2.7;0.0
17h58m00s;;;1196.4;10.4;;;;;;;75.45;99.8;908740813000;41354;6.2;1.0;31.7;3.1;2.7;0.0
17h58m01s;;;1196.7;10.4;;;;;;;73.80;100.8;909782451000;41354;6.3;1.0;31.7;3.1;2.7;0.0
17h58m02s;;;1196.5;10.4;;;;;;;74.35;101.8;910824085000;41354;6.3;1.0;31.8;3.1;2.7;0.0
17h58m03s;;;1196.1;10.4;;;;;;;74.35;102.9;911865723000;41354;6.3;1.0;31.9;3.1;2.7;0.0
17h58m04s;;;1196.4;10.4;;;;;;;74.90;103.9;912907358000;41354;6.3;1.0;32.0;3.1;2.7;0.0
17h58m06s;;;1196.5;10.4;;;;;;;74.90;105.0;913949001000;41354;6.4;1.0;32.1;3.1;2.7;0.0
17h58m07s;;;1196.4;10.4;;;;;;;73.80;106.0;914990631000;41354;6.4;1.0;32.3;3.1;2.7;0.0
17h58m08s;;;1196.4;10.4;;;;;;;75.45;107.1;916032267000;41354;6.4;1.0;32.4;3.1;2.7;0.0
17h58m08s;;;1196.6;10.5;;;;;;;73.25;107.2;916157264000;41354;6.4;1.0;32.4;3.1;2.7;0.0
17h58m09s;;;1196.1;10.4;;;;;;;75.45;108.2;917198902000;41354;6.4;1.0;32.6;3.1;2.7;0.0
17h58m10s;;;1196.2;10.4;;;;;;;74.35;109.3;918282202000;41354;6.4;1.0;32.7;3.1;2.7;0.0
17h58m11s;;;1196.2;10.4;;;;;;;73.80;110.3;919323838000;41354;6.4;1.0;32.9;3.1;2.7;0.0
17h58m12s;;;1196.8;10.4;;;;;;;73.80;111.4;920365475000;41354;6.4;1.0;33.0;3.1;2.7;0.0
17h58m13s;;;1196.4;10.4;;;;;;;74.35;112.4;921407110000;41354;6.3;1.0;33.2;3.1;2.7;0.0
17h58m14s;;;1196.3;10.4;;;;;;;74.35;113.5;922448749000;41354;6.3;1.0;33.3;3.1;2.7;0.0
17h58m15s;;;1195.9;10.4;;;;;;;74.90;114.5;923490387000;41354;6.2;1.0;33.3;3.1;2.7;0.0
17h58m16s;;;1196.3;10.4;;;;;;;74.90;115.6;924532023000;41354;6.2;1.0;33.4;3.1;2.7;0.0
17h58m17s;;;1196.9;10.4;;;;;;;73.80;116.6;925573658000;41354;6.2;1.0;33.4;3.1;2.7;0.0
17h58m17s;;;1196.4;10.5;;;;;;;74.90;116.7;925698656000;41354;6.2;1.0;33.4;3.1;2.7;0.0
17h58m18s;;;1197.0;10.4;;;;;;;74.35;117.8;926740291000;41354;6.1;1.0;33.4;3.1;2.7;0.0
17h58m19s;;;1196.3;10.4;;;;;;;74.90;118.8;927823591000;41354;6.1;1.0;33.4;3.1;2.7;0.0
17h58m20s;;;1195.9;10.4;;;;;;;73.80;119.9;928865227000;41354;6.1;1.0;33.4;3.1;2.7;0.0
17h58m21s;;;1196.8;10.4;;;;;;;73.80;120.9;929906863000;41354;6.1;1.0;33.4;3.1;2.7;0.0
17h58m23s;;;1196.2;10.4;;;;;;;76.00;122.0;930948506000;41354;6.0;1.0;33.4;3.1;2.7;0.0
17h58m24s;;;1197.0;10.4;;;;;;;73.80;123.0;931990136000;41354;6.0;1.0;33.5;3.1;2.7;0.0
17h58m25s;;;1196.4;10.4;;;;;;;76.00;124.1;933031772000;41354;6.0;1.0;33.5;3.1;2.7;0.0
17h58m26s;;;1196.3;10.4;;;;;;;73.25;125.1;934073408000;41354;6.0;1.0;33.5;3.1;2.7;0.0
17h58m27s;;;1196.6;10.4;;;;;;;73.25;126.2;935115045000;41354;5.9;1.0;33.5;3.1;2.7;0.0
17h58m27s;;;1196.1;10.5;;;;;;;73.80;126.3;935240041000;41354;5.9;1.0;33.5;3.1;2.7;0.0
17h58m28s;;;1196.4;10.5;;;;;;;76.00;127.3;936281677000;41354;5.9;1.0;33.6;3.1;2.7;0.0
17h58m29s;;;1196.2;10.5;;;;;;;74.90;128.4;937364981000;41354;5.9;1.0;33.7;3.1;2.7;0.0
17h58m30s;;;1196.3;10.5;;;;;;;76.00;129.4;938406615000;41354;5.9;1.0;33.8;3.1;2.7;0.0
17h58m31s;;;1196.0;10.5;;;;;;;74.90;130.5;939448252000;41354;5.9;1.0;33.9;3.1;2.7;0.0
17h58m32s;;;1196.2;10.5;;;;;;;74.90;131.5;940489888000;41354;5.9;1.0;34.0;3.1;2.7;0.0
17h58m33s;;;1196.2;10.5;;;;;;;75.45;132.6;941531527000;41354;5.9;1.0;34.1;3.1;2.7;0.0
17h58m34s;;;1196.2;10.5;;;;;;;74.90;133.6;942573162000;41354;5.9;1.0;34.1;3.1;2.7;0.0
17h58m35s;;;1196.3;10.5;;;;;;;74.35;134.7;943614798000;41354;5.9;1.0;34.2;3.1;2.7;0.0
17h58m36s;;;1196.1;10.5;;;;;;;73.80;135.7;944656436000;41354;5.9;1.0;34.3;3.1;2.7;0.0
17h58m36s;;;1195.8;10.5;;;;;;;73.80;135.8;944781432000;41354;5.9;1.0;34.3;3.1;2.7;0.0
17h58m37s;;;1196.1;10.5;;;;;;;76.00;136.9;945823065000;41354;5.9;1.0;34.4;3.1;2.7;0.0
17h58m38s;;;1196.5;10.5;;;;;;;73.80;137.9;946906395000;41354;5.8;1.0;34.5;3.1;2.7;0.0
17h58m40s;;;1196.1;10.5;;;;;;;73.80;139.0;947948009000;41354;5.8;1.0;34.6;3.1;2.7;0.0
17h58m41s;;;1196.8;10.5;;;;;;;73.25;140.0;948989641000;41354;5.8;1.0;34.6;3.1;2.7;0.0
17h58m42s;;;1196.5;10.5;;;;;;;74.90;141.1;950031277000;41354;5.8;1.0;34.7;3.1;2.7;0.0
17h58m43s;;;1196.3;10.5;;;;;;;75.45;142.1;951072913000;41354;5.8;1.0;34.7;3.1;2.7;0.0
17h58m44s;;;1196.4;10.5;;;;;;;74.35;143.1;952114549000;41354;5.8;1.0;34.8;3.1;2.7;0.0
17h58m45s;;;1196.5;10.5;;;;;;;74.90;144.2;953156188000;41354;5.7;1.0;34.9;3.1;2.7;0.0
17h58m46s;;;1196.2;10.5;;;;;;;73.80;145.2;954197822000;41354;5.7;1.0;34.9;3.1;2.7;0.0
17h58m46s;;;1196.2;10.5;;;;;;;74.35;145.4;954322819000;41354;5.7;1.0;34.9;3.1;2.7;0.0
17h58m47s;;;1196.3;10.5;;;;;;;75.45;146.4;955406121000;41354;5.7;1.0;35.0;3.1;2.7;0.0
17h58m48s;;;1196.1;10.5;;;;;;;75.45;147.5;956447757000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m49s;;;1196.3;10.5;;;;;;;74.35;148.5;957489395000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m50s;;;1196.3;10.5;;;;;;;74.35;149.6;958531029000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m51s;;;1196.4;10.5;;;;;;;74.90;150.6;959572667000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m52s;;;1195.9;10.5;;;;;;;75.45;151.6;960614303000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m53s;;;1196.2;10.5;;;;;;;75.45;152.7;961655940000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m54s;;;1196.5;10.5;;;;;;;74.90;153.7;962697576000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m55s;;;1196.4;10.5;;;;;;;74.90;154.8;963739212000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m55s;;;1196.2;10.5;;;;;;;76.00;154.9;963864209000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m57s;;;1195.8;10.5;;;;;;;74.35;156.0;964947514000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m58s;;;1195.9;10.5;;;;;;;73.25;157.0;965989144000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h58m59s;;;1196.3;10.5;;;;;;;75.45;158.1;967030780000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h59m00s;;;1196.6;10.5;;;;;;;74.90;159.1;968072417000;41354;5.7;1.0;35.1;3.1;2.7;0.0
17h59m01s;;;1195.9;10.5;;;;;;;76.00;160.1;969114053000;41354;5.7;1.0;35.0;3.1;2.7;0.0
17h59m02s;;;1196.2;10.5;;;;;;;73.80;161.2;970155691000;41354;5.7;1.0;35.0;3.1;2.7;0.0
17h59m03s;;;1196.0;10.5;;;;;;;74.35;162.2;971197326000;41354;5.7;1.0;34.9;3.1;2.7;0.0
17h59m04s;;;1196.2;10.5;;;;;;;75.45;163.3;972238963000;41354;5.7;1.0;34.9;3.1;2.7;0.0
17h59m05s;;;1195.5;10.5;;;;;;;74.90;164.3;973280599000;41354;5.7;1.0;34.9;3.1;2.7;0.0
17h59m05s;;;1196.4;10.5;;;;;;;74.90;164.5;973405598000;41354;5.7;1.0;34.9;3.1;2.7;0.0
17h59m06s;;;1196.1;10.5;;;;;;;73.80;165.5;974447232000;41354;5.7;1.0;34.8;3.1;2.7;0.0
17h59m07s;;;1196.2;10.5;;;;;;;74.35;166.5;975488871000;41354;5.7;1.0;34.8;3.1;2.7;0.0
17h59m08s;;;1196.3;10.5;;;;;;;73.80;167.6;976572169000;41354;5.7;1.0;34.8;3.1;2.7;0.0
17h59m09s;;;1196.2;10.5;;;;;;;73.80;168.6;977613807000;41354;5.7;1.0;34.7;3.1;2.7;0.0
17h59m10s;;;1196.5;10.5;;;;;;;74.35;169.7;978655442000;41354;5.7;1.0;34.7;3.1;2.7;0.0
17h59m11s;;;1196.7;10.5;;;;;;;73.80;170.7;979697080000;41354;5.7;1.0;34.6;3.1;2.7;0.0
17h59m12s;;;1196.9;10.5;;;;;;;73.25;171.8;980738717000;41354;5.7;1.0;34.6;3.1;2.7;0.0
17h59m13s;;;1195.9;10.5;;;;;;;74.35;172.8;981780352000;41354;5.7;1.0;34.6;3.1;2.7;0.0
17h59m14s;;;1195.9;10.5;;;;;;;73.80;173.9;982821987000;41354;5.7;1.0;34.5;3.1;2.7;0.0
17h59m15s;;;1196.3;10.5;;;;;;;74.90;174.0;982946991000;41354;5.7;1.0;34.5;3.1;2.7;0.0
17h59m16s;;;1196.3;10.5;;;;;;;74.90;175.0;983988620000;41354;5.7;1.0;34.5;3.1;2.7;0.0
17h59m17s;;;1195.9;10.5;;;;;;;74.90;176.1;985071922000;41354;5.7;1.0;34.5;3.1;2.7;0.0
17h59m18s;;;1196.1;10.5;;;;;;;74.90;177.1;986113558000;41354;5.7;1.0;34.4;3.1;2.7;0.0
17h59m19s;;;1196.1;10.5;;;;;;;73.80;178.2;987155194000;41354;5.7;1.0;34.4;3.1;2.7;0.0
17h59m20s;;;1196.4;10.5;;;;;;;74.90;179.2;988196830000;41354;5.7;1.0;34.3;3.1;2.7;0.0
17h59m21s;;;1196.3;10.5;;;;;;;73.80;180.3;989238468000;41354;5.7;1.0;34.3;3.1;2.7;0.0
17h59m22s;;;1196.5;10.5;;;;;;;74.35;181.3;990280103000;41354;5.7;1.0;34.2;3.1;2.7;0.0
17h59m23s;;;1196.4;10.5;;;;;;;74.35;182.4;991321740000;41354;5.8;1.0;34.2;3.1;2.7;0.0
17h59m24s;;;1196.5;10.5;;;;;;;73.80;183.4;992363377000;41354;5.8;1.0;34.1;3.1;2.7;0.0
17h59m24s;;;1196.5;10.5;;;;;;;73.80;183.5;992530041000;41354;5.8;1.0;34.1;3.1;2.7;0.0
17h59m25s;;;1196.3;10.5;;;;;;;75.45;184.6;993571674000;41354;5.8;1.0;34.1;3.1;2.7;0.0
17h59m26s;;;1195.8;10.5;;;;;;;73.80;185.6;994613309000;41354;5.8;1.0;34.1;3.1;2.7;0.0
17h59m27s;;;1196.1;10.5;;;;;;;73.80;186.7;995654946000;41354;5.8;1.0;34.0;3.1;2.7;0.0
17h59m28s;;;1196.6;10.5;;;;;;;74.35;187.7;996696582000;41354;5.8;1.0;34.0;3.1;2.7;0.0
17h59m29s;;;1195.8;10.5;;;;;;;75.45;188.8;997738220000;41354;5.8;1.0;33.9;3.1;2.7;0.0
17h59m30s;;;1196.4;10.5;;;;;;;75.45;189.8;998779854000;41354;5.8;1.0;33.9;3.1;2.7;0.0
17h59m31s;;;1196.1;10.5;;;;;;;74.90;190.9;999821493000;41354;5.8;1.0;33.8;3.1;2.7;0.0
17h59m32s;;;1195.9;10.5;;;;;;;74.35;191.9;1000863127000;41354;5.8;1.0;33.8;3.1;2.7;0.0
17h59m33s;;;1196.0;10.5;;;;;;;73.80;192.9;1001904766000;41354;5.8;1.0;33.8;3.1;2.7;0.0
17h59m34s;;;1196.7;10.6;;;;;;;74.90;193.1;1002029762000;41354;5.8;1.0;33.8;3.1;2.7;0.0
17h59m35s;;;1196.2;10.5;;;;;;;74.35;194.1;1003071396000;41354;5.8;1.0;33.8;3.1;2.7;0.0
17h59m36s;;;1196.2;10.5;;;;;;;73.80;195.2;1004154697000;41354;5.8;1.0;33.7;3.1;2.7;0.0
17h59m37s;;;1196.6;10.5;;;;;;;74.90;196.2;1005196333000;41354;5.8;1.0;33.7;3.1;2.7;0.0
17h59m38s;;;1196.4;10.5;;;;;;;74.90;197.3;1006237970000;41354;5.8;1.0;33.7;3.1;2.7;0.0
17h59m39s;;;1196.5;10.5;;;;;;;74.35;198.3;1007279606000;41354;5.8;1.0;33.7;3.1;2.7;0.0
17h59m40s;;;1195.9;10.5;;;;;;;73.25;199.4;1008321243000;41354;5.9;1.0;33.7;3.1;2.7;0.0
17h59m41s;;;1196.3;10.5;;;;;;;75.45;200.4;1009362881000;41354;5.9;1.0;33.7;3.1;2.7;0.0
17h59m42s;;;1196.4;10.5;;;;;;;74.35;201.4;1010404517000;41354;5.9;1.0;33.7;3.1;2.7;0.0
17h59m43s;;;1196.1;10.5;;;;;;;74.90;202.5;1011446149000;41354;5.9;1.0;33.7;3.1;2.7;0.0
17h59m43s;;;1196.8;10.6;;;;;;;74.35;202.6;1011571152000;41354;5.9;1.0;33.7;3.1;2.7;0.0
17h59m44s;;;1196.6;10.5;;;;;;;74.35;203.7;1012612786000;41354;6.0;1.0;33.7;3.1;2.7;0.0
