HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright
18h49m26s;;;1191.2;11.1;;;;;;;76.55;76.2;3994051527000;41354;9.5;1.0;17.6;3.1;2.8;0.0
18h49m27s;;;1191.9;11.1;;;;;;;76.55;77.3;3995093164000;41354;9.8;1.0;17.2;3.1;2.8;0.0
18h49m28s;;;1191.5;11.0;;;;;;;76.00;78.3;3996134804000;41354;10.1;1.0;16.9;3.1;2.8;0.0
18h49m29s;;;1191.5;11.0;;;;;;;76.00;79.4;3997176441000;41354;10.3;1.0;16.6;3.1;2.8;0.0
18h49m30s;;;1191.7;10.9;;;;;;;76.55;80.4;3998218077000;41354;10.6;1.0;16.3;3.1;2.8;0.0
18h49m30s;;;1192.2;10.9;;;;;;;76.55;81.0;3998801393000;41354;10.7;1.0;16.0;3.0;2.8;0.0
18h49m31s;;;1191.2;10.9;;;;;;;76.55;82.1;3999843032000;41354;10.8;1.0;16.0;3.0;2.8;0.0
18h49m32s;;;1191.8;10.8;;;;;;;77.65;83.1;4000884666000;41354;10.8;1.0;16.2;3.0;2.8;0.0
18h49m34s;;;1192.1;10.8;;;;;;;77.10;84.1;4001926304000;41354;10.8;1.0;16.4;3.0;2.8;0.0
18h49m35s;;;1191.5;10.8;;;;;;;74.90;85.2;4002967942000;41354;10.7;1.0;16.7;3.0;2.8;0.0
18h49m36s;;;1191.9;10.7;;;;;;;76.55;86.2;4004009580000;41354;10.4;1.0;16.9;3.0;2.8;0.0
18h49m37s;;;1192.1;10.7;;;;;;;75.45;87.3;4005092883000;41354;10.2;1.0;17.2;3.0;2.8;0.0
18h49m38s;;;1191.7;10.7;;;;;;;77.10;88.3;4006134518000;41354;10.1;1.0;17.3;3.0;2.8;0.0
18h49m39s;;;1191.1;10.7;;;;;;;77.10;89.4;4007176155000;41354;10.0;1.0;17.5;3.0;2.8;0.0
18h49m40s;;;1191.6;10.7;;;;;;;76.00;90.4;4008217792000;41354;10.0;1.0;17.5;3.0;2.8;0.0
18h49m40s;;;1191.1;10.7;;;;;;;76.55;90.6;4008342794000;41354;10.0;1.0;17.5;3.0;2.8;0.0
18h49m41s;;;1191.7;10.7;;;;;;;77.10;91.6;4009426092000;41354;9.9;1.0;17.6;3.0;2.8;0.0
18h49m42s;;;1191.5;10.6;;;;;;;76.00;92.7;4010426063000;41354;9.9;1.0;17.6;3.0;2.8;0.0
18h49m43s;;;1192.4;10.6;;;;;;;77.10;93.7;4011509371000;41354;9.9;1.0;17.6;3.0;2.8;0.0
18h49m44s;;;1191.7;10.6;;;;;;;75.45;94.7;4012551003000;41354;9.9;1.0;17.6;3.0;2.8;0.0
18h49m45s;;;1191.6;10.6;;;;;;;76.00;95.8;4013592642000;41354;9.9;1.0;17.6;3.0;2.8;0.0
18h49m46s;;;1191.9;10.6;;;;;;;75.45;96.8;4014634279000;41354;9.9;1.0;17.6;3.0;2.8;0.0
18h49m47s;;;1191.8;10.6;;;;;;;75.45;97.9;4015675916000;41354;9.9;1.0;17.5;3.0;2.8;0.0
18h49m48s;;;1191.7;10.6;;;;;;;76.55;98.9;4016717552000;41354;9.9;1.0;17.5;3.0;2.8;0.0
18h49m49s;;;1191.7;10.6;;;;;;;76.55;100.0;4017759189000;41354;9.9;1.0;17.5;3.0;2.8;0.0
18h49m49s;;;1191.1;10.6;;;;;;;76.55;100.1;4017884184000;41354;9.9;1.0;17.4;3.0;2.8;0.0
18h49m51s;;;1191.9;10.6;;;;;;;76.55;101.1;4018967487000;41354;9.9;1.0;17.4;3.0;2.8;0.0
18h49m52s;;;1191.5;10.6;;;;;;;76.00;102.2;4020009124000;41354;9.9;1.0;17.4;3.0;2.8;0.0
18h49m53s;;;1191.7;10.6;;;;;;;74.90;103.2;4021050761000;41354;9.9;1.0;17.3;3.0;2.8;0.0
18h49m54s;;;1191.6;10.5;;;;;;;76.00;104.3;4022092398000;41354;9.9;1.0;17.3;3.0;2.8;0.0
18h49m55s;;;1191.5;10.5;;;;;;;76.00;105.3;4023134036000;41354;9.9;1.0;17.2;3.0;2.8;0.0
18h49m56s;;;1191.7;10.5;;;;;;;76.00;106.4;4024175672000;41354;9.9;1.0;17.1;3.0;2.8;0.0
18h49m57s;;;1192.0;10.5;;;;;;;76.55;107.4;4025217310000;41354;10.0;1.0;17.0;3.0;2.8;0.0
18h49m58s;;;1191.8;10.5;;;;;;;76.00;108.5;4026258947000;41354;10.0;1.0;17.0;3.0;2.8;0.0
18h49m59s;;;1191.8;10.5;;;;;;;76.00;109.5;4027300583000;41354;10.1;1.0;16.9;3.0;2.8;0.0
18h49m59s;;;1192.0;10.6;;;;;;;76.55;109.6;4027425580000;41354;10.1;1.0;16.8;3.0;2.8;0.0
18h50m00s;;;1191.6;10.5;;;;;;;77.65;110.7;4028467219000;41354;10.2;1.0;17.4;3.0;2.8;0.0
18h50m01s;;;1191.4;10.5;;;;;;;77.10;111.7;4029550521000;41354;9.4;1.0;19.4;3.0;2.8;0.0
18h50m02s;;;1191.6;10.5;;;;;;;77.10;112.8;4030592156000;41354;8.3;1.0;21.6;3.0;2.8;0.0
18h50m03s;;;1192.1;10.5;;;;;;;76.55;113.8;4031633795000;41354;7.5;1.0;23.3;3.0;2.8;0.0
18h50m04s;;;1192.0;10.5;;;;;;;76.00;114.9;4032675433000;41354;7.1;1.0;24.6;3.0;2.8;0.0
18h50m05s;;;1191.6;10.5;;;;;;;78.20;115.9;4033717070000;41354;6.8;1.0;26.2;3.0;2.8;0.0
18h50m06s;;;1190.8;10.5;;;;;;;77.10;117.0;4034758706000;41354;6.7;1.0;27.4;3.0;2.8;0.0
18h50m07s;;;1191.9;10.5;;;;;;;76.55;118.0;4035800342000;41354;6.7;1.0;28.1;3.0;2.8;0.0
18h50m08s;;;1191.8;10.5;;;;;;;76.55;119.1;4036841979000;41354;6.7;1.0;28.5;3.0;2.8;0.0
18h50m09s;;;1191.8;10.5;;;;;;;76.55;119.2;4037008643000;41354;6.7;1.0;28.6;3.0;2.8;0.0
18h50m10s;;;1192.1;10.5;;;;;;;76.00;120.2;4038050279000;41354;6.7;1.0;28.8;3.0;2.8;0.0
18h50m11s;;;1191.3;10.5;;;;;;;75.45;121.3;4039091917000;41354;6.7;1.0;29.0;3.0;2.8;0.0
18h50m12s;;;1191.3;10.5;;;;;;;76.00;122.3;4040133552000;41354;6.7;1.0;29.2;3.0;2.8;0.0
18h50m13s;;;1191.7;10.5;;;;;;;76.55;123.4;4041175189000;41354;6.7;1.0;29.2;3.0;2.8;0.0
18h50m14s;;;1192.0;10.5;;;;;;;74.90;124.4;4042216826000;41354;6.7;1.0;29.3;3.0;2.8;0.0
18h50m15s;;;1191.6;10.5;;;;;;;75.45;125.5;4043258464000;41354;6.8;1.0;29.3;3.0;2.8;0.0
18h50m16s;;;1191.8;10.5;;;;;;;75.45;126.5;4044300101000;41354;6.8;1.0;29.2;3.0;2.8;0.0
18h50m17s;;;1191.6;10.5;;;;;;;75.45;127.6;4045341737000;41354;6.8;1.0;29.2;3.0;2.8;0.0
18h50m18s;;;1192.5;10.5;;;;;;;76.00;128.6;4046383377000;41354;6.8;1.0;29.1;3.0;2.8;0.0
18h50m18s;;;1191.7;10.6;;;;;;;76.55;128.7;4046550039000;41354;6.8;1.0;29.1;3.0;2.8;0.0
18h50m19s;;;1191.7;10.5;;;;;;;76.55;129.8;4047591674000;41354;6.8;1.0;29.1;3.0;2.8;0.0
18h50m20s;;;1191.6;10.5;;;;;;;75.45;130.8;4048633314000;41354;6.8;1.0;29.1;3.0;2.8;0.0
18h50m21s;;;1191.8;10.5;;;;;;;76.00;131.9;4049674948000;41354;6.9;1.0;29.0;3.0;2.8;0.0
18h50m22s;;;1191.7;10.5;;;;;;;75.45;132.9;4050716586000;41354;6.9;1.0;29.0;3.0;2.8;0.0
18h50m23s;;;1191.8;10.5;;;;;;;76.00;134.0;4051758222000;41354;6.9;1.0;28.9;3.0;2.8;0.0
18h50m24s;;;1191.7;10.5;;;;;;;75.45;135.0;4052799860000;41354;7.0;1.0;28.9;3.0;2.8;0.0
18h50m25s;;;1191.9;10.5;;;;;;;76.55;136.0;4053841497000;41354;7.0;1.0;28.8;3.0;2.8;0.0
18h50m26s;;;1192.1;10.5;;;;;;;76.00;137.1;4054883134000;41354;7.0;1.0;28.7;3.0;2.8;0.0
18h50m28s;;;1192.0;10.5;;;;;;;75.45;138.1;4055924770000;41354;7.0;1.0;28.5;3.0;2.8;0.0
18h50m28s;;;1191.6;10.6;;;;;;;76.00;138.3;4056049768000;41354;7.0;1.0;28.5;3.0;2.8;0.0
18h50m29s;;;1191.8;10.5;;;;;;;76.55;139.3;4057133070000;41354;7.0;1.0;28.4;3.0;2.8;0.0
18h50m30s;;;1192.1;10.5;;;;;;;76.55;140.4;4058174706000;41354;7.1;1.0;28.3;3.0;2.8;0.0
18h50m31s;;;1191.8;10.5;;;;;;;76.00;141.4;4059216344000;41354;7.2;1.0;28.3;3.0;2.8;0.0
18h50m32s;;;1191.5;10.5;;;;;;;77.10;142.5;4060257981000;41354;7.2;1.0;28.3;3.0;2.8;0.0
18h50m33s;;;1191.7;10.5;;;;;;;75.45;143.5;4061299619000;41354;7.3;1.0;28.4;3.0;2.8;0.0
18h50m34s;;;1191.4;10.5;;;;;;;76.55;144.5;4062341256000;41354;7.3;1.0;28.5;3.0;2.8;0.0
18h50m35s;;;1191.9;10.5;;;;;;;76.55;145.6;4063382894000;41354;7.3;1.0;28.5;3.0;2.8;0.0
18h50m36s;;;1191.9;10.5;;;;;;;75.45;146.6;4064424531000;41354;7.4;1.0;28.7;3.0;2.8;0.0
18h50m37s;;;1192.0;10.5;;;;;;;76.00;147.7;4065466168000;41354;7.4;1.0;28.8;3.0;2.8;0.0
18h50m37s;;;1191.4;10.6;;;;;;;76.55;147.8;4065591165000;41354;7.4;1.0;28.8;3.0;2.8;0.0
18h50m38s;;;1191.9;10.5;;;;;;;75.45;148.9;4066674468000;41354;7.4;1.0;29.0;3.0;2.8;0.0
18h50m39s;;;1191.8;10.5;;;;;;;76.55;149.9;4067716102000;41354;7.4;1.0;29.1;3.0;2.8;0.0
18h50m40s;;;1191.4;10.5;;;;;;;76.00;151.0;4068757739000;41354;7.4;1.0;29.2;3.0;2.8;0.0
18h50m41s;;;1191.5;10.5;;;;;;;76.00;152.0;4069799377000;41354;7.4;1.0;29.4;3.0;2.8;0.0
18h50m42s;;;1191.4;10.5;;;;;;;76.55;153.0;4070841014000;41354;7.4;1.0;29.5;3.0;2.8;0.0
18h50m43s;;;1191.6;10.5;;;;;;;76.00;154.1;4071882651000;41354;7.4;1.0;29.6;3.0;2.8;0.0
18h50m45s;;;1192.1;10.5;;;;;;;76.55;155.1;4072924290000;41354;7.3;1.0;29.7;3.0;2.8;0.0
18h50m46s;;;1192.0;10.5;;;;;;;77.65;156.2;4073965927000;41354;7.3;1.0;29.8;3.0;2.8;0.0
18h50m47s;;;1191.2;10.5;;;;;;;76.55;157.2;4075007564000;41354;7.2;1.0;30.0;3.0;2.8;0.0
18h50m47s;;;1191.6;10.6;;;;;;;76.00;157.4;4075132560000;41354;7.2;1.0;30.0;3.0;2.8;0.0
18h50m48s;;;1191.7;10.5;;;;;;;76.55;158.4;4076215863000;41354;7.1;1.0;30.1;3.0;2.8;0.0
18h50m49s;;;1191.7;10.5;;;;;;;76.55;159.4;4077257499000;41354;7.1;1.0;30.2;3.0;2.8;0.0
18h50m50s;;;1191.6;10.5;;;;;;;74.90;160.5;4078299137000;41354;7.0;1.0;30.2;3.0;2.8;0.0
18h50m51s;;;1191.4;10.5;;;;;;;76.55;161.5;4079340773000;41354;7.0;1.0;30.3;3.0;2.8;0.0
18h50m52s;;;1191.6;10.5;;;;;;;76.00;162.6;4080382410000;41354;6.9;1.0;30.4;3.0;2.8;0.0
18h50m53s;;;1191.4;10.5;;;;;;;77.10;163.6;4081424042000;41354;6.9;1.0;30.5;3.0;2.8;0.0
18h50m54s;;;1191.4;10.5;;;;;;;76.00;164.7;4082465686000;41354;6.8;1.0;30.5;3.0;2.8;0.0
18h50m55s;;;1192.0;10.5;;;;;;;77.10;165.7;4083507331000;41354;6.8;1.0;30.5;3.0;2.8;0.0
18h50m56s;;;1191.8;10.5;;;;;;;76.55;166.8;4084548961000;41354;6.8;1.0;30.6;3.0;2.8;0.0
18h50m56s;;;1191.5;10.6;;;;;;;76.00;166.9;4084673957000;41354;6.7;1.0;30.6;3.0;2.8;0.0
18h50m57s;;;1191.7;10.5;;;;;;;76.55;167.9;4085757253000;41354;6.7;1.0;30.6;3.0;2.8;0.0
18h50m58s;;;1191.9;10.5;;;;;;;76.55;169.0;4086798894000;41354;6.6;1.0;30.8;3.0;2.8;0.0
18h50m59s;;;1191.9;10.5;;;;;;;76.55;170.0;4087840532000;41354;6.6;1.0;30.9;3.0;2.8;0.0
18h51m00s;;;1191.9;10.5;;;;;;;76.55;171.1;4088882168000;41354;6.6;1.0;30.9;3.0;2.8;0.0
18h51m02s;;;1191.9;10.5;;;;;;;76.00;172.1;4089923805000;41354;6.6;1.0;31.0;3.0;2.8;0.0
18h51m03s;;;1191.9;10.5;;;;;;;76.00;173.2;4090965446000;41354;6.6;1.0;31.1;3.0;2.8;0.0
18h51m04s;;;1191.7;10.5;;;;;;;76.00;174.2;4092007082000;41354;6.5;1.0;31.1;3.0;2.8;0.0
18h51m05s;;;1191.9;10.5;;;;;;;76.55;175.3;4093048718000;41354;6.5;1.0;31.2;3.0;2.8;0.0
18h51m06s;;;1191.3;10.5;;;;;;;74.90;176.3;4094090354000;41354;6.5;1.0;31.2;3.0;2.8;0.0
18h51m06s;;;1191.5;10.6;;;;;;;75.45;176.4;4094215353000;41354;6.5;1.0;31.2;3.0;2.8;0.0
18h51m07s;;;1191.7;10.5;;;;;;;76.00;177.5;4095298654000;41354;6.5;1.0;31.3;3.0;2.8;0.0
18h51m08s;;;1191.5;10.5;;;;;;;75.45;178.5;4096340291000;41354;6.5;1.0;31.3;3.0;2.8;0.0
18h51m09s;;;1191.9;10.5;;;;;;;76.55;179.6;4097381928000;41354;6.5;1.0;31.4;3.0;2.8;0.0
18h51m10s;;;1191.6;10.5;;;;;;;74.90;180.6;4098423564000;41354;6.5;1.0;31.4;3.0;2.8;0.0
18h51m11s;;;1191.5;10.5;;;;;;;76.55;181.7;4099465202000;41354;6.5;1.0;31.4;3.0;2.8;0.0
18h51m12s;;;1191.1;10.5;;;;;;;76.55;182.7;4100506848000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m13s;;;1191.9;10.5;;;;;;;77.65;183.8;4101548477000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m14s;;;1191.8;10.5;;;;;;;77.65;184.8;4102590114000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m15s;;;1191.6;10.5;;;;;;;75.45;185.8;4103631753000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m15s;;;1191.6;10.6;;;;;;;76.00;186.0;4103756748000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m16s;;;1191.2;10.5;;;;;;;75.45;187.0;4104840049000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m17s;;;1192.0;10.5;;;;;;;76.55;188.1;4105881686000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m18s;;;1191.5;10.5;;;;;;;76.55;189.1;4106923324000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m20s;;;1191.5;10.5;;;;;;;75.45;190.2;4107964960000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m21s;;;1191.4;10.5;;;;;;;76.55;191.2;4109006598000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m22s;;;1191.3;10.6;;;;;;;76.55;192.2;4110048240000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m23s;;;1191.7;10.5;;;;;;;76.55;193.3;4111089873000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m24s;;;1191.8;10.6;;;;;;;76.00;194.3;4112131510000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m25s;;;1191.7;10.6;;;;;;;75.45;195.4;4113173145000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m25s;;;1191.6;10.6;;;;;;;74.90;195.5;4113298144000;41354;6.5;1.0;31.5;3.0;2.8;0.0
18h51m26s;;;1191.7;10.6;;;;;;;76.00;196.6;4114381445000;41354;6.5;1.0;31.5;3.0;2.8;0.0
