HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright
17h11m17s;;;1190.3;10.6;;;;;;;71.05;58.3;2665260062000;41354;11.6;1.0;18.6;3.0;3.1;0.0
17h11m18s;;;1189.7;10.6;;;;;;;71.05;59.4;2666301698000;41354;11.6;1.0;18.5;3.0;3.1;0.0
17h11m18s;;;1190.0;10.6;;;;;;;70.50;59.5;2666468360000;41354;11.6;1.0;18.5;3.0;3.1;0.0
17h11m19s;;;1189.8;10.6;;;;;;;71.05;60.6;2667509994000;41354;11.6;1.0;18.5;3.0;3.1;0.0
17h11m20s;;;1189.6;10.6;;;;;;;69.95;61.6;2668551633000;41354;11.6;1.0;18.5;3.0;3.1;0.0
17h11m21s;;;1189.9;10.6;;;;;;;69.95;62.7;2669593266000;41354;11.8;1.0;18.6;3.0;3.1;0.0
17h11m22s;;;1189.7;10.6;;;;;;;70.50;63.7;2670634902000;41354;11.8;1.0;18.7;3.0;3.1;0.0
17h11m24s;;;1189.7;10.6;;;;;;;69.95;64.7;2671676537000;41354;11.8;1.0;18.9;3.0;3.1;0.0
17h11m25s;;;1189.9;10.6;;;;;;;71.60;65.8;2672718174000;41354;11.8;1.0;18.9;3.0;3.1;0.0
17h11m26s;;;1190.0;10.6;;;;;;;71.60;66.8;2673759810000;41354;11.8;1.0;19.1;3.0;3.1;0.0
17h11m27s;;;1189.8;10.6;;;;;;;69.95;67.9;2674801446000;41354;11.8;1.0;19.2;3.0;3.1;0.0
17h11m28s;;;1189.6;10.6;;;;;;;71.05;68.9;2675843080000;41354;11.8;1.0;19.3;3.0;3.1;0.0
17h11m28s;;;1189.6;10.6;;;;;;;71.05;69.1;2675968078000;41354;11.8;1.0;19.4;3.0;3.1;0.0
17h11m29s;;;1189.7;10.6;;;;;;;71.05;70.1;2677009713000;41354;11.8;1.0;19.5;3.0;3.1;0.0
17h11m30s;;;1189.7;10.6;;;;;;;69.95;71.1;2678051348000;41354;11.6;1.0;19.6;3.0;3.1;0.0
17h11m31s;;;1189.8;10.6;;;;;;;70.50;72.2;2679134649000;41354;11.4;1.0;19.7;3.0;3.1;0.0
17h11m32s;;;1189.4;10.6;;;;;;;69.40;73.2;2680176283000;41354;11.3;1.0;19.7;3.0;3.1;0.0
17h11m33s;;;1190.0;10.6;;;;;;;69.95;74.3;2681217919000;41354;11.3;1.0;19.7;3.0;3.1;0.0
17h11m34s;;;1189.7;10.6;;;;;;;71.05;75.3;2682259554000;41354;11.0;1.0;19.8;3.0;3.1;0.0
17h11m35s;;;1189.9;10.6;;;;;;;71.60;76.4;2683301189000;41354;10.9;1.0;19.8;3.0;3.1;0.0
17h11m36s;;;1189.8;10.6;;;;;;;70.50;77.4;2684342825000;41354;10.9;1.0;19.8;3.0;3.1;0.0
17h11m37s;;;1189.8;10.6;;;;;;;71.60;78.5;2685384465000;41354;10.8;1.0;19.8;3.0;3.1;0.0
17h11m37s;;;1189.5;10.7;;;;;;;71.60;78.6;2685509459000;41354;10.8;1.0;19.8;3.0;3.1;0.0
17h11m38s;;;1189.5;10.6;;;;;;;70.50;79.6;2686551094000;41354;10.8;1.0;19.9;3.0;3.1;0.0
17h11m39s;;;1190.1;10.6;;;;;;;72.15;80.7;2687592730000;41354;10.8;1.0;20.0;3.0;3.1;0.0
17h11m41s;;;1189.5;10.6;;;;;;;69.40;81.7;2688676029000;41354;10.8;1.0;20.1;3.0;3.1;0.0
17h11m42s;;;1189.5;10.6;;;;;;;70.50;82.8;2689717659000;41354;10.7;1.0;20.2;3.0;3.1;0.0
17h11m43s;;;1189.6;10.6;;;;;;;70.50;83.8;2690759300000;41354;10.6;1.0;20.4;3.0;3.1;0.0
17h11m44s;;;1189.5;10.6;;;;;;;69.40;84.9;2691800936000;41354;10.4;1.0;20.5;3.0;3.1;0.0
17h11m45s;;;1189.6;10.6;;;;;;;69.95;85.9;2692842571000;41354;10.3;1.0;20.6;3.0;3.1;0.0
17h11m46s;;;1189.6;10.6;;;;;;;72.15;87.0;2693884207000;41354;10.2;1.0;20.7;3.0;3.1;0.0
17h11m47s;;;1189.5;10.6;;;;;;;71.60;88.0;2694925843000;41354;10.2;1.0;20.8;3.0;3.1;0.0
17h11m47s;;;1189.5;10.7;;;;;;;71.05;88.1;2695050840000;41354;10.2;1.0;20.8;3.0;3.1;0.0
17h11m48s;;;1189.7;10.6;;;;;;;70.50;89.2;2696092474000;41354;10.1;1.0;20.8;3.0;3.1;0.0
17h11m49s;;;1189.7;10.6;;;;;;;70.50;90.2;2697175775000;41354;10.1;1.0;20.9;3.0;3.1;0.0
17h11m50s;;;1190.1;10.6;;;;;;;71.60;91.3;2698217410000;41354;10.0;1.0;21.0;3.0;3.1;0.0
17h11m51s;;;1189.9;10.6;;;;;;;70.50;92.3;2699259046000;41354;10.0;1.0;21.1;3.0;3.1;0.0
17h11m52s;;;1189.4;10.6;;;;;;;72.15;93.4;2700300681000;41354;10.0;1.0;21.1;3.0;3.1;0.0
17h11m53s;;;1189.6;10.6;;;;;;;71.60;94.4;2701342317000;41354;9.9;1.0;21.2;3.0;3.1;0.0
17h11m54s;;;1189.3;10.6;;;;;;;70.50;95.5;2702383958000;41354;9.9;1.0;21.2;3.0;3.1;0.0
17h11m55s;;;1189.7;10.6;;;;;;;69.95;96.5;2703425594000;41354;9.9;1.0;21.2;3.0;3.1;0.0
17h11m56s;;;1190.0;10.6;;;;;;;70.50;97.5;2704467224000;41354;9.8;1.0;21.3;3.0;3.1;0.0
17h11m56s;;;1189.9;10.7;;;;;;;70.50;97.7;2704592222000;41354;9.8;1.0;21.3;3.0;3.1;0.0
17h11m58s;;;1189.9;10.6;;;;;;;71.05;98.7;2705633857000;41354;9.8;1.0;21.3;3.0;3.1;0.0
17h11m59s;;;1189.7;10.6;;;;;;;69.95;99.8;2706675492000;41354;9.8;1.0;21.5;3.0;3.1;0.0
17h12m00s;;;1190.2;10.6;;;;;;;69.95;100.8;2707758793000;41354;9.7;1.0;21.5;3.0;3.1;0.0
17h12m01s;;;1189.6;10.6;;;;;;;71.05;101.9;2708800428000;41354;9.7;1.0;21.6;3.0;3.1;0.0
17h12m02s;;;1189.8;10.6;;;;;;;71.60;102.9;2709842064000;41354;9.6;1.0;21.7;3.0;3.1;0.0
17h12m03s;;;1189.8;10.6;;;;;;;69.95;103.9;2710883699000;41354;9.6;1.0;21.7;3.0;3.1;0.0
17h12m04s;;;1190.1;10.6;;;;;;;69.95;105.0;2711925335000;41354;9.6;1.0;21.7;3.0;3.1;0.0
17h12m05s;;;1189.6;10.6;;;;;;;69.95;106.0;2712966972000;41354;9.6;1.0;21.7;3.0;3.1;0.0
17h12m06s;;;1189.3;10.6;;;;;;;72.15;107.1;2714008607000;41354;9.5;1.0;21.8;3.0;3.1;0.0
17h12m06s;;;1190.0;10.7;;;;;;;69.95;107.2;2714133604000;41354;9.5;1.0;21.8;3.0;3.1;0.0
17h12m07s;;;1189.6;10.6;;;;;;;69.40;108.3;2715175237000;41354;9.5;1.0;21.9;3.0;3.1;0.0
17h12m08s;;;1189.6;10.6;;;;;;;69.95;109.3;2716216874000;41354;9.5;1.0;22.0;3.0;3.1;0.0
17h12m09s;;;1190.0;10.6;;;;;;;72.15;110.4;2717300175000;41354;9.5;1.0;21.9;3.0;3.1;0.0
17h12m10s;;;1189.6;10.6;;;;;;;71.60;111.4;2718341809000;41354;9.5;1.0;21.9;3.0;3.1;0.0
17h12m11s;;;1189.6;10.6;;;;;;;69.95;112.4;2719383447000;41354;9.5;1.0;21.9;3.0;3.1;0.0
17h12m12s;;;1189.7;10.6;;;;;;;70.50;113.5;2720425081000;41354;9.5;1.0;21.9;3.0;3.1;0.0
17h12m13s;;;1189.9;10.6;;;;;;;70.50;114.5;2721466717000;41354;9.5;1.0;21.8;3.0;3.1;0.0
17h12m14s;;;1189.6;10.6;;;;;;;71.05;115.6;2722508353000;41354;9.5;1.0;21.8;3.0;3.1;0.0
17h12m15s;;;1189.5;10.6;;;;;;;71.05;116.6;2723549989000;41354;9.5;1.0;21.8;3.0;3.1;0.0
17h12m16s;;;1189.6;10.7;;;;;;;69.95;116.8;2723674985000;41354;9.5;1.0;21.8;3.0;3.1;0.0
17h12m17s;;;1189.6;10.6;;;;;;;70.50;117.8;2724716621000;41354;9.5;1.0;21.8;3.0;3.1;0.0
17h12m18s;;;1189.8;10.6;;;;;;;71.60;118.8;2725758256000;41354;9.5;1.0;21.7;3.0;3.1;0.0
17h12m19s;;;1189.8;10.6;;;;;;;68.85;119.9;2726841555000;41354;9.5;1.0;21.7;3.0;3.1;0.0
17h12m20s;;;1189.8;10.6;;;;;;;71.05;120.9;2727883191000;41354;9.5;1.0;21.7;3.0;3.1;0.0
17h12m21s;;;1189.8;10.6;;;;;;;69.95;122.0;2728924827000;41354;9.5;1.0;21.7;3.0;3.1;0.0
17h12m22s;;;1190.0;10.6;;;;;;;71.05;123.0;2729966462000;41354;9.5;1.0;21.7;3.0;3.1;0.0
17h12m23s;;;1189.8;10.6;;;;;;;70.50;124.1;2731008099000;41354;9.5;1.0;21.7;3.0;3.1;0.0
17h12m24s;;;1189.5;10.6;;;;;;;70.50;125.1;2732049735000;41354;9.5;1.0;21.7;3.0;3.1;0.0
17h12m25s;;;1189.7;10.6;;;;;;;69.95;126.2;2733091369000;41354;9.6;1.0;21.6;3.0;3.1;0.0
17h12m25s;;;1189.6;10.7;;;;;;;69.95;126.3;2733216366000;41354;9.6;1.0;21.6;3.0;3.1;0.0
17h12m26s;;;1189.9;10.6;;;;;;;71.05;127.3;2734258001000;41354;9.8;1.0;21.5;3.0;3.1;0.0
17h12m27s;;;1189.4;10.6;;;;;;;69.40;128.4;2735299639000;41354;9.8;1.0;21.4;3.0;3.1;0.0
17h12m28s;;;1189.5;10.6;;;;;;;71.05;129.4;2736341272000;41354;9.9;1.0;21.3;3.0;3.1;0.0
17h12m29s;;;1189.8;10.6;;;;;;;70.50;130.5;2737424575000;41354;10.0;1.0;21.3;3.0;3.1;0.0
17h12m30s;;;1189.5;10.6;;;;;;;71.60;131.5;2738466209000;41354;10.0;1.0;21.1;3.0;3.1;0.0
17h12m31s;;;1189.7;10.6;;;;;;;72.15;132.6;2739507846000;41354;10.0;1.0;21.0;3.0;3.1;0.0
17h12m32s;;;1189.6;10.6;;;;;;;69.40;133.6;2740549480000;41354;10.0;1.0;20.8;3.0;3.1;0.0
17h12m33s;;;1189.7;10.6;;;;;;;71.60;134.7;2741591116000;41354;10.0;1.0;20.6;3.0;3.1;0.0
17h12m34s;;;1189.7;10.6;;;;;;;71.05;135.7;2742632753000;41354;10.0;1.0;20.6;3.0;3.1;0.0
17h12m35s;;;1189.5;10.7;;;;;;;69.40;135.8;2742757750000;41354;10.0;1.0;20.6;3.0;3.1;0.0
17h12m36s;;;1189.3;10.6;;;;;;;71.05;136.9;2743799384000;41354;10.0;1.0;20.5;3.0;3.1;0.0
17h12m37s;;;1190.1;10.6;;;;;;;71.05;137.9;2744841020000;41354;10.0;1.0;20.6;3.0;3.1;0.0
17h12m38s;;;1189.8;10.6;;;;;;;69.40;139.0;2745924320000;41354;9.9;1.0;20.8;3.0;3.1;0.0
17h12m39s;;;1189.7;10.7;;;;;;;71.60;140.0;2746965955000;41354;9.9;1.0;20.9;3.0;3.1;0.0
17h12m40s;;;1189.6;10.7;;;;;;;70.50;141.1;2748007591000;41354;9.8;1.0;21.0;3.0;3.1;0.0
17h12m41s;;;1189.7;10.7;;;;;;;70.50;142.1;2749049226000;41354;9.8;1.0;21.1;3.0;3.1;0.0
17h12m42s;;;1189.4;10.6;;;;;;;72.15;143.2;2750090861000;41354;9.8;1.0;21.2;3.0;3.1;0.0
17h12m43s;;;1190.0;10.7;;;;;;;71.60;144.2;2751132499000;41354;9.8;1.0;21.3;3.0;3.1;0.0
17h12m44s;;;1190.1;10.7;;;;;;;70.50;145.3;2752174133000;41354;9.8;1.0;21.3;3.0;3.1;0.0
17h12m44s;;;1189.5;10.7;;;;;;;69.40;145.4;2752299132000;41354;9.8;1.0;21.3;3.0;3.1;0.0
17h12m45s;;;1189.3;10.6;;;;;;;69.95;146.4;2753340765000;41354;9.8;1.0;21.3;3.0;3.1;0.0
17h12m46s;;;1189.7;10.7;;;;;;;72.15;147.5;2754424066000;41354;9.8;1.0;21.4;3.0;3.1;0.0
17h12m47s;;;1189.5;10.7;;;;;;;69.40;148.5;2755465702000;41354;9.8;1.0;21.4;3.0;3.1;0.0
17h12m48s;;;1189.9;10.7;;;;;;;71.60;149.6;2756507339000;41354;9.8;1.0;21.4;3.0;3.1;0.0
17h12m49s;;;1190.0;10.7;;;;;;;71.05;150.6;2757548973000;41354;9.7;1.0;21.4;3.0;3.1;0.0
17h12m50s;;;1189.6;10.7;;;;;;;69.95;151.7;2758590609000;41354;9.7;1.0;21.5;3.0;3.1;0.0
17h12m51s;;;1189.3;10.7;;;;;;;69.95;152.7;2759632246000;41354;9.7;1.0;21.4;3.0;3.1;0.0
17h12m53s;;;1189.6;10.7;;;;;;;71.05;153.7;2760673882000;41354;9.7;1.0;21.0;3.0;3.1;0.0
17h12m54s;;;1189.3;10.7;;;;;;;70.50;154.8;2761715517000;41354;9.7;1.0;21.0;3.0;3.1;0.0
17h12m54s;;;1189.6;10.7;;;;;;;71.60;154.9;2761840514000;41354;9.7;1.0;21.0;3.0;3.1;0.0
17h12m55s;;;1189.5;10.7;;;;;;;69.95;156.0;2762882149000;41354;9.7;1.0;20.9;3.0;3.1;0.0
17h12m56s;;;1189.7;10.7;;;;;;;69.95;157.0;2763923784000;41354;9.7;1.0;20.4;3.0;3.1;0.0
17h12m57s;;;1189.7;10.7;;;;;;;70.50;158.1;2765007085000;41354;9.7;1.0;19.6;3.0;3.1;0.0
17h12m58s;;;1190.0;10.7;;;;;;;69.95;159.1;2766048719000;41354;9.8;1.0;19.1;3.0;3.1;0.0
17h12m59s;;;1189.6;10.7;;;;;;;71.60;160.2;2767090354000;41354;9.8;1.0;18.6;3.0;3.1;0.0
17h13m00s;;;1189.5;10.7;;;;;;;70.50;161.2;2768131991000;41354;9.8;1.0;17.7;3.0;3.1;0.0
17h13m01s;;;1190.0;10.7;;;;;;;70.50;162.2;2769173626000;41354;10.1;1.0;16.0;3.0;3.1;0.0
17h13m02s;;;1189.8;10.7;;;;;;;72.15;163.3;2770215261000;41354;10.8;1.0;15.2;3.0;3.1;0.0
17h13m03s;;;1189.2;10.7;;;;;;;70.50;164.3;2771256897000;41354;11.3;1.0;15.0;3.0;3.1;0.0
17h13m03s;;;1189.6;10.7;;;;;;;71.05;164.5;2771423565000;41354;11.3;1.0;15.0;3.0;3.1;0.0
17h13m04s;;;1190.0;10.7;;;;;;;72.70;165.5;2772465195000;41354;11.9;1.0;13.9;3.0;3.1;0.0
17h13m05s;;;1189.8;10.7;;;;;;;71.05;166.6;2773506831000;41354;13.1;1.0;12.4;3.0;3.1;0.0
17h13m06s;;;1189.9;10.7;;;;;;;71.05;167.6;2774548461000;41354;14.0;1.0;11.7;3.0;3.1;0.0
17h13m07s;;;1189.9;10.7;;;;;;;71.60;168.7;2775590101000;41354;14.8;1.0;11.3;3.0;3.1;0.0
17h13m08s;;;1189.7;10.7;;;;;;;69.95;169.7;2776631738000;41354;15.1;1.0;10.7;3.0;3.1;0.0
17h13m10s;;;1189.5;10.7;;;;;;;72.15;170.7;2777673374000;41354;15.5;1.0;10.1;3.0;3.1;0.0
17h13m11s;;;1189.9;10.7;;;;;;;71.60;171.8;2778715010000;41354;15.5;1.0;9.7;3.0;3.1;0.0
17h13m12s;;;1189.9;10.7;;;;;;;71.05;172.8;2779756646000;41354;15.5;1.0;9.4;3.0;3.1;0.0
17h13m13s;;;1189.9;10.7;;;;;;;72.15;173.9;2780798282000;41354;15.5;1.0;9.6;3.0;3.1;0.0
17h13m13s;;;1190.2;10.7;;;;;;;71.05;174.5;2781381598000;41354;15.5;1.0;9.6;2.8;3.0;0.0
17h13m14s;;;1181.2;10.7;;;;;;;71.05;175.5;2782423236000;41354;11.5;1.0;17.4;2.8;3.0;0.0
17h13m15s;;;1138.9;10.6;;;;;;;72.15;176.5;2783464867000;41354;11.4;1.0;18.3;2.8;3.0;0.0
17h13m16s;;;1087.9;10.6;;;;;;;70.50;177.6;2784506504000;41354;9.3;1.0;22.4;2.8;3.0;0.0
17h13m17s;;;1038.3;10.5;;;;;;;71.60;178.6;2785548138000;41354;9.1;1.0;22.5;2.8;3.0;0.0
17h13m18s;;;1031.1;10.5;;;;;;;70.50;179.7;2786589775000;29992;1.5;1.0;180.8;2.8;3.0;0.0
17h13m20s;;;1031.1;10.5;;;;;;;72.15;180.7;2787673075000;20225;1.5;1.0;220.5;2.8;3.0;0.0
17h13m21s;;;1031.3;10.5;;;;;;;72.15;181.8;2788714711000;16513;1.5;1.0;243.3;2.8;3.0;0.0
17h13m22s;;;1031.2;10.5;;;;;;;71.60;182.8;2789756346000;14848;1.5;1.0;213.3;2.8;3.0;0.0
17h13m23s;;;1031.3;10.5;;;;;;;71.05;183.9;2790797981000;27649;1.5;1.0;140.8;2.8;3.0;0.0
17h13m24s;;;1031.4;10.5;;;;;;;72.70;185.4;2792297939000;29992;1.8;1.0;106.0;1.1;1.6;0.0
17h13m25s;;;1031.4;10.5;;;;;;;72.15;186.4;2793339573000;29992;1.9;1.0;97.0;1.1;1.6;0.0
17h13m26s;;;1031.0;10.5;;;;;;;72.15;187.5;2794381210000;41354;2.8;1.0;62.6;1.1;1.6;0.0
17h13m27s;;;1030.6;10.5;;;;;;;71.05;188.5;2795422848000;31912;2.0;1.0;106.0;1.1;1.6;0.0
17h13m28s;;;1031.3;10.5;;;;;;;70.50;189.5;2796464481000;29992;1.6;1.0;120.5;1.1;1.6;0.0
17h13m29s;;;1030.6;10.5;;;;;;;71.60;190.6;2797506116000;29992;1.6;1.0;120.8;1.1;1.6;0.0
17h13m30s;;;1031.4;10.5;;;;;;;71.05;191.6;2798589418000;29992;1.6;1.0;120.1;1.1;1.6;0.0
17h13m31s;;;1031.0;10.6;;;;;;;71.05;192.7;2799631051000;29992;1.8;1.0;79.4;1.1;1.6;0.0
17h13m33s;;;1031.0;10.6;;;;;;;73.25;193.7;2800672684000;41354;6.5;1.0;57.5;1.1;1.6;0.0
17h13m34s;;;1031.1;10.6;;;;;;;72.70;194.8;2801714323000;41354;7.4;1.0;13.0;1.1;1.6;0.0
17h13m34s;;;1031.0;10.6;;;;;;;71.05;195.4;2802339305000;41354;15.1;1.0;8.5;0.7;1.4;0.0
17h13m35s;;;1030.7;10.6;;;;;;;72.70;196.4;2803380943000;40705;2.0;2.5;120.2;0.7;1.4;0.0
17h13m36s;;;1030.8;10.6;;;;;;;71.05;197.5;2804422578000;29555;1.5;1.0;94.6;0.7;1.4;0.0
17h13m37s;;;1031.2;10.6;;;;;;;71.05;198.5;2805464213000;41354;15.5;1.0;0.1;0.7;1.4;0.0
17h13m38s;;;1030.9;10.6;;;;;;;73.25;199.6;2806505849000;41354;15.8;1.0;1.7;0.7;1.4;0.0
17h13m39s;;;1031.3;10.6;;;;;;;72.15;200.6;2807547484000;15271;1.5;2.5;180.8;0.7;1.4;0.0
17h13m40s;;;1030.8;10.6;;;;;;;71.60;201.7;2808589120000;23203;1.5;1.0;176.0;0.7;1.4;0.0
17h13m42s;;;1031.1;10.6;;;;;;;73.25;202.7;2809630754000;23006;1.5;1.0;176.9;0.7;1.4;0.0
17h13m43s;;;1030.8;10.6;;;;;;;72.15;203.8;2810714054000;23006;1.5;1.0;176.3;0.7;1.4;0.0
17h13m44s;;;1030.9;10.6;;;;;;;72.15;204.8;2811755690000;23006;1.5;1.0;177.0;0.7;1.4;0.0
17h13m44s;;;1031.2;10.6;;;;;;;72.15;205.4;2812339007000;22794;1.5;1.0;142.8;1.3;1.7;0.0
17h13m45s;;;1030.7;10.6;;;;;;;72.15;206.5;2813380647000;28369;1.5;1.0;139.3;1.3;1.7;0.0
