HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright;TStamp2;ExpTime2;AnG2;DiG2;Lux2;RedG2;BlueG2;Bright2
15h52m47s;48.41928;-4.46934;1003.0;21.7;1203;1605;1067;;;;79.30;12.7;4081684514000;1125;1.0;1.0;2427.8;1.4;1.7;0.0;4081679267000;1036;1.0;1.0;2567.6;1.4;1.7;0.0
15h52m49s;48.41928;-4.46933;1003.2;21.7;1463;2059;1248;;;;79.85;13.8;4082726010000;932;1.0;1.0;3428.2;1.4;1.7;0.0;4082720758000;843;1.0;1.0;3775.6;1.4;1.7;0.0
15h52m50s;48.41928;-4.46932;1002.6;21.7;1327;1914;1198;;;;78.75;14.8;4083767506000;1021;1.0;1.0;3029.9;1.4;1.7;0.0;4083803908000;903;1.0;1.0;3269.1;1.4;1.7;0.0
15h52m51s;48.41928;-4.46932;1002.8;21.7;1034;1587;996;;;;79.30;15.9;4084850663000;1303;1.0;1.0;2363.5;1.4;1.7;0.0;4084845401000;1214;1.0;1.0;2495.9;1.4;1.7;0.0
15h52m52s;48.41929;-4.46933;1002.8;21.7;1008;1572;984;;;;80.40;16.9;4085892158000;1362;1.0;1.0;2331.7;1.4;1.7;0.0;4085886892000;1273;1.0;1.0;2406.5;1.4;1.7;0.0
15h52m53s;48.41929;-4.46933;1008.1;21.7;147;621;744;;;;78.75;18.0;4086933654000;2992;1.0;1.0;340.5;1.4;1.7;0.0;4086928385000;5629;1.0;1.0;342.7;1.4;1.7;0.0
15h52m54s;48.41929;-4.46934;1015.6;21.4;121;542;536;;;;79.30;19.0;4087975149000;11125;1.5;1.0;352.8;1.4;1.7;0.0;4087969875000;10814;1.5;1.0;357.8;1.4;1.7;0.0
15h52m59s;48.41931;-4.46935;1055.2;20.2;111;531;512;;;;80.40;24.1;4093015995000;10177;1.5;1.0;375.8;7.9;1.1;0.0;4093052357000;9999;1.4;1.0;382.3;7.9;1.1;0.0
15h53m00s;48.41932;-4.46937;1055.7;20.0;109;533;515;;;;80.95;25.1;4094099151000;10236;1.5;1.0;380.9;7.9;1.1;0.0;4094093848000;9999;1.5;1.0;385.0;7.9;1.1;0.0
15h53m01s;;;1054.9;19.8;119;535;509;;;;81.50;26.2;4095140646000;10399;1.5;1.0;364.9;7.9;1.1;0.0;4095135341000;9999;1.5;1.0;369.3;7.9;1.1;0.0
15h53m02s;;;1055.3;19.7;113;521;491;;;;83.15;27.2;4096182144000;10206;1.5;1.0;348.3;7.9;1.1;0.0;4096176834000;9999;1.4;1.0;366.2;7.9;1.1;0.0
15h53m03s;;;1055.5;19.6;112;526;501;;;;82.05;28.3;4097223641000;9999;1.3;1.0;362.5;7.9;1.1;0.0;4097218325000;9999;1.2;1.0;372.1;7.9;1.1;0.0
15h53m04s;;;1057.6;19.5;112;527;508;;;;82.05;29.3;4098265138000;9999;1.2;1.0;367.3;7.9;1.1;0.0;4098259816000;9999;1.1;1.0;382.5;7.9;1.1;0.0
15h53m05s;;;1067.3;19.4;110;534;517;;;;83.15;30.4;4099306634000;9999;1.3;1.0;378.0;7.9;1.1;0.0;4099342968000;9999;1.3;1.0;394.6;7.9;1.1;0.0
15h53m06s;;;1080.8;19.3;102;530;523;;;;82.05;31.4;4100389790000;9999;1.3;1.0;392.8;7.9;1.1;0.0;4100384462000;9999;1.3;1.0;405.9;7.9;1.1;0.0
15h53m07s;;;1087.3;19.2;104;535;528;;;;81.50;32.5;4101431288000;9999;1.2;1.0;411.6;7.9;1.1;0.0;4101425955000;9999;1.2;1.0;425.9;7.9;1.1;0.0
15h53m08s;;;1093.7;19.1;113;552;539;;;;81.50;33.5;4102472785000;9999;1.2;1.0;417.1;7.9;1.1;0.0;4102467448000;9999;1.1;1.0;430.1;7.9;1.1;0.0
15h53m13s;;;1115.2;18.7;104;537;529;;;;83.15;38.6;4107555291000;9999;1.4;1.0;380.6;7.9;1.1;0.0;4107549929000;9999;1.4;1.0;393.0;7.9;1.1;0.0
15h53m14s;;;1120.3;18.6;101;537;529;;;;83.15;39.6;4108596789000;9999;1.3;1.0;387.6;7.9;1.1;0.0;4108591422000;9999;1.3;1.0;398.2;7.9;1.1;0.0
15h53m15s;;;1126.3;18.6;103;544;535;;;;83.15;40.7;4109638289000;9999;1.3;1.0;393.1;7.9;1.1;0.0;4109632916000;9999;1.2;1.0;402.5;7.9;1.1;0.0
15h53m16s;;;1128.2;18.6;102;544;536;;;;82.05;41.7;4110679784000;9999;1.2;1.0;398.7;7.9;1.1;0.0;4110674410000;9999;1.2;1.0;408.1;7.9;1.1;0.0
15h53m18s;;;1133.5;18.5;101;546;538;;;;84.25;42.8;4111721283000;9999;1.2;1.0;401.3;7.9;1.1;0.0;4111757561000;9999;1.2;1.0;407.6;7.9;1.1;0.0
15h53m19s;;;1141.6;18.5;103;546;540;;;;83.70;43.8;4112804441000;9999;1.2;1.0;395.9;7.9;1.1;0.0;4112799056000;9999;1.2;1.0;404.9;7.9;1.1;0.0
15h53m20s;;;1145.5;18.5;102;550;541;;;;84.25;44.9;4113845937000;9999;1.2;1.0;395.4;7.9;1.1;0.0;4113840548000;9999;1.2;1.0;404.6;7.9;1.1;0.0
15h53m21s;;;1144.8;18.4;104;552;544;;;;83.70;45.9;4114887437000;9999;1.2;1.0;400.7;7.9;1.1;0.0;4114882042000;9999;1.2;1.0;409.6;7.9;1.1;0.0
15h53m22s;;;1144.7;18.4;102;552;544;;;;83.15;47.0;4115928935000;9999;1.2;1.0;409.4;7.9;1.1;0.0;4115923537000;9999;1.2;1.0;417.4;7.9;1.1;0.0
15h53m23s;;;1144.3;18.4;104;553;547;;;;83.70;48.0;4116970430000;9999;1.2;1.0;403.0;7.9;1.1;0.0;4117006687000;9999;1.2;1.0;409.7;7.9;1.1;0.0
15h53m28s;;;1171.7;18.3;102;557;548;;;;84.80;53.1;4122052940000;9999;1.2;1.0;409.4;7.9;1.2;0.0;4122047516000;9999;1.1;1.0;417.2;7.9;1.2;0.0
15h53m29s;;;1178.7;18.2;101;558;551;;;;83.15;54.1;4123094438000;9999;1.1;1.0;413.1;7.9;1.2;0.0;4123089008000;9999;1.1;1.0;420.7;7.9;1.2;0.0
15h53m30s;;;1179.7;18.2;102;558;551;;;;84.25;55.2;4124135937000;9999;1.1;1.0;415.3;7.9;1.2;0.0;4124130503000;9999;1.1;1.0;423.0;7.9;1.2;0.0
15h53m31s;;;1184.8;18.2;101;561;553;;;;83.70;56.2;4125177436000;9999;1.1;1.0;422.1;7.9;1.2;0.0;4125171996000;9999;1.1;1.0;429.5;7.9;1.2;0.0
15h53m32s;;;1186.0;18.2;101;560;555;;;;83.70;57.3;4126218932000;9999;1.1;1.0;423.1;7.9;1.2;0.0;4126255149000;9999;1.1;1.0;430.7;7.9;1.2;0.0
15h53m33s;;;1187.3;18.2;102;565;556;;;;84.80;58.3;4127302092000;9999;1.1;1.0;411.5;7.9;1.2;0.0;4127296642000;9999;1.1;1.0;418.9;7.9;1.2;0.0
15h53m34s;;;1187.2;18.2;103;568;558;;;;83.70;59.4;4128343588000;9999;1.1;1.0;414.5;7.9;1.2;0.0;4128338137000;9999;1.1;1.0;422.6;7.9;1.2;0.0
15h53m35s;;;1187.2;18.1;106;575;564;;;;83.15;60.4;4129385087000;9999;1.1;1.0;422.6;7.9;1.2;0.0;4129379630000;9999;1.1;1.0;432.6;7.9;1.2;0.0
15h53m36s;;;1187.4;18.1;104;570;561;;;;84.80;61.5;4130426584000;9999;1.1;1.0;439.2;7.9;1.2;0.0;4130421123000;9999;1.1;1.0;447.7;7.9;1.2;0.0
15h53m37s;;;1188.6;18.1;103;573;564;;;;83.70;62.5;4131468084000;9999;1.1;1.0;444.0;7.9;1.2;0.0;4131462617000;9999;1.1;1.0;452.2;7.9;1.2;0.0
15h53m42s;;;1187.2;18.1;106;583;571;;;;85.35;67.6;4136592253000;9999;1.1;1.0;433.6;7.9;1.2;0.0;4136586765000;9999;1.1;1.0;441.2;7.9;1.2;0.0
15h53m43s;;;1187.1;18.1;104;576;569;;;;83.15;68.7;4137633755000;9999;1.1;1.0;428.9;7.9;1.2;0.0;4137628258000;9999;1.1;1.0;438.6;7.9;1.2;0.0
15h53m44s;;;1186.9;18.1;105;579;568;;;;84.25;69.7;4138675250000;9999;1.1;1.0;422.6;7.9;1.2;0.0;4138711410000;9999;1.1;1.0;427.9;7.9;1.2;0.0
15h53m46s;;;1187.4;18.1;105;581;570;;;;84.80;70.8;4139758410000;9999;1.1;1.0;423.0;7.9;1.2;0.0;4139752905000;9999;1.1;1.0;430.6;7.9;1.2;0.0
15h53m47s;;;1187.5;18.1;109;590;579;;;;82.05;71.8;4140799908000;9999;1.1;1.0;429.1;7.9;1.2;0.0;4140794400000;9999;1.1;1.0;436.7;7.9;1.2;0.0
15h53m48s;;;1188.4;18.1;106;584;574;;;;85.90;72.9;4141841406000;9999;1.0;1.0;441.8;7.9;1.2;0.0;4141835893000;9999;1.0;1.0;449.1;7.9;1.2;0.0
15h53m49s;;;1187.7;18.1;107;586;576;;;;84.25;73.9;4142882904000;9999;1.1;1.0;445.5;7.9;1.2;0.0;4142919039000;9999;1.0;1.0;454.3;7.9;1.2;0.0
15h53m50s;;;1188.3;18.1;105;586;576;;;;83.70;75.0;4143966064000;9999;1.1;1.0;453.6;7.9;1.2;0.0;4143960540000;9999;1.0;1.0;461.5;7.9;1.2;0.0
15h53m51s;;;1188.4;18.1;105;586;577;;;;84.80;76.0;4145007561000;9999;1.1;1.0;455.3;7.9;1.2;0.0;4145002034000;9999;1.0;1.0;463.1;7.9;1.2;0.0
15h53m52s;;;1189.6;18.1;105;586;577;;;;84.25;77.1;4146049058000;9999;1.0;1.0;454.4;7.9;1.2;0.0;4146043530000;9999;1.0;1.0;460.5;7.9;1.2;0.0
15h53m57s;;;1192.8;18.1;108;592;580;;;;85.35;82.2;4151173230000;9999;1.1;1.0;424.8;7.9;1.2;0.0;4151167677000;9999;1.1;1.0;431.0;7.9;1.2;0.0
15h53m58s;;;1192.7;18.1;108;592;580;;;;83.70;83.2;4152214729000;9999;1.1;1.0;425.2;7.9;1.2;0.0;4152209174000;9999;1.1;1.0;432.6;7.9;1.2;0.0
15h53m59s;;;1193.4;18.1;108;592;582;;;;84.25;84.3;4153256228000;9999;1.1;1.0;429.0;7.9;1.2;0.0;4153250668000;9999;1.1;1.0;436.0;7.9;1.2;0.0
15h54m00s;;;1193.2;18.1;108;593;584;;;;83.15;85.3;4154297726000;9999;1.0;1.0;426.8;7.9;1.2;0.0;4154292159000;9999;1.1;1.0;434.0;7.9;1.2;0.0
15h54m01s;;;1192.6;18.1;109;594;580;;;;84.80;86.4;4155380885000;9999;1.1;1.0;422.0;7.9;1.2;0.0;4155375312000;9999;1.1;1.0;435.3;7.9;1.2;0.0
15h54m02s;;;1192.6;18.0;110;594;581;;;;84.80;87.4;4156422383000;9999;1.1;1.0;423.9;7.9;1.2;0.0;4156416806000;9999;1.1;1.0;434.3;7.9;1.2;0.0
15h54m03s;;;1193.0;18.0;110;594;581;;;;85.35;88.5;4157463883000;9999;1.1;1.0;422.3;7.9;1.2;0.0;4157458300000;9999;1.1;1.0;435.1;7.9;1.2;0.0
15h54m04s;;;1192.1;18.1;110;595;582;;;;81.50;89.5;4158505383000;9999;1.1;1.0;422.4;7.9;1.2;0.0;4158499796000;9999;1.1;1.0;434.6;7.9;1.2;0.0
15h54m05s;;;1192.5;18.0;110;595;583;;;;83.70;90.6;4159546880000;9999;1.1;1.0;422.9;7.9;1.2;0.0;4159541287000;9999;1.1;1.0;434.9;7.9;1.2;0.0
15h54m06s;;;1192.7;18.0;110;596;583;;;;84.25;91.6;4160588380000;9999;1.1;1.0;423.3;7.9;1.2;0.0;4160582784000;9999;1.1;1.0;435.4;7.9;1.2;0.0
15h54m12s;;;1192.7;18.0;110;597;585;;;;82.60;96.7;4165712552000;9999;1.1;1.0;429.6;7.9;1.1;0.0;4165706940000;9999;1.1;1.0;437.0;7.9;1.1;0.0
15h54m13s;;;1192.1;18.1;110;598;585;;;;83.70;97.8;4166754049000;9999;1.1;1.0;430.0;7.9;1.1;0.0;4166748428000;9999;1.1;1.0;437.3;7.9;1.1;0.0
15h54m14s;;;1193.1;18.1;109;597;584;;;;83.70;98.8;4167795550000;9999;1.1;1.0;431.0;7.9;1.1;0.0;4167789920000;9999;1.1;1.0;438.3;7.9;1.1;0.0
15h54m15s;;;1193.6;18.1;109;597;584;;;;84.25;99.9;4168837047000;9999;1.1;1.0;431.7;7.9;1.1;0.0;4168873074000;9999;1.1;1.0;441.2;7.9;1.1;0.0
15h54m16s;;;1192.5;18.1;109;596;584;;;;83.15;100.9;4169920205000;9999;1.1;1.0;433.0;7.9;1.1;0.0;4169914569000;9999;1.1;1.0;439.1;7.9;1.1;0.0
15h54m17s;;;1192.7;18.1;109;595;583;;;;84.25;102.0;4170961704000;9999;1.1;1.0;433.4;7.9;1.1;0.0;4170956062000;9999;1.1;1.0;440.6;7.9;1.1;0.0
15h54m18s;;;1192.9;18.1;108;594;582;;;;83.70;103.0;4172003204000;9999;1.1;1.0;436.0;7.9;1.1;0.0;4171997557000;9999;1.1;1.0;443.3;7.9;1.1;0.0
15h54m19s;;;1192.9;18.1;108;593;581;;;;84.80;104.1;4173044700000;9999;1.1;1.0;436.0;7.9;1.1;0.0;4173039052000;9999;1.1;1.0;443.2;7.9;1.1;0.0
15h54m20s;;;1192.8;18.1;108;593;581;;;;83.15;105.1;4174086198000;9999;1.1;1.0;435.3;7.9;1.1;0.0;4174122203000;9999;1.1;1.0;444.4;7.9;1.1;0.0
15h54m21s;;;1192.9;18.1;108;593;581;;;;83.15;106.2;4175169357000;9999;1.1;1.0;435.0;7.9;1.1;0.0;4175163697000;9999;1.1;1.0;442.1;7.9;1.1;0.0
15h54m26s;;;1193.7;18.1;108;592;580;;;;83.70;111.3;4180293532000;9999;1.1;1.0;428.5;7.9;1.2;0.0;4180287849000;9999;1.1;1.0;435.9;7.9;1.2;0.0
15h54m27s;;;1193.6;18.1;108;591;580;;;;84.25;112.4;4181335031000;9999;1.1;1.0;428.0;7.9;1.2;0.0;4181329344000;9999;1.1;1.0;437.3;7.9;1.2;0.0
15h54m28s;;;1193.4;18.1;108;591;580;;;;84.25;113.4;4182376529000;9999;1.2;1.0;428.4;7.9;1.2;0.0;4182370839000;9999;1.1;1.0;436.0;7.9;1.2;0.0
15h54m29s;;;1193.4;18.1;107;591;580;;;;83.15;114.5;4183418029000;9999;1.2;1.0;430.4;7.9;1.2;0.0;4183412333000;9999;1.1;1.0;438.1;7.9;1.2;0.0
15h54m30s;;;1193.3;18.1;107;590;580;;;;83.15;115.5;4184459528000;9999;1.2;1.0;429.1;7.9;1.2;0.0;4184495486000;9999;1.1;1.0;436.8;7.9;1.2;0.0
15h54m31s;;;1192.7;18.1;108;590;579;;;;84.80;116.6;4185542684000;9999;1.2;1.0;425.2;7.9;1.2;0.0;4185536979000;9999;1.2;1.0;432.8;7.9;1.2;0.0
15h54m32s;;;1192.6;18.1;108;589;578;;;;84.25;117.6;4186584183000;9999;1.2;1.0;423.7;7.9;1.2;0.0;4186578472000;9999;1.2;1.0;433.5;7.9;1.2;0.0
15h54m33s;;;1193.6;18.1;105;586;580;;;;85.35;118.7;4187625681000;9999;1.2;1.0;437.5;7.9;1.2;0.0;4187619967000;9999;1.2;1.0;443.7;7.9;1.2;0.0
15h54m34s;;;1194.1;18.1;107;594;589;;;;84.25;119.7;4188667182000;9999;1.1;1.0;438.4;7.9;1.2;0.0;4188661462000;9999;1.1;1.0;446.1;7.9;1.2;0.0
15h54m36s;;;1193.8;18.1;107;594;588;;;;83.70;120.7;4189708681000;9999;1.1;1.0;441.6;7.9;1.2;0.0;4189702975000;9999;1.1;1.0;447.9;7.9;1.2;0.0
15h54m41s;;;1192.1;18.1;106;591;582;;;;85.35;125.9;4194916173000;9999;1.1;1.0;429.7;7.9;1.2;0.0;4194910428000;9999;1.1;1.0;437.5;7.9;1.2;0.0
15h54m42s;;;1187.6;18.1;107;591;584;;;;84.80;127.0;4195957671000;9999;1.2;1.0;428.1;7.9;1.2;0.0;4195951920000;9999;1.2;1.0;436.1;7.9;1.2;0.0
15h54m43s;;;1185.4;18.1;105;586;577;;;;83.70;128.0;4196999171000;9999;1.2;1.0;434.3;7.9;1.2;0.0;4196993413000;9999;1.2;1.0;441.5;7.9;1.2;0.0
15h54m44s;;;1188.0;18.1;105;582;575;;;;83.70;129.1;4198040669000;9999;1.1;1.0;431.6;7.9;1.2;0.0;4198034912000;9999;1.1;1.0;438.9;7.9;1.2;0.0
15h54m45s;;;1187.4;18.1;107;585;575;;;;85.35;130.2;4199123829000;9999;1.2;1.0;423.3;7.9;1.2;0.0;4199118062000;9999;1.2;1.0;428.7;7.9;1.2;0.0
15h54m46s;;;1187.7;18.1;107;586;574;;;;85.35;131.2;4200165328000;9999;1.2;1.0;421.5;7.9;1.2;0.0;4200159557000;9999;1.2;1.0;428.7;7.9;1.2;0.0
15h54m47s;;;1188.4;18.0;106;585;576;;;;84.25;132.2;4201206827000;9999;1.2;1.0;427.4;7.9;1.2;0.0;4201367689000;9999;1.2;1.0;435.3;7.9;1.2;0.0
15h54m48s;;;1188.7;18.0;106;584;576;;;;84.80;133.4;4202414964000;9999;1.1;1.0;429.2;7.9;1.2;0.0;4202409183000;9999;1.2;1.0;436.4;7.9;1.2;0.0
15h54m49s;;;1188.5;18.0;106;584;576;;;;83.70;134.5;4203456464000;9999;1.1;1.0;428.6;7.9;1.2;0.0;4203450678000;9999;1.2;1.0;435.8;7.9;1.2;0.0
15h54m50s;;;1188.8;18.0;106;585;577;;;;84.80;135.5;4204497961000;9999;1.1;1.0;427.8;7.9;1.2;0.0;4204492171000;9999;1.2;1.0;435.2;7.9;1.2;0.0
15h54m55s;;;1189.8;18.0;105;586;579;;;;84.25;140.6;4209622137000;9999;1.1;1.0;435.1;7.9;1.2;0.0;4209616323000;9999;1.2;1.0;440.5;7.9;1.2;0.0
15h54m56s;;;1190.1;18.0;106;585;578;;;;85.35;141.7;4210663635000;9999;1.2;1.0;430.3;7.9;1.2;0.0;4210657816000;9999;1.2;1.0;437.5;7.9;1.2;0.0
15h54m57s;;;1189.7;18.0;106;588;581;;;;84.25;142.7;4211705133000;9999;1.2;1.0;431.4;7.9;1.2;0.0;4211699312000;9999;1.2;1.0;438.6;7.9;1.2;0.0
15h54m59s;;;1190.3;18.0;106;587;579;;;;85.90;143.8;4212746633000;9999;1.2;1.0;430.2;7.9;1.2;0.0;4212740805000;9999;1.2;1.0;437.0;7.9;1.2;0.0
15h55m00s;;;1189.9;18.0;106;589;582;;;;85.35;144.8;4213788131000;9999;1.2;1.0;432.1;7.9;1.2;0.0;4213782301000;9999;1.2;1.0;438.9;7.9;1.2;0.0
15h55m01s;;;1190.9;18.0;106;588;581;;;;84.80;145.9;4214829630000;9999;1.2;1.0;435.0;7.9;1.2;0.0;4214823797000;9999;1.2;1.0;442.1;7.9;1.2;0.0
15h55m02s;;;1191.3;18.0;106;589;582;;;;83.70;146.9;4215912790000;9999;1.2;1.0;434.6;7.9;1.2;0.0;4215906948000;9999;1.2;1.0;441.5;7.9;1.2;0.0
15h55m03s;;;1191.8;18.0;106;590;584;;;;83.70;148.0;4216954287000;9999;1.2;1.0;434.2;7.9;1.2;0.0;4216948444000;9999;1.2;1.0;441.1;7.9;1.2;0.0
15h55m04s;;;1191.1;18.0;106;591;584;;;;83.70;149.0;4217995785000;9999;1.2;1.0;435.2;7.9;1.2;0.0;4217989936000;9999;1.2;1.0;442.2;7.9;1.2;0.0
15h55m05s;;;1191.8;18.0;106;592;584;;;;84.25;150.1;4219037288000;9999;1.2;1.0;436.2;7.9;1.2;0.0;4219031432000;9999;1.2;1.0;443.1;7.9;1.2;0.0
15h55m10s;;;1192.3;18.1;108;600;592;;;;84.80;155.2;4224161458000;9999;1.2;1.0;439.4;7.9;1.2;0.0;4224197244000;9999;1.2;1.0;446.3;7.9;1.2;0.0
15h55m11s;;;1192.4;18.1;108;601;593;;;;83.70;156.3;4225244619000;9999;1.1;1.0;442.1;7.9;1.2;0.0;4225238736000;9999;1.2;1.0;449.1;7.9;1.2;0.0
15h55m12s;;;1192.9;18.1;107;601;596;;;;84.25;157.3;4226286118000;9999;1.1;1.0;445.7;7.9;1.2;0.0;4226280231000;9999;1.1;1.0;454.4;7.9;1.2;0.0
15h55m13s;;;1193.0;18.1;108;604;596;;;;84.25;158.4;4227327616000;9999;1.1;1.0;447.1;7.9;1.2;0.0;4227321729000;9999;1.1;1.0;454.4;7.9;1.2;0.0
15h55m14s;;;1192.6;18.1;109;607;599;;;;84.80;159.4;4228369113000;9999;1.1;1.0;444.9;7.9;1.2;0.0;4228404878000;9999;1.1;1.0;451.8;7.9;1.2;0.0
15h55m15s;;;1192.8;18.1;109;607;600;;;;84.25;160.5;4229452272000;9999;1.1;1.0;447.0;7.9;1.2;0.0;4229446373000;9999;1.1;1.0;454.4;7.9;1.2;0.0
15h55m16s;;;1193.0;18.1;108;606;601;;;;84.80;161.5;4230493773000;9999;1.1;1.0;452.2;7.9;1.2;0.0;4230487871000;9999;1.1;1.0;459.4;7.9;1.2;0.0
15h55m17s;;;1193.4;18.1;108;607;601;;;;86.45;162.6;4231535271000;9999;1.1;1.0;452.0;7.9;1.2;0.0;4231529363000;9999;1.1;1.0;461.1;7.9;1.2;0.0
15h55m18s;;;1193.9;18.1;108;607;601;;;;84.80;163.6;4232576771000;9999;1.1;1.0;455.4;7.9;1.2;0.0;4232570857000;9999;1.1;1.0;462.1;7.9;1.2;0.0
15h55m19s;;;1194.0;18.1;112;614;610;;;;85.35;164.7;4233618268000;9999;1.1;1.0;441.7;7.9;1.2;0.0;4233612350000;9999;1.2;1.0;449.7;7.9;1.2;0.0
15h55m25s;;;1192.7;18.1;111;614;607;;;;84.80;169.8;4238784103000;9999;1.0;1.0;473.4;7.9;1.2;0.0;4238778162000;9999;1.0;1.0;482.9;7.9;1.2;0.0
15h55m26s;;;1192.5;18.1;110;610;604;;;;84.25;170.8;4239825602000;9999;1.0;1.0;473.4;7.9;1.2;0.0;4239819656000;9999;1.0;1.0;479.9;7.9;1.2;0.0
15h55m27s;;;1192.0;18.1;109;610;605;;;;84.80;171.9;4240867100000;9999;1.0;1.0;468.0;7.9;1.2;0.0;4240861149000;9999;1.0;1.0;475.5;7.9;1.2;0.0
15h55m28s;;;1193.8;18.1;107;606;601;;;;84.25;172.9;4241908601000;9999;1.0;1.0;470.2;7.9;1.2;0.0;4241902646000;9999;1.0;1.0;476.4;7.9;1.2;0.0
15h55m29s;;;1193.9;18.1;109;609;604;;;;84.80;174.0;4242950100000;9999;1.1;1.0;463.5;7.9;1.2;0.0;4242944139000;9999;1.1;1.0;470.5;7.9;1.2;0.0
15h55m30s;;;1193.3;18.1;110;617;609;;;;85.35;175.0;4243991598000;9999;1.1;1.0;454.7;7.9;1.2;0.0;4244027292000;9999;1.1;1.0;462.9;7.9;1.2;0.0
15h55m31s;;;1194.9;18.1;108;605;604;;;;84.80;176.1;4245074758000;9999;1.1;1.0;453.2;7.9;1.2;0.0;4245068788000;9999;1.1;1.0;458.3;7.9;1.2;0.0
15h55m32s;;;1195.0;18.1;111;609;601;;;;84.80;177.1;4246116255000;9999;1.2;1.0;438.0;7.9;1.2;0.0;4246110283000;9999;1.2;1.0;445.3;7.9;1.2;0.0
15h55m33s;;;1195.1;18.1;110;608;602;;;;84.25;178.2;4247157756000;9999;1.2;1.0;441.2;7.9;1.2;0.0;4247151778000;9999;1.2;1.0;448.3;7.9;1.2;0.0
15h55m34s;;;1197.3;18.1;108;604;600;;;;85.35;179.2;4248199256000;9999;1.1;1.0;451.5;7.9;1.2;0.0;4248193273000;9999;1.1;1.0;458.7;7.9;1.2;0.0
15h55m39s;;;1201.7;18.0;110;608;601;;;;84.25;184.4;4253365090000;9999;1.0;1.0;467.2;7.9;1.2;0.0;4253359087000;9999;1.0;1.0;474.8;7.9;1.2;0.0
15h55m40s;;;1200.1;18.0;115;616;604;;;;84.25;185.5;4254406587000;9999;1.0;1.0;466.9;7.9;1.2;0.0;4254442238000;9984;1.0;1.0;475.0;7.9;1.2;0.0
15h55m41s;;;1200.0;18.0;114;614;603;;;;83.70;186.5;4255489747000;9999;1.0;1.0;465.8;7.9;1.2;0.0;4255483731000;9984;1.0;1.0;473.6;7.9;1.2;0.0
