HMS;Lat;Long;Pression;TempC;RLux;GLux;BLux;XMagneto;YMagneto;ZMagneto;TempCPU;Delta(s);TStamp;ExpTime;AnG;DiG;Lux;RedG;BlueG;Bright
17h46m39s;48.35928;-4.55760;1039.2;16.9;;;;;;;47.40;0.0;227239195000;27297;1.5;1.0;143.3;0.7;1.5;0.0
17h46m40s;48.35929;-4.55760;1039.5;16.9;;;;;;;49.60;1.1;228280829000;27297;1.5;1.0;146.8;0.7;1.5;0.0
17h46m41s;48.35930;-4.55760;1039.8;16.9;;;;;;;49.60;2.1;229322464000;27861;1.5;1.0;144.3;0.7;1.5;0.0
17h46m42s;48.35931;-4.55760;1039.5;16.9;;;;;;;51.25;3.1;230364100000;23401;1.5;1.0;179.1;0.7;1.5;0.0
17h46m43s;48.35932;-4.55761;1039.2;16.9;;;;;;;51.25;4.2;231405735000;22949;1.5;1.0;178.9;0.7;1.5;0.0
17h46m44s;48.35932;-4.55761;1039.2;16.9;;;;;;;50.70;5.2;232447371000;22949;1.5;1.0;179.6;0.7;1.5;0.0
17h46m45s;48.35932;-4.55761;1039.7;16.9;;;;;;;51.25;6.3;233489007000;22752;1.5;1.0;181.8;0.7;1.5;0.0
17h46m46s;48.35932;-4.55761;1038.8;16.9;;;;;;;51.80;7.3;234530643000;22342;1.5;1.0;183.9;0.7;1.5;0.0
17h46m47s;48.35932;-4.55761;1039.6;16.9;;;;;;;52.35;8.4;235572278000;22342;1.5;1.0;180.7;0.7;1.5;0.0
17h46m48s;48.35932;-4.55761;1038.9;16.9;;;;;;;52.35;9.4;236655577000;22342;1.5;1.0;182.5;0.7;1.5;0.0
17h46m49s;48.35932;-4.55761;1039.1;16.9;;;;;;;52.90;10.0;237238893000;22342;1.5;1.0;142.1;1.2;1.6;0.0
17h46m50s;48.35932;-4.55761;1039.0;16.9;;;;;;;52.90;11.1;238280531000;28708;1.5;1.0;139.0;1.2;1.6;0.0
17h46m51s;48.35932;-4.55761;1039.8;16.9;;;;;;;52.90;12.1;239322163000;28708;1.5;1.0;139.0;1.2;1.6;0.0
17h46m52s;48.35931;-4.55761;1039.2;16.9;;;;;;;52.35;13.2;240363797000;29992;1.6;1.0;120.6;1.2;1.6;0.0
17h46m53s;48.35931;-4.55761;1039.8;16.9;;;;;;;53.45;14.2;241405434000;29992;1.7;1.0;108.2;1.2;1.6;0.0
17h46m54s;48.35931;-4.55761;1039.4;16.9;;;;;;;52.90;15.2;242447069000;18080;1.5;1.0;412.3;1.2;1.6;0.0
17h46m55s;48.35931;-4.55762;1039.3;16.9;;;;;;;54.00;16.3;243488705000;9075;1.0;1.0;801.6;1.2;1.6;0.0
17h46m56s;48.35931;-4.55762;1039.4;16.9;;;;;;;54.00;17.3;244572005000;8934;1.0;1.0;739.6;1.2;1.6;0.0
17h46m57s;48.35931;-4.55761;1039.5;16.9;;;;;;;55.10;18.4;245613638000;9992;1.2;1.0;514.0;1.2;1.6;0.0
17h46m58s;48.35931;-4.55760;1039.6;16.9;;;;;;;54.55;19.4;246655274000;17939;1.5;1.0;249.5;1.2;1.6;0.0
17h46m58s;48.35931;-4.55760;1039.3;17.0;;;;;;;53.45;19.6;246780271000;17784;1.5;1.0;250.0;1.2;1.6;0.0
17h46m59s;48.35931;-4.55760;1039.6;16.9;;;;;;;54.55;20.6;247863570000;16923;1.5;1.0;259.5;1.2;1.6;0.0
17h47m00s;48.35930;-4.55758;1039.4;16.9;;;;;;;53.45;21.7;248905205000;16923;1.5;1.0;259.1;1.2;1.6;0.0
17h47m02s;48.35930;-4.55757;1039.4;16.9;;;;;;;54.00;22.7;249946849000;16457;1.5;1.0;265.7;1.2;1.6;0.0
17h47m03s;48.35930;-4.55757;1039.3;16.9;;;;;;;54.55;23.8;250988475000;16146;1.5;1.0;272.3;1.2;1.6;0.0
17h47m04s;48.35930;-4.55757;1039.3;16.9;;;;;;;54.55;24.8;252030110000;15864;1.5;1.0;275.6;1.2;1.6;0.0
17h47m05s;48.35930;-4.55757;1039.3;16.9;;;;;;;53.45;25.8;253071745000;15709;1.5;1.0;279.4;1.2;1.6;0.0
17h47m06s;48.35930;-4.55757;1039.5;16.9;;;;;;;52.90;26.9;254113382000;15568;1.5;1.0;280.6;1.2;1.6;0.0
17h47m07s;48.35930;-4.55756;1039.5;16.9;;;;;;;54.55;27.9;255155015000;15568;1.5;1.0;280.3;1.2;1.6;0.0
17h47m08s;48.35929;-4.55755;1039.3;16.9;;;;;;;55.10;29.0;256196650000;15568;1.5;1.0;265.5;1.2;1.6;0.0
17h47m08s;48.35929;-4.55755;1039.2;17.0;;;;;;;55.65;29.1;256321652000;16005;1.5;1.0;253.4;1.2;1.6;0.0
17h47m09s;48.35929;-4.55754;1039.8;16.9;;;;;;;54.00;30.2;257404947000;19322;1.5;1.0;210.7;1.2;1.6;0.0
17h47m10s;48.35929;-4.55753;1039.5;16.9;;;;;;;55.65;31.2;258446581000;18023;1.5;1.0;262.6;1.2;1.6;0.0
17h47m11s;48.35928;-4.55752;1039.6;16.9;;;;;;;55.65;32.3;259488216000;14438;1.5;1.0;331.8;1.2;1.6;0.0
17h47m12s;48.35927;-4.55752;1039.7;16.9;;;;;;;55.65;33.3;260529859000;21185;1.5;1.0;211.7;1.2;1.6;0.0
17h47m13s;48.35927;-4.55753;1039.3;16.9;;;;;;;55.10;34.4;261571487000;15130;1.5;1.0;215.7;1.2;1.6;0.0
17h47m14s;48.35927;-4.55752;1050.9;16.8;;;;;;;55.65;35.4;262613122000;41354;7.5;1.0;25.0;1.2;1.6;0.0
17h47m15s;48.35926;-4.55752;1063.5;16.5;;;;;;;55.10;36.4;263654751000;41354;9.9;1.0;19.7;1.2;1.6;0.0
17h47m16s;48.35927;-4.55752;1070.4;16.2;;;;;;;54.55;37.5;264696392000;41354;14.2;1.0;18.0;1.2;1.6;0.0
17h47m17s;48.35928;-4.55752;1089.6;15.8;;;;;;;56.20;38.5;265738026000;41354;15.8;1.0;17.1;1.2;1.6;0.0
17h47m19s;;;1099.4;15.1;;;;;;;56.75;40.4;267654637000;41354;15.8;1.0;19.6;2.9;2.8;0.0
17h47m20s;;;1102.0;14.8;;;;;;;56.20;41.5;268696270000;41354;15.5;1.0;19.8;2.9;2.8;0.0
17h47m21s;;;1101.1;14.4;;;;;;;55.65;42.5;269737903000;41354;15.3;1.0;20.0;2.9;2.8;0.0
17h47m22s;;;1103.1;14.2;;;;;;;56.20;43.6;270779538000;41354;15.3;1.0;20.4;2.9;2.8;0.0
17h47m23s;;;1103.5;13.9;;;;;;;55.10;44.6;271821174000;41354;9.8;1.0;23.2;2.9;2.8;0.0
17h47m24s;;;1109.1;13.7;;;;;;;55.10;45.7;272862809000;41354;7.3;1.0;26.6;2.9;2.8;0.0
17h47m26s;;;1130.4;13.6;;;;;;;55.65;46.7;273946113000;41354;7.0;1.0;26.5;2.9;2.8;0.0
17h47m27s;;;1140.0;13.4;;;;;;;56.75;47.8;274987743000;41354;8.1;1.0;23.8;2.9;2.8;0.0
17h47m28s;;;1138.3;13.1;;;;;;;56.75;48.8;276029378000;41354;7.4;1.0;26.2;2.9;2.8;0.0
17h47m29s;;;1154.0;12.9;;;;;;;55.10;49.8;277071012000;41354;6.9;1.0;27.4;2.9;2.8;0.0
17h47m29s;;;1158.3;12.8;;;;;;;55.10;50.4;277654330000;41354;6.9;1.0;28.3;3.2;2.9;0.0
17h47m30s;;;1168.9;12.6;;;;;;;56.75;51.5;278695965000;41354;6.2;1.0;30.7;3.2;2.9;0.0
17h47m31s;;;1165.0;12.5;;;;;;;55.10;52.5;279737598000;41354;6.2;1.0;31.5;3.2;2.9;0.0
17h47m32s;;;1170.6;12.3;;;;;;;55.65;53.6;280779233000;41354;5.9;1.0;31.7;3.2;2.9;0.0
17h47m33s;;;1183.2;12.2;;;;;;;55.65;54.6;281820867000;41354;5.9;1.0;31.0;3.2;2.9;0.0
17h47m34s;;;1196.1;12.0;;;;;;;56.75;55.7;282904168000;41354;7.4;1.0;18.2;3.2;2.9;0.0
17h47m36s;;;1197.2;11.9;;;;;;;57.30;56.7;283945806000;41354;11.9;1.0;14.7;3.2;2.9;0.0
17h47m37s;;;1195.0;11.8;;;;;;;56.75;57.8;284987436000;41354;7.7;1.0;22.0;3.2;2.9;0.0
17h47m38s;;;1195.0;11.7;;;;;;;58.40;58.8;286029070000;41354;8.4;1.0;19.3;3.2;2.9;0.0
17h47m39s;;;1193.9;11.6;;;;;;;58.40;59.8;287070707000;41354;6.9;1.0;23.9;3.2;2.9;0.0
17h47m39s;;;1193.4;11.6;;;;;;;58.40;60.0;287195703000;41354;6.8;1.0;24.0;3.2;2.9;0.0
17h47m40s;;;1198.2;11.5;;;;;;;57.85;61.0;288279002000;41354;8.5;1.0;16.5;3.2;2.9;0.0
17h47m41s;;;1197.9;11.4;;;;;;;57.85;62.1;289320638000;41354;10.6;1.0;16.3;3.2;2.9;0.0
17h47m42s;;;1198.0;11.3;;;;;;;56.20;63.1;290362272000;41354;10.6;1.0;16.3;3.2;2.9;0.0
17h47m43s;;;1196.8;11.3;;;;;;;57.30;64.2;291403907000;41354;8.7;1.0;20.5;3.2;2.9;0.0
17h47m44s;;;1198.1;11.2;;;;;;;56.75;65.2;292445542000;41354;10.9;1.0;16.1;3.2;2.9;0.0
17h47m45s;;;1198.0;11.2;;;;;;;58.95;66.3;293487178000;41354;11.0;1.0;16.3;3.2;2.9;0.0
17h47m46s;;;1197.5;11.1;;;;;;;57.85;67.3;294528817000;41354;11.0;1.0;16.4;3.2;2.9;0.0
17h47m47s;;;1198.3;11.1;;;;;;;57.30;68.4;295570447000;41354;11.0;1.0;16.4;3.2;2.9;0.0
17h47m48s;;;1197.5;11.0;;;;;;;58.95;69.4;296612080000;41354;11.0;1.0;16.5;3.2;2.9;0.0
17h47m49s;;;1197.9;11.0;;;;;;;56.75;70.0;297195396000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m50s;;;1197.8;11.0;;;;;;;57.85;71.0;298237031000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m51s;;;1197.3;10.9;;;;;;;58.40;72.1;299278665000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m52s;;;1197.8;10.9;;;;;;;57.30;73.1;300320300000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m53s;;;1197.7;10.9;;;;;;;56.75;74.2;301361936000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m54s;;;1198.0;10.9;;;;;;;56.75;75.2;302403570000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m55s;;;1197.7;10.9;;;;;;;57.30;76.2;303486872000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m56s;;;1198.0;10.9;;;;;;;57.85;77.3;304528505000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m57s;;;1197.8;10.9;;;;;;;57.30;78.3;305570138000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m58s;;;1198.0;10.8;;;;;;;56.75;79.4;306611773000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m58s;;;1197.8;10.9;;;;;;;57.30;79.5;306736771000;41354;11.0;1.0;16.3;3.0;2.8;0.0
17h47m59s;;;1197.4;10.8;;;;;;;58.95;80.6;307820069000;41354;10.6;1.0;17.2;3.0;2.8;0.0
17h48m00s;;;1197.9;10.8;;;;;;;58.95;81.6;308861704000;41354;9.6;1.0;19.4;3.0;2.8;0.0
17h48m01s;;;1198.2;10.8;;;;;;;58.40;82.7;309903339000;41354;8.3;1.0;22.2;3.0;2.8;0.0
17h48m03s;;;1198.3;10.8;;;;;;;58.40;83.7;310944974000;41354;7.5;1.0;24.1;3.0;2.8;0.0
17h48m04s;;;1197.8;10.8;;;;;;;57.85;84.8;311986608000;41354;6.9;1.0;26.0;3.0;2.8;0.0
17h48m05s;;;1198.0;10.8;;;;;;;58.40;85.8;313028244000;41354;6.3;1.0;28.0;3.0;2.8;0.0
17h48m06s;;;1197.5;10.8;;;;;;;57.85;86.9;314069878000;41354;6.2;1.0;29.3;3.0;2.8;0.0
17h48m07s;;;1197.8;10.8;;;;;;;58.40;87.9;315111512000;41354;6.1;1.0;30.1;3.0;2.8;0.0
17h48m08s;;;1198.3;10.8;;;;;;;57.85;88.9;316153148000;41354;6.1;1.0;30.6;3.0;2.8;0.0
17h48m08s;;;1197.8;10.8;;;;;;;59.50;89.1;316278145000;41354;6.1;1.0;30.7;3.0;2.8;0.0
17h48m09s;;;1198.1;10.8;;;;;;;58.40;90.1;317319778000;41354;6.1;1.0;31.0;3.0;2.8;0.0
17h48m10s;;;1197.6;10.8;;;;;;;57.85;91.2;318403078000;41354;6.1;1.0;31.2;3.0;2.8;0.0
17h48m11s;;;1198.3;10.7;;;;;;;57.30;92.2;319444714000;41354;6.1;1.0;31.3;3.0;2.8;0.0
17h48m12s;;;1197.9;10.7;;;;;;;58.95;93.3;320486348000;41354;6.1;1.0;31.3;3.0;2.8;0.0
17h48m13s;;;1198.3;10.7;;;;;;;57.85;94.3;321527992000;41354;6.1;1.0;31.4;3.0;2.8;0.0
17h48m14s;;;1197.8;10.7;;;;;;;56.75;95.4;322569619000;41354;6.1;1.0;31.4;3.0;2.8;0.0
17h48m15s;;;1197.8;10.7;;;;;;;58.95;96.4;323611253000;41354;6.1;1.0;31.3;3.0;2.8;0.0
