# 1: Detection or Track-id,2: Video or Image Identifier,3: Unique Frame Identifier,4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),8: Detection or Length Confidence,9: Target Length (0 or -1 if invalid),10-11+: Repeated Species,Confidence Pairs or Attributes
# metadata,fps: 5,"exported_by: ""dive:kosmos""","exported_time: ""17/06/2026 at 11:00:49"""
0,C:\Users\rbars\Desktop\Submeeting_esta\0042\img\LEFT\00001.jpg,1,0,0,0,0,1,-1,landing,1,
1,C:\Users\rbars\Desktop\Submeeting_esta\0042\img\LEFT\00356.jpg,356,0,0,0,0,1,-1,take_off,1,
